"hh","state","source","value","year","sname"
"hh1","0","hwsval",153071976645.7,2014,"united states"
"hh2","0","hwsval",650087889042.27,2014,"united states"
"hh3","0","hwsval",936326821480.43,2014,"united states"
"hh4","0","hwsval",2568892287629.65,2014,"united states"
"hh5","0","hwsval",2767689985303.37,2014,"united states"
"hh1","1","hwsval",3330311774.95,2014,"alabama"
"hh2","1","hwsval",11546844981.96,2014,"alabama"
"hh3","1","hwsval",13648442545.48,2014,"alabama"
"hh4","1","hwsval",36696549799.83,2014,"alabama"
"hh5","1","hwsval",25081134900.37,2014,"alabama"
"hh1","2","hwsval",257861151.76,2014,"alaska"
"hh2","2","hwsval",1175145523.83,2014,"alaska"
"hh3","2","hwsval",1821136568.75,2014,"alaska"
"hh4","2","hwsval",6924309963.62,2014,"alaska"
"hh5","2","hwsval",6107541521.64,2014,"alaska"
"hh1","4","hwsval",4032321241.91,2014,"arizona"
"hh2","4","hwsval",13540781748.65,2014,"arizona"
"hh3","4","hwsval",21315548083.9,2014,"arizona"
"hh4","4","hwsval",48563630961.77,2014,"arizona"
"hh5","4","hwsval",34417883959.07,2014,"arizona"
"hh1","5","hwsval",1776545091.41,2014,"arkansas"
"hh2","5","hwsval",6820890847.6,2014,"arkansas"
"hh3","5","hwsval",9520475717.21,2014,"arkansas"
"hh4","5","hwsval",19912421616.61,2014,"arkansas"
"hh5","5","hwsval",11419709865.94,2014,"arkansas"
"hh1","6","hwsval",16558974630.13,2014,"california"
"hh2","6","hwsval",65738252649.68,2014,"california"
"hh3","6","hwsval",98004084507.24,2014,"california"
"hh4","6","hwsval",301140228599.29,2014,"california"
"hh5","6","hwsval",411021586401.61,2014,"california"
"hh1","8","hwsval",2223027792.29,2014,"colorado"
"hh2","8","hwsval",10825103429.19,2014,"colorado"
"hh3","8","hwsval",19122445757.85,2014,"colorado"
"hh4","8","hwsval",49867702154.91,2014,"colorado"
"hh5","8","hwsval",50757307450.27,2014,"colorado"
"hh1","9","hwsval",1044577579.01,2014,"connecticut"
"hh2","9","hwsval",5766523306.93,2014,"connecticut"
"hh3","9","hwsval",10048156829.55,2014,"connecticut"
"hh4","9","hwsval",36448391267.47,2014,"connecticut"
"hh5","9","hwsval",48997869112.38,2014,"connecticut"
"hh1","10","hwsval",402267331.24,2014,"delaware"
"hh2","10","hwsval",1913564864.92,2014,"delaware"
"hh3","10","hwsval",2867257254.5,2014,"delaware"
"hh4","10","hwsval",8327802045.3,2014,"delaware"
"hh5","10","hwsval",7555254204.18,2014,"delaware"
"hh1","11","hwsval",351554641.72,2014,"district of columbia"
"hh2","11","hwsval",1391978258.25,2014,"district of columbia"
"hh3","11","hwsval",1569171355.87,2014,"district of columbia"
"hh4","11","hwsval",7341760546.01,2014,"district of columbia"
"hh5","11","hwsval",14253780259.94,2014,"district of columbia"
"hh1","12","hwsval",10252198573.64,2014,"florida"
"hh2","12","hwsval",47794960932.65,2014,"florida"
"hh3","12","hwsval",60048525450.73,2014,"florida"
"hh4","12","hwsval",135506047963.64,2014,"florida"
"hh5","12","hwsval",141166560638.62,2014,"florida"
"hh1","13","hwsval",6363585145.91,2014,"georgia"
"hh2","13","hwsval",24660229976.43,2014,"georgia"
"hh3","13","hwsval",32194989161.2,2014,"georgia"
"hh4","13","hwsval",77882249998.15,2014,"georgia"
"hh5","13","hwsval",70455739095.67,2014,"georgia"
"hh1","15","hwsval",460218209.12,2014,"hawaii"
"hh2","15","hwsval",1786752159.42,2014,"hawaii"
"hh3","15","hwsval",3395757576.9,2014,"hawaii"
"hh4","15","hwsval",12148682722.72,2014,"hawaii"
"hh5","15","hwsval",9738998949.39,2014,"hawaii"
"hh1","16","hwsval",593161452.32,2014,"idaho"
"hh2","16","hwsval",3995591846.16,2014,"idaho"
"hh3","16","hwsval",5098863893.59,2014,"idaho"
"hh4","16","hwsval",13430595056.9,2014,"idaho"
"hh5","16","hwsval",9312459962.59,2014,"idaho"
"hh1","17","hwsval",6424948024.75,2014,"illinois"
"hh2","17","hwsval",26010291349.82,2014,"illinois"
"hh3","17","hwsval",41358278958.83,2014,"illinois"
"hh4","17","hwsval",107222480866.59,2014,"illinois"
"hh5","17","hwsval",124905332635.62,2014,"illinois"
"hh1","18","hwsval",3633445351.8,2014,"indiana"
"hh2","18","hwsval",16679436441.92,2014,"indiana"
"hh3","18","hwsval",19418858385.86,2014,"indiana"
"hh4","18","hwsval",46785297867.46,2014,"indiana"
"hh5","18","hwsval",40160142468.43,2014,"indiana"
"hh1","19","hwsval",1057581937.7,2014,"iowa"
"hh2","19","hwsval",6563526072.34,2014,"iowa"
"hh3","19","hwsval",9652576937.42,2014,"iowa"
"hh4","19","hwsval",28547819419.81,2014,"iowa"
"hh5","19","hwsval",20344751862.65,2014,"iowa"
"hh1","20","hwsval",1350970288.78,2014,"kansas"
"hh2","20","hwsval",6977684326.51,2014,"kansas"
"hh3","20","hwsval",9534826500.7,2014,"kansas"
"hh4","20","hwsval",23700097623.6,2014,"kansas"
"hh5","20","hwsval",18060290730.57,2014,"kansas"
"hh1","21","hwsval",2108077528.12,2014,"kentucky"
"hh2","21","hwsval",10142630228.79,2014,"kentucky"
"hh3","21","hwsval",13083725639.14,2014,"kentucky"
"hh4","21","hwsval",30771296131.87,2014,"kentucky"
"hh5","21","hwsval",27224866649.57,2014,"kentucky"
"hh1","22","hwsval",3093459816.72,2014,"louisiana"
"hh2","22","hwsval",10325090565.17,2014,"louisiana"
"hh3","22","hwsval",13159055247.58,2014,"louisiana"
"hh4","22","hwsval",36298934699.7,2014,"louisiana"
"hh5","22","hwsval",26678312630.26,2014,"louisiana"
"hh1","23","hwsval",496920782.94,2014,"maine"
"hh2","23","hwsval",2665695038.03,2014,"maine"
"hh3","23","hwsval",4399140778.07,2014,"maine"
"hh4","23","hwsval",11251378476.01,2014,"maine"
"hh5","23","hwsval",7384731582.28,2014,"maine"
"hh1","24","hwsval",1994408460.03,2014,"maryland"
"hh2","24","hwsval",8365540244.49,2014,"maryland"
"hh3","24","hwsval",15615495345.87,2014,"maryland"
"hh4","24","hwsval",59235749552.55,2014,"maryland"
"hh5","24","hwsval",89690765196.09,2014,"maryland"
"hh1","25","hwsval",2581418691.66,2014,"massachusetts"
"hh2","25","hwsval",9697913310.35,2014,"massachusetts"
"hh3","25","hwsval",15684515803.41,2014,"massachusetts"
"hh4","25","hwsval",59344011862.77,2014,"massachusetts"
"hh5","25","hwsval",96713703117.58,2014,"massachusetts"
"hh1","26","hwsval",4439790305.94,2014,"michigan"
"hh2","26","hwsval",20118895300.9,2014,"michigan"
"hh3","26","hwsval",32684333943.13,2014,"michigan"
"hh4","26","hwsval",85602986553.81,2014,"michigan"
"hh5","26","hwsval",65757761631.22,2014,"michigan"
"hh1","27","hwsval",1934760092.7,2014,"minnesota"
"hh2","27","hwsval",10554575935.8,2014,"minnesota"
"hh3","27","hwsval",15484183911.89,2014,"minnesota"
"hh4","27","hwsval",50834253079.07,2014,"minnesota"
"hh5","27","hwsval",62010835828.13,2014,"minnesota"
"hh1","28","hwsval",2241414264.51,2014,"mississippi"
"hh2","28","hwsval",6521529908.3,2014,"mississippi"
"hh3","28","hwsval",8260452490.62,2014,"mississippi"
"hh4","28","hwsval",17759663391.84,2014,"mississippi"
"hh5","28","hwsval",12135852589.18,2014,"mississippi"
"hh1","29","hwsval",2483413484.68,2014,"missouri"
"hh2","29","hwsval",12860985013.4,2014,"missouri"
"hh3","29","hwsval",20057729248.18,2014,"missouri"
"hh4","29","hwsval",51237250743.07,2014,"missouri"
"hh5","29","hwsval",46909358572.37,2014,"missouri"
"hh1","30","hwsval",438660457,2014,"montana"
"hh2","30","hwsval",2539226953.41,2014,"montana"
"hh3","30","hwsval",3700379775.04,2014,"montana"
"hh4","30","hwsval",7007164233.94,2014,"montana"
"hh5","30","hwsval",6379634224.53,2014,"montana"
"hh1","31","hwsval",792383673.49,2014,"nebraska"
"hh2","31","hwsval",4416626556.77,2014,"nebraska"
"hh3","31","hwsval",6175549186.63,2014,"nebraska"
"hh4","31","hwsval",17595654888.02,2014,"nebraska"
"hh5","31","hwsval",13126939182.36,2014,"nebraska"
"hh1","32","hwsval",1530381574.71,2014,"nevada"
"hh2","32","hwsval",7532845562.09,2014,"nevada"
"hh3","32","hwsval",11571735499.49,2014,"nevada"
"hh4","32","hwsval",20216505068.6,2014,"nevada"
"hh5","32","hwsval",17185442434.15,2014,"nevada"
"hh1","33","hwsval",361456988.07,2014,"new hampshire"
"hh2","33","hwsval",1994593333.32,2014,"new hampshire"
"hh3","33","hwsval",3458558635.13,2014,"new hampshire"
"hh4","33","hwsval",14362386704.49,2014,"new hampshire"
"hh5","33","hwsval",17328194660.26,2014,"new hampshire"
"hh1","34","hwsval",2863278601.72,2014,"new jersey"
"hh2","34","hwsval",15272750910.99,2014,"new jersey"
"hh3","34","hwsval",23728088601.59,2014,"new jersey"
"hh4","34","hwsval",77211753564.54,2014,"new jersey"
"hh5","34","hwsval",113899351719.21,2014,"new jersey"
"hh1","35","hwsval",1067575253.92,2014,"new mexico"
"hh2","35","hwsval",4276657612.54,2014,"new mexico"
"hh3","35","hwsval",6005330399.41,2014,"new mexico"
"hh4","35","hwsval",14829561756.43,2014,"new mexico"
"hh5","35","hwsval",9213935476.17,2014,"new mexico"
"hh1","36","hwsval",9540121499.66,2014,"new york"
"hh2","36","hwsval",34352991412.79,2014,"new york"
"hh3","36","hwsval",48698724288.2,2014,"new york"
"hh4","36","hwsval",161533674795.76,2014,"new york"
"hh5","36","hwsval",247003599929.22,2014,"new york"
"hh1","37","hwsval",5495019537.4,2014,"north carolina"
"hh2","37","hwsval",24400785780.06,2014,"north carolina"
"hh3","37","hwsval",28330775609.05,2014,"north carolina"
"hh4","37","hwsval",71505382467.58,2014,"north carolina"
"hh5","37","hwsval",75608619876.58,2014,"north carolina"
"hh1","38","hwsval",366204753.79,2014,"north dakota"
"hh2","38","hwsval",1729481528.59,2014,"north dakota"
"hh3","38","hwsval",2281137629.24,2014,"north dakota"
"hh4","38","hwsval",8444562183.08,2014,"north dakota"
"hh5","38","hwsval",5208532941.01,2014,"north dakota"
"hh1","39","hwsval",6270821431.05,2014,"ohio"
"hh2","39","hwsval",25008359095.18,2014,"ohio"
"hh3","39","hwsval",34525192757.02,2014,"ohio"
"hh4","39","hwsval",92316466393.72,2014,"ohio"
"hh5","39","hwsval",73173816239,2014,"ohio"
"hh1","40","hwsval",2474162603.72,2014,"oklahoma"
"hh2","40","hwsval",9222179113.29,2014,"oklahoma"
"hh3","40","hwsval",12232462845.2,2014,"oklahoma"
"hh4","40","hwsval",26593305248.3,2014,"oklahoma"
"hh5","40","hwsval",20370261013.74,2014,"oklahoma"
"hh1","41","hwsval",1700931761.35,2014,"oregon"
"hh2","41","hwsval",6370407577.58,2014,"oregon"
"hh3","41","hwsval",10863524612.92,2014,"oregon"
"hh4","41","hwsval",34686487124.58,2014,"oregon"
"hh5","41","hwsval",30118973670.48,2014,"oregon"
"hh1","42","hwsval",4772639459.85,2014,"pennsylvania"
"hh2","42","hwsval",24328167868.24,2014,"pennsylvania"
"hh3","42","hwsval",35509970147.07,2014,"pennsylvania"
"hh4","42","hwsval",107444393147.22,2014,"pennsylvania"
"hh5","42","hwsval",112625468968.24,2014,"pennsylvania"
"hh1","44","hwsval",408231818.82,2014,"rhode island"
"hh2","44","hwsval",2528084184.33,2014,"rhode island"
"hh3","44","hwsval",3230892817.81,2014,"rhode island"
"hh4","44","hwsval",9161062411.78,2014,"rhode island"
"hh5","44","hwsval",11962621120.48,2014,"rhode island"
"hh1","45","hwsval",2945085697.04,2014,"south carolina"
"hh2","45","hwsval",11868393565.48,2014,"south carolina"
"hh3","45","hwsval",15673939249.19,2014,"south carolina"
"hh4","45","hwsval",30924986333.55,2014,"south carolina"
"hh5","45","hwsval",33245278511.74,2014,"south carolina"
"hh1","46","hwsval",477821585.39,2014,"south dakota"
"hh2","46","hwsval",1891126645.5,2014,"south dakota"
"hh3","46","hwsval",2905367680.31,2014,"south dakota"
"hh4","46","hwsval",7786124531.19,2014,"south dakota"
"hh5","46","hwsval",6959049539.45,2014,"south dakota"
"hh1","47","hwsval",4513867242.15,2014,"tennessee"
"hh2","47","hwsval",16089837766.68,2014,"tennessee"
"hh3","47","hwsval",22095875754.02,2014,"tennessee"
"hh4","47","hwsval",45608879105.29,2014,"tennessee"
"hh5","47","hwsval",41432387597.85,2014,"tennessee"
"hh1","48","hwsval",15200407820.39,2014,"texas"
"hh2","48","hwsval",58254696433.87,2014,"texas"
"hh3","48","hwsval",85047948950.34,2014,"texas"
"hh4","48","hwsval",207404880997.29,2014,"texas"
"hh5","48","hwsval",211850941848.35,2014,"texas"
"hh1","49","hwsval",1137863611.75,2014,"utah"
"hh2","49","hwsval",5573579390.1,2014,"utah"
"hh3","49","hwsval",9686173058.03,2014,"utah"
"hh4","49","hwsval",25378415185.68,2014,"utah"
"hh5","49","hwsval",18608544629.18,2014,"utah"
"hh1","50","hwsval",206494127.53,2014,"vermont"
"hh2","50","hwsval",1388849821.11,2014,"vermont"
"hh3","50","hwsval",2180053105.22,2014,"vermont"
"hh4","50","hwsval",6181333388.23,2014,"vermont"
"hh5","50","hwsval",4502106351.67,2014,"vermont"
"hh1","51","hwsval",2472630955.26,2014,"virginia"
"hh2","51","hwsval",16183337539.36,2014,"virginia"
"hh3","51","hwsval",20984044237.69,2014,"virginia"
"hh4","51","hwsval",79889640269.11,2014,"virginia"
"hh5","51","hwsval",101823665796.59,2014,"virginia"
"hh1","53","hwsval",2499289828.03,2014,"washington"
"hh2","53","hwsval",14939360399,2014,"washington"
"hh3","53","hwsval",21380847734.19,2014,"washington"
"hh4","53","hwsval",64008128798.12,2014,"washington"
"hh5","53","hwsval",65748954779.12,2014,"washington"
"hh1","54","hwsval",913070098.83,2014,"west virginia"
"hh2","54","hwsval",4098178511.42,2014,"west virginia"
"hh3","54","hwsval",4673832189.86,2014,"west virginia"
"hh4","54","hwsval",12262584726.63,2014,"west virginia"
"hh5","54","hwsval",7991527203.54,2014,"west virginia"
"hh1","55","hwsval",2793988444.4,2014,"wisconsin"
"hh2","55","hwsval",9877639432.96,2014,"wisconsin"
"hh3","55","hwsval",22438288413.78,2014,"wisconsin"
"hh4","55","hwsval",57401505881.49,2014,"wisconsin"
"hh5","55","hwsval",40423218279.85,2014,"wisconsin"
"hh1","56","hwsval",342374174.64,2014,"wyoming"
"hh2","56","hwsval",1509317786.12,2014,"wyoming"
"hh3","56","hwsval",1900100410.53,2014,"wyoming"
"hh4","56","hwsval",6355855460.66,2014,"wyoming"
"hh5","56","hwsval",3636387494.98,2014,"wyoming"
"hh1","0","hseval",12580526118.62,2014,"united states"
"hh2","0","hseval",38505623247.52,2014,"united states"
"hh3","0","hseval",43410960342.86,2014,"united states"
"hh4","0","hseval",98214716145.22,2014,"united states"
"hh5","0","hseval",145410698580.3,2014,"united states"
"hh1","1","hseval",192086191.07,2014,"alabama"
"hh2","1","hseval",474459663,2014,"alabama"
"hh3","1","hseval",260127311.32,2014,"alabama"
"hh4","1","hseval",549083384.38,2014,"alabama"
"hh5","1","hseval",1427264540,2014,"alabama"
"hh1","2","hseval",20197448.5,2014,"alaska"
"hh2","2","hseval",85122474.04,2014,"alaska"
"hh3","2","hseval",66189286.7,2014,"alaska"
"hh4","2","hseval",232450758.17,2014,"alaska"
"hh5","2","hseval",783716579.94,2014,"alaska"
"hh1","4","hseval",527073231.15,2014,"arizona"
"hh2","4","hseval",1114913407.53,2014,"arizona"
"hh3","4","hseval",397717763.08,2014,"arizona"
"hh4","4","hseval",1771235497.62,2014,"arizona"
"hh5","4","hseval",1711365120,2014,"arizona"
"hh1","5","hseval",81683222,2014,"arkansas"
"hh2","5","hseval",338373480.79,2014,"arkansas"
"hh3","5","hseval",222530141.6,2014,"arkansas"
"hh4","5","hseval",805556249.7,2014,"arkansas"
"hh5","5","hseval",2233445962.6,2014,"arkansas"
"hh1","6","hseval",2152041333.17,2014,"california"
"hh2","6","hseval",7004547906.42,2014,"california"
"hh3","6","hseval",6592158361.75,2014,"california"
"hh4","6","hseval",16066927479.26,2014,"california"
"hh5","6","hseval",26514109046.77,2014,"california"
"hh1","8","hseval",197050072.75,2014,"colorado"
"hh2","8","hseval",514485577.08,2014,"colorado"
"hh3","8","hseval",650366110.3,2014,"colorado"
"hh4","8","hseval",3304807943.52,2014,"colorado"
"hh5","8","hseval",2418670949.05,2014,"colorado"
"hh1","9","hseval",231829636.36,2014,"connecticut"
"hh2","9","hseval",642880299.58,2014,"connecticut"
"hh3","9","hseval",1051436432.84,2014,"connecticut"
"hh4","9","hseval",1014723839.03,2014,"connecticut"
"hh5","9","hseval",3937586312.25,2014,"connecticut"
"hh1","10","hseval",1400714.14,2014,"delaware"
"hh2","10","hseval",52948041.46,2014,"delaware"
"hh3","10","hseval",153286520.4,2014,"delaware"
"hh4","10","hseval",273707197.86,2014,"delaware"
"hh5","10","hseval",54265490,2014,"delaware"
"hh1","11","hseval",13634974,2014,"district of columbia"
"hh2","11","hseval",39430207.92,2014,"district of columbia"
"hh3","11","hseval",47094896,2014,"district of columbia"
"hh4","11","hseval",153086964.47,2014,"district of columbia"
"hh5","11","hseval",425372641.84,2014,"district of columbia"
"hh1","12","hseval",1367834340.18,2014,"florida"
"hh2","12","hseval",3027272544.36,2014,"florida"
"hh3","12","hseval",2277472483.89,2014,"florida"
"hh4","12","hseval",5781023059.51,2014,"florida"
"hh5","12","hseval",3798185351.04,2014,"florida"
"hh1","13","hseval",398711109.05,2014,"georgia"
"hh2","13","hseval",1001206916.1,2014,"georgia"
"hh3","13","hseval",1647428761.77,2014,"georgia"
"hh4","13","hseval",4048272653.72,2014,"georgia"
"hh5","13","hseval",2835829622.35,2014,"georgia"
"hh1","15","hseval",32451730.96,2014,"hawaii"
"hh2","15","hseval",124146827.8,2014,"hawaii"
"hh3","15","hseval",119698541.01,2014,"hawaii"
"hh4","15","hseval",578831289.12,2014,"hawaii"
"hh5","15","hseval",930462300.94,2014,"hawaii"
"hh1","16","hseval",8779524.56,2014,"idaho"
"hh2","16","hseval",185582262.07,2014,"idaho"
"hh3","16","hseval",250839171.82,2014,"idaho"
"hh4","16","hseval",408865604.66,2014,"idaho"
"hh5","16","hseval",413237646.31,2014,"idaho"
"hh1","17","hseval",820830215.42,2014,"illinois"
"hh2","17","hseval",1179454489.94,2014,"illinois"
"hh3","17","hseval",1058163400.88,2014,"illinois"
"hh4","17","hseval",2207123576.67,2014,"illinois"
"hh5","17","hseval",7478681114.33,2014,"illinois"
"hh1","18","hseval",159698372.22,2014,"indiana"
"hh2","18","hseval",406128091.58,2014,"indiana"
"hh3","18","hseval",963116089.85,2014,"indiana"
"hh4","18","hseval",1373747838.59,2014,"indiana"
"hh5","18","hseval",1597917521.15,2014,"indiana"
"hh1","19","hseval",73587459.9,2014,"iowa"
"hh2","19","hseval",309580161,2014,"iowa"
"hh3","19","hseval",266330263.9,2014,"iowa"
"hh4","19","hseval",954753234.01,2014,"iowa"
"hh5","19","hseval",1670578006.68,2014,"iowa"
"hh1","20","hseval",43474038,2014,"kansas"
"hh2","20","hseval",431984597.61,2014,"kansas"
"hh3","20","hseval",446564300,2014,"kansas"
"hh4","20","hseval",815645961.72,2014,"kansas"
"hh5","20","hseval",1914969604.66,2014,"kansas"
"hh1","21","hseval",142715709,2014,"kentucky"
"hh2","21","hseval",502868421.26,2014,"kentucky"
"hh3","21","hseval",485612728.68,2014,"kentucky"
"hh4","21","hseval",921412730.09,2014,"kentucky"
"hh5","21","hseval",764470948.77,2014,"kentucky"
"hh1","22","hseval",153162035.25,2014,"louisiana"
"hh2","22","hseval",660132263.74,2014,"louisiana"
"hh3","22","hseval",523496453.01,2014,"louisiana"
"hh4","22","hseval",1105046358.36,2014,"louisiana"
"hh5","22","hseval",1855252984.23,2014,"louisiana"
"hh1","23","hseval",156958838.34,2014,"maine"
"hh2","23","hseval",345612822.91,2014,"maine"
"hh3","23","hseval",348308522.44,2014,"maine"
"hh4","23","hseval",655830346.8,2014,"maine"
"hh5","23","hseval",337068655.5,2014,"maine"
"hh1","24","hseval",65184631.28,2014,"maryland"
"hh2","24","hseval",529211419.62,2014,"maryland"
"hh3","24","hseval",641356679,2014,"maryland"
"hh4","24","hseval",1666138984.05,2014,"maryland"
"hh5","24","hseval",2995206813.23,2014,"maryland"
"hh1","25","hseval",153096635.07,2014,"massachusetts"
"hh2","25","hseval",353012329.64,2014,"massachusetts"
"hh3","25","hseval",1460443058.81,2014,"massachusetts"
"hh4","25","hseval",2079690084.85,2014,"massachusetts"
"hh5","25","hseval",3491523251.41,2014,"massachusetts"
"hh1","26","hseval",136653694.83,2014,"michigan"
"hh2","26","hseval",1179298359.91,2014,"michigan"
"hh3","26","hseval",597983459.51,2014,"michigan"
"hh4","26","hseval",2203498598.93,2014,"michigan"
"hh5","26","hseval",4939269925.48,2014,"michigan"
"hh1","27","hseval",152058278.02,2014,"minnesota"
"hh2","27","hseval",360679820.93,2014,"minnesota"
"hh3","27","hseval",831369741.6,2014,"minnesota"
"hh4","27","hseval",1704409117.83,2014,"minnesota"
"hh5","27","hseval",1390721948.97,2014,"minnesota"
"hh1","28","hseval",139306624.52,2014,"mississippi"
"hh2","28","hseval",363213299.72,2014,"mississippi"
"hh3","28","hseval",587671950.01,2014,"mississippi"
"hh4","28","hseval",565103656.45,2014,"mississippi"
"hh5","28","hseval",733475610,2014,"mississippi"
"hh1","29","hseval",155767801.36,2014,"missouri"
"hh2","29","hseval",399265572.45,2014,"missouri"
"hh3","29","hseval",528662428.95,2014,"missouri"
"hh4","29","hseval",2097775176.94,2014,"missouri"
"hh5","29","hseval",3201555786.1,2014,"missouri"
"hh1","30","hseval",45807846.21,2014,"montana"
"hh2","30","hseval",144934277.14,2014,"montana"
"hh3","30","hseval",185383423.45,2014,"montana"
"hh4","30","hseval",377085670.51,2014,"montana"
"hh5","30","hseval",668898483.98,2014,"montana"
"hh1","31","hseval",57521005.39,2014,"nebraska"
"hh2","31","hseval",105637476.65,2014,"nebraska"
"hh3","31","hseval",337684226.07,2014,"nebraska"
"hh4","31","hseval",436194462.98,2014,"nebraska"
"hh5","31","hseval",801867287.74,2014,"nebraska"
"hh1","32","hseval",192612666.23,2014,"nevada"
"hh2","32","hseval",297878966.8,2014,"nevada"
"hh3","32","hseval",196574502,2014,"nevada"
"hh4","32","hseval",586202632.26,2014,"nevada"
"hh5","32","hseval",493089475.13,2014,"nevada"
"hh1","33","hseval",81827813.35,2014,"new hampshire"
"hh2","33","hseval",152363784.38,2014,"new hampshire"
"hh3","33","hseval",227703918.53,2014,"new hampshire"
"hh4","33","hseval",754201671.45,2014,"new hampshire"
"hh5","33","hseval",716473474.41,2014,"new hampshire"
"hh1","34","hseval",107453955,2014,"new jersey"
"hh2","34","hseval",836833278.85,2014,"new jersey"
"hh3","34","hseval",829576200.74,2014,"new jersey"
"hh4","34","hseval",2001043001.23,2014,"new jersey"
"hh5","34","hseval",3061071401.76,2014,"new jersey"
"hh1","35","hseval",88576433.94,2014,"new mexico"
"hh2","35","hseval",287533183.85,2014,"new mexico"
"hh3","35","hseval",174959877.56,2014,"new mexico"
"hh4","35","hseval",649340734.11,2014,"new mexico"
"hh5","35","hseval",372376920.71,2014,"new mexico"
"hh1","36","hseval",1044606342.48,2014,"new york"
"hh2","36","hseval",2596381060.87,2014,"new york"
"hh3","36","hseval",2869393536.41,2014,"new york"
"hh4","36","hseval",7421377546.47,2014,"new york"
"hh5","36","hseval",8326346172.66,2014,"new york"
"hh1","37","hseval",301490414,2014,"north carolina"
"hh2","37","hseval",912113850.09,2014,"north carolina"
"hh3","37","hseval",843945256.15,2014,"north carolina"
"hh4","37","hseval",3878869630.74,2014,"north carolina"
"hh5","37","hseval",4501932739.79,2014,"north carolina"
"hh1","38","hseval",27899029.98,2014,"north dakota"
"hh2","38","hseval",48188173.58,2014,"north dakota"
"hh3","38","hseval",170475221.68,2014,"north dakota"
"hh4","38","hseval",238821577.01,2014,"north dakota"
"hh5","38","hseval",247916369.5,2014,"north dakota"
"hh1","39","hseval",243599172.76,2014,"ohio"
"hh2","39","hseval",1510101914.86,2014,"ohio"
"hh3","39","hseval",2268555214.77,2014,"ohio"
"hh4","39","hseval",3178675064.55,2014,"ohio"
"hh5","39","hseval",5150841704.97,2014,"ohio"
"hh1","40","hseval",253860529.6,2014,"oklahoma"
"hh2","40","hseval",479684332.33,2014,"oklahoma"
"hh3","40","hseval",646061435.61,2014,"oklahoma"
"hh4","40","hseval",1172463798.54,2014,"oklahoma"
"hh5","40","hseval",2059520779.04,2014,"oklahoma"
"hh1","41","hseval",173317347.44,2014,"oregon"
"hh2","41","hseval",592586140.28,2014,"oregon"
"hh3","41","hseval",509867883.56,2014,"oregon"
"hh4","41","hseval",1740109648.95,2014,"oregon"
"hh5","41","hseval",1551202640.96,2014,"oregon"
"hh1","42","hseval",190330884.02,2014,"pennsylvania"
"hh2","42","hseval",1184669847.5,2014,"pennsylvania"
"hh3","42","hseval",1429108189.15,2014,"pennsylvania"
"hh4","42","hseval",3855211985.83,2014,"pennsylvania"
"hh5","42","hseval",5441565933.95,2014,"pennsylvania"
"hh1","44","hseval",10649568,2014,"rhode island"
"hh2","44","hseval",151912158.01,2014,"rhode island"
"hh3","44","hseval",161016920,2014,"rhode island"
"hh4","44","hseval",295562256.84,2014,"rhode island"
"hh5","44","hseval",922354145.4,2014,"rhode island"
"hh1","45","hseval",345575768.64,2014,"south carolina"
"hh2","45","hseval",499771749.64,2014,"south carolina"
"hh3","45","hseval",645002505.54,2014,"south carolina"
"hh4","45","hseval",976641010.92,2014,"south carolina"
"hh5","45","hseval",1133499792.76,2014,"south carolina"
"hh1","46","hseval",-2977995.79,2014,"south dakota"
"hh2","46","hseval",108721495.31,2014,"south dakota"
"hh3","46","hseval",74757346.79,2014,"south dakota"
"hh4","46","hseval",233199982.85,2014,"south dakota"
"hh5","46","hseval",165743402.73,2014,"south dakota"
"hh1","47","hseval",284761141.4,2014,"tennessee"
"hh2","47","hseval",648286368.27,2014,"tennessee"
"hh3","47","hseval",767860717.33,2014,"tennessee"
"hh4","47","hseval",1980612997.98,2014,"tennessee"
"hh5","47","hseval",1576334806,2014,"tennessee"
"hh1","48","hseval",1131255772.14,2014,"texas"
"hh2","48","hseval",3224060989.47,2014,"texas"
"hh3","48","hseval",4400861771.31,2014,"texas"
"hh4","48","hseval",8815028797.87,2014,"texas"
"hh5","48","hseval",16137613576.56,2014,"texas"
"hh1","49","hseval",-7139791.38,2014,"utah"
"hh2","49","hseval",335344778.96,2014,"utah"
"hh3","49","hseval",231260280.26,2014,"utah"
"hh4","49","hseval",954412591.76,2014,"utah"
"hh5","49","hseval",420863888.15,2014,"utah"
"hh1","50","hseval",6317125.32,2014,"vermont"
"hh2","50","hseval",102304684,2014,"vermont"
"hh3","50","hseval",202312021.92,2014,"vermont"
"hh4","50","hseval",294016100.55,2014,"vermont"
"hh5","50","hseval",606814345.04,2014,"vermont"
"hh1","51","hseval",45042125.42,2014,"virginia"
"hh2","51","hseval",1141550758.19,2014,"virginia"
"hh3","51","hseval",1149202195.67,2014,"virginia"
"hh4","51","hseval",1664049818.28,2014,"virginia"
"hh5","51","hseval",3808771411.55,2014,"virginia"
"hh1","53","hseval",202775498.75,2014,"washington"
"hh2","53","hseval",856405291.25,2014,"washington"
"hh3","53","hseval",1463482675.44,2014,"washington"
"hh4","53","hseval",1611761464.85,2014,"washington"
"hh5","53","hseval",2985146643.79,2014,"washington"
"hh1","54","hseval",24647517.49,2014,"west virginia"
"hh2","54","hseval",208352541.91,2014,"west virginia"
"hh3","54","hseval",234298847.06,2014,"west virginia"
"hh4","54","hseval",251110734.6,2014,"west virginia"
