"hh","state","source","value","year","sname"
"hh3","40","hssival",157212066.96,2014,"oklahoma"
"hh4","40","hssival",64272396,2014,"oklahoma"
"hh5","40","hssival",0,2014,"oklahoma"
"hh1","41","hssival",237435355.78,2014,"oregon"
"hh2","41","hssival",153201266.52,2014,"oregon"
"hh3","41","hssival",77693040.96,2014,"oregon"
"hh4","41","hssival",7583832,2014,"oregon"
"hh5","41","hssival",23850327.91,2014,"oregon"
"hh1","42","hssival",1576534430.54,2014,"pennsylvania"
"hh2","42","hssival",433161975.58,2014,"pennsylvania"
"hh3","42","hssival",197641384.56,2014,"pennsylvania"
"hh4","42","hssival",139164515.6,2014,"pennsylvania"
"hh5","42","hssival",32611938.69,2014,"pennsylvania"
"hh1","44","hssival",118088962.8,2014,"rhode island"
"hh2","44","hssival",48261331.2,2014,"rhode island"
"hh3","44","hssival",8800011.6,2014,"rhode island"
"hh4","44","hssival",19416205.44,2014,"rhode island"
"hh5","44","hssival",2535148.8,2014,"rhode island"
"hh1","45","hssival",232415780.31,2014,"south carolina"
"hh2","45","hssival",280200465.64,2014,"south carolina"
"hh3","45","hssival",128467069.44,2014,"south carolina"
"hh4","45","hssival",21560522.4,2014,"south carolina"
"hh5","45","hssival",16030680,2014,"south carolina"
"hh1","46","hssival",38707740.19,2014,"south dakota"
"hh2","46","hssival",18980474.49,2014,"south dakota"
"hh3","46","hssival",10417708.8,2014,"south dakota"
"hh4","46","hssival",5520640.1,2014,"south dakota"
"hh5","46","hssival",0,2014,"south dakota"
"hh1","47","hssival",443149702.61,2014,"tennessee"
"hh2","47","hssival",117734912.16,2014,"tennessee"
"hh3","47","hssival",77500383.6,2014,"tennessee"
"hh4","47","hssival",24246510.48,2014,"tennessee"
"hh5","47","hssival",34948562.4,2014,"tennessee"
"hh1","48","hssival",2052134843.52,2014,"texas"
"hh2","48","hssival",946385998.24,2014,"texas"
"hh3","48","hssival",437624129.23,2014,"texas"
"hh4","48","hssival",721485137.08,2014,"texas"
"hh5","48","hssival",38354037.6,2014,"texas"
"hh1","49","hssival",110312017.12,2014,"utah"
"hh2","49","hssival",62480022.12,2014,"utah"
"hh3","49","hssival",55861495.32,2014,"utah"
"hh4","49","hssival",21872923.92,2014,"utah"
"hh5","49","hssival",0,2014,"utah"
"hh1","50","hssival",64199549.75,2014,"vermont"
"hh2","50","hssival",17049051.84,2014,"vermont"
"hh3","50","hssival",7870082.64,2014,"vermont"
"hh4","50","hssival",18655576.6,2014,"vermont"
"hh5","50","hssival",45560,2014,"vermont"
"hh1","51","hssival",434778249.84,2014,"virginia"
"hh2","51","hssival",307021672.27,2014,"virginia"
"hh3","51","hssival",138392999.12,2014,"virginia"
"hh4","51","hssival",72805911.72,2014,"virginia"
"hh5","51","hssival",34910645.4,2014,"virginia"
"hh1","53","hssival",570137120.1,2014,"washington"
"hh2","53","hssival",305254435.33,2014,"washington"
"hh3","53","hssival",88068475.73,2014,"washington"
"hh4","53","hssival",195425453.4,2014,"washington"
"hh5","53","hssival",43281540.36,2014,"washington"
"hh1","54","hssival",376133517.57,2014,"west virginia"
"hh2","54","hssival",157693910.04,2014,"west virginia"
"hh3","54","hssival",43471967.4,2014,"west virginia"
"hh4","54","hssival",39657534.24,2014,"west virginia"
"hh5","54","hssival",2340937.44,2014,"west virginia"
"hh1","55","hssival",375737157.07,2014,"wisconsin"
"hh2","55","hssival",151961273.14,2014,"wisconsin"
"hh3","55","hssival",251322917.4,2014,"wisconsin"
"hh4","55","hssival",53618707.92,2014,"wisconsin"
"hh5","55","hssival",0,2014,"wisconsin"
"hh1","56","hssival",32113910.52,2014,"wyoming"
"hh2","56","hssival",5214563.2,2014,"wyoming"
"hh3","56","hssival",5892108,2014,"wyoming"
"hh4","56","hssival",0,2014,"wyoming"
"hh5","56","hssival",0,2014,"wyoming"
"hh1","0","hpawval",3662483114.58,2014,"united states"
"hh2","0","hpawval",1803021280.79,2014,"united states"
"hh3","0","hpawval",750406506.38,2014,"united states"
"hh4","0","hpawval",427177775.51,2014,"united states"
"hh5","0","hpawval",109163903.82,2014,"united states"
"hh1","1","hpawval",19816309.77,2014,"alabama"
"hh2","1","hpawval",57037304.94,2014,"alabama"
"hh3","1","hpawval",3892111.36,2014,"alabama"
"hh4","1","hpawval",0,2014,"alabama"
"hh5","1","hpawval",0,2014,"alabama"
"hh1","2","hpawval",10995371.92,2014,"alaska"
"hh2","2","hpawval",7140724.32,2014,"alaska"
"hh3","2","hpawval",3972681.6,2014,"alaska"
"hh4","2","hpawval",4537143,2014,"alaska"
"hh5","2","hpawval",1922541.48,2014,"alaska"
"hh1","4","hpawval",78394588.76,2014,"arizona"
"hh2","4","hpawval",18619420.92,2014,"arizona"
"hh3","4","hpawval",15932856.5,2014,"arizona"
"hh4","4","hpawval",11416392,2014,"arizona"
"hh5","4","hpawval",0,2014,"arizona"
"hh1","5","hpawval",7690781.8,2014,"arkansas"
"hh2","5","hpawval",10069448.04,2014,"arkansas"
"hh3","5","hpawval",3118807.2,2014,"arkansas"
"hh4","5","hpawval",347621.22,2014,"arkansas"
"hh5","5","hpawval",0,2014,"arkansas"
"hh1","6","hpawval",1086405149.43,2014,"california"
"hh2","6","hpawval",444842146.02,2014,"california"
"hh3","6","hpawval",201694189.4,2014,"california"
"hh4","6","hpawval",89495199.66,2014,"california"
"hh5","6","hpawval",43828563.8,2014,"california"
"hh1","8","hpawval",36445526,2014,"colorado"
"hh2","8","hpawval",6954662.16,2014,"colorado"
"hh3","8","hpawval",46686255.84,2014,"colorado"
"hh4","8","hpawval",0,2014,"colorado"
"hh5","8","hpawval",0,2014,"colorado"
"hh1","9","hpawval",54010899.29,2014,"connecticut"
"hh2","9","hpawval",24233741.64,2014,"connecticut"
"hh3","9","hpawval",0,2014,"connecticut"
"hh4","9","hpawval",0,2014,"connecticut"
"hh5","9","hpawval",0,2014,"connecticut"
"hh1","10","hpawval",5976676.82,2014,"delaware"
"hh2","10","hpawval",1218679.32,2014,"delaware"
"hh3","10","hpawval",2202539.28,2014,"delaware"
"hh4","10","hpawval",1536215.7,2014,"delaware"
"hh5","10","hpawval",625576.32,2014,"delaware"
"hh1","11","hpawval",14931662.24,2014,"district of columbia"
"hh2","11","hpawval",1990597.8,2014,"district of columbia"
"hh3","11","hpawval",8212021.44,2014,"district of columbia"
"hh4","11","hpawval",7245174,2014,"district of columbia"
"hh5","11","hpawval",0,2014,"district of columbia"
"hh1","12","hpawval",145262742.38,2014,"florida"
"hh2","12","hpawval",63958732.56,2014,"florida"
"hh3","12","hpawval",6034843.8,2014,"florida"
"hh4","12","hpawval",51737916,2014,"florida"
"hh5","12","hpawval",0,2014,"florida"
"hh1","13","hpawval",71964976.4,2014,"georgia"
"hh2","13","hpawval",24105916.6,2014,"georgia"
"hh3","13","hpawval",39692662.75,2014,"georgia"
"hh4","13","hpawval",514115.64,2014,"georgia"
"hh5","13","hpawval",0,2014,"georgia"
"hh1","15","hpawval",14298245.3,2014,"hawaii"
"hh2","15","hpawval",8983733.34,2014,"hawaii"
"hh3","15","hpawval",0,2014,"hawaii"
"hh4","15","hpawval",0,2014,"hawaii"
"hh5","15","hpawval",0,2014,"hawaii"
"hh1","16","hpawval",6042395.28,2014,"idaho"
"hh2","16","hpawval",7916641.8,2014,"idaho"
"hh3","16","hpawval",536196.24,2014,"idaho"
"hh4","16","hpawval",574782.96,2014,"idaho"
"hh5","16","hpawval",0,2014,"idaho"
"hh1","17","hpawval",51940129.2,2014,"illinois"
"hh2","17","hpawval",18740407.68,2014,"illinois"
"hh3","17","hpawval",24143732.92,2014,"illinois"
"hh4","17","hpawval",7828144.8,2014,"illinois"
"hh5","17","hpawval",0,2014,"illinois"
"hh1","18","hpawval",70409867.64,2014,"indiana"
"hh2","18","hpawval",9426212.62,2014,"indiana"
"hh3","18","hpawval",18472589.2,2014,"indiana"
"hh4","18","hpawval",57624664.68,2014,"indiana"
"hh5","18","hpawval",6149660.4,2014,"indiana"
"hh1","19","hpawval",10674249.81,2014,"iowa"
"hh2","19","hpawval",27287659.08,2014,"iowa"
"hh3","19","hpawval",387169.2,2014,"iowa"
"hh4","19","hpawval",0,2014,"iowa"
"hh5","19","hpawval",0,2014,"iowa"
"hh1","20","hpawval",10688273.3,2014,"kansas"
"hh2","20","hpawval",2333415.6,2014,"kansas"
"hh3","20","hpawval",13484489.72,2014,"kansas"
"hh4","20","hpawval",333642.75,2014,"kansas"
"hh5","20","hpawval",3082005.2,2014,"kansas"
"hh1","21","hpawval",33770077.03,2014,"kentucky"
"hh2","21","hpawval",3696256,2014,"kentucky"
"hh3","21","hpawval",384772.8,2014,"kentucky"
"hh4","21","hpawval",2898229.68,2014,"kentucky"
"hh5","21","hpawval",0,2014,"kentucky"
"hh1","22","hpawval",12687656.82,2014,"louisiana"
"hh2","22","hpawval",9289139.2,2014,"louisiana"
"hh3","22","hpawval",0,2014,"louisiana"
"hh4","22","hpawval",12818980.8,2014,"louisiana"
"hh5","22","hpawval",0,2014,"louisiana"
"hh1","23","hpawval",14456627.24,2014,"maine"
"hh2","23","hpawval",9531314.48,2014,"maine"
"hh3","23","hpawval",15903372,2014,"maine"
"hh4","23","hpawval",3215369.04,2014,"maine"
"hh5","23","hpawval",0,2014,"maine"
"hh1","24","hpawval",68527259.02,2014,"maryland"
"hh2","24","hpawval",0,2014,"maryland"
"hh3","24","hpawval",7305872.4,2014,"maryland"
"hh4","24","hpawval",4201702.5,2014,"maryland"
"hh5","24","hpawval",0,2014,"maryland"
"hh1","25","hpawval",58268987.42,2014,"massachusetts"
"hh2","25","hpawval",39730129.24,2014,"massachusetts"
"hh3","25","hpawval",7336320,2014,"massachusetts"
"hh4","25","hpawval",15321987.68,2014,"massachusetts"
"hh5","25","hpawval",0,2014,"massachusetts"
"hh1","26","hpawval",136243803.46,2014,"michigan"
"hh2","26","hpawval",67133079.62,2014,"michigan"
"hh3","26","hpawval",10185714,2014,"michigan"
"hh4","26","hpawval",0,2014,"michigan"
"hh5","26","hpawval",0,2014,"michigan"
"hh1","27","hpawval",65691100.51,2014,"minnesota"
"hh2","27","hpawval",20553084.13,2014,"minnesota"
"hh3","27","hpawval",14904817.56,2014,"minnesota"
"hh4","27","hpawval",12940994.6,2014,"minnesota"
"hh5","27","hpawval",14873184,2014,"minnesota"
"hh1","28","hpawval",15567592.84,2014,"mississippi"
"hh2","28","hpawval",3262749.33,2014,"mississippi"
"hh3","28","hpawval",560543.24,2014,"mississippi"
"hh4","28","hpawval",3617368.4,2014,"mississippi"
"hh5","28","hpawval",0,2014,"mississippi"
"hh1","29","hpawval",59028442.74,2014,"missouri"
"hh2","29","hpawval",3978374.4,2014,"missouri"
"hh3","29","hpawval",19624931.16,2014,"missouri"
"hh4","29","hpawval",4570008,2014,"missouri"
"hh5","29","hpawval",297982.8,2014,"missouri"
"hh1","30","hpawval",3123254.91,2014,"montana"
"hh2","30","hpawval",2546994.08,2014,"montana"
"hh3","30","hpawval",460917,2014,"montana"
"hh4","30","hpawval",0,2014,"montana"
"hh5","30","hpawval",0,2014,"montana"
"hh1","31","hpawval",28732855.58,2014,"nebraska"
"hh2","31","hpawval",10627024.8,2014,"nebraska"
"hh3","31","hpawval",0,2014,"nebraska"
"hh4","31","hpawval",90745.2,2014,"nebraska"
"hh5","31","hpawval",0,2014,"nebraska"
"hh1","32","hpawval",42234675.42,2014,"nevada"
"hh2","32","hpawval",21918405.27,2014,"nevada"
"hh3","32","hpawval",3032402.2,2014,"nevada"
"hh4","32","hpawval",0,2014,"nevada"
"hh5","32","hpawval",0,2014,"nevada"
"hh1","33","hpawval",11849200.68,2014,"new hampshire"
"hh2","33","hpawval",8189909.28,2014,"new hampshire"
"hh3","33","hpawval",328564.8,2014,"new hampshire"
"hh4","33","hpawval",89592.36,2014,"new hampshire"
"hh5","33","hpawval",0,2014,"new hampshire"
"hh1","34","hpawval",137736219.6,2014,"new jersey"
"hh2","34","hpawval",126232171.47,2014,"new jersey"
"hh3","34","hpawval",5353020,2014,"new jersey"
"hh4","34","hpawval",21873697.16,2014,"new jersey"
"hh5","34","hpawval",19434480,2014,"new jersey"
"hh1","35","hpawval",15756263.91,2014,"new mexico"
"hh2","35","hpawval",4359823.25,2014,"new mexico"
"hh3","35","hpawval",0,2014,"new mexico"
"hh4","35","hpawval",1547937,2014,"new mexico"
"hh5","35","hpawval",1304001.6,2014,"new mexico"
"hh1","36","hpawval",400804834.97,2014,"new york"
"hh2","36","hpawval",137286626.12,2014,"new york"
"hh3","36","hpawval",13402329.4,2014,"new york"
"hh4","36","hpawval",4467690.42,2014,"new york"
"hh5","36","hpawval",5840514,2014,"new york"
"hh1","37","hpawval",38338685.58,2014,"north carolina"
"hh2","37","hpawval",13672760.94,2014,"north carolina"
"hh3","37","hpawval",5962628.8,2014,"north carolina"
"hh4","37","hpawval",8567928,2014,"north carolina"
"hh5","37","hpawval",3078460.08,2014,"north carolina"
"hh1","38","hpawval",2247923.02,2014,"north dakota"
"hh2","38","hpawval",2050655.4,2014,"north dakota"
"hh3","38","hpawval",0,2014,"north dakota"
"hh4","38","hpawval",0,2014,"north dakota"
"hh5","38","hpawval",0,2014,"north dakota"
"hh1","39","hpawval",134747848.64,2014,"ohio"
"hh2","39","hpawval",206266303.13,2014,"ohio"
"hh3","39","hpawval",3396476.16,2014,"ohio"
"hh4","39","hpawval",7200604.8,2014,"ohio"
"hh5","39","hpawval",2460719.4,2014,"ohio"
"hh1","40","hpawval",17620370.76,2014,"oklahoma"
"hh2","40","hpawval",8640214.22,2014,"oklahoma"
"hh3","40","hpawval",764860.8,2014,"oklahoma"
"hh4","40","hpawval",0,2014,"oklahoma"
"hh5","40","hpawval",0,2014,"oklahoma"
"hh1","41","hpawval",60525820.53,2014,"oregon"
"hh2","41","hpawval",6992742.86,2014,"oregon"
"hh3","41","hpawval",2943763.2,2014,"oregon"
"hh4","41","hpawval",13120624.8,2014,"oregon"
"hh5","41","hpawval",0,2014,"oregon"
"hh1","42","hpawval",157167971.58,2014,"pennsylvania"
"hh2","42","hpawval",90962032.68,2014,"pennsylvania"
"hh3","42","hpawval",23954880.72,2014,"pennsylvania"
"hh4","42","hpawval",9628553.6,2014,"pennsylvania"
"hh5","42","hpawval",0,2014,"pennsylvania"
"hh1","44","hpawval",5774566.28,2014,"rhode island"
"hh2","44","hpawval",6640488.6,2014,"rhode island"
"hh3","44","hpawval",601529.76,2014,"rhode island"
"hh4","44","hpawval",6874742.16,2014,"rhode island"
"hh5","44","hpawval",6266214.74,2014,"rhode island"
"hh1","45","hpawval",31062864.12,2014,"south carolina"
"hh2","45","hpawval",32540956.6,2014,"south carolina"
"hh3","45","hpawval",0,2014,"south carolina"
"hh4","45","hpawval",13478647.68,2014,"south carolina"
"hh5","45","hpawval",0,2014,"south carolina"
"hh1","46","hpawval",17748538.06,2014,"south dakota"
"hh2","46","hpawval",2314925.08,2014,"south dakota"
"hh3","46","hpawval",49326,2014,"south dakota"
"hh4","46","hpawval",975054.6,2014,"south dakota"
"hh5","46","hpawval",0,2014,"south dakota"
"hh1","47","hpawval",91333459.96,2014,"tennessee"
"hh2","47","hpawval",48027986.88,2014,"tennessee"
"hh3","47","hpawval",87613822.15,2014,"tennessee"
"hh4","47","hpawval",166220.25,2014,"tennessee"
"hh5","47","hpawval",0,2014,"tennessee"
"hh1","48","hpawval",138047543.52,2014,"texas"
"hh2","48","hpawval",57468476.79,2014,"texas"
"hh3","48","hpawval",48319394.1,2014,"texas"
"hh4","48","hpawval",28585369.05,2014,"texas"
"hh5","48","hpawval",0,2014,"texas"
"hh1","49","hpawval",9982963.64,2014,"utah"
"hh2","49","hpawval",10769744.2,2014,"utah"
"hh3","49","hpawval",0,2014,"utah"
"hh4","49","hpawval",0,2014,"utah"
"hh5","49","hpawval",0,2014,"utah"
"hh1","50","hpawval",14154568.55,2014,"vermont"
"hh2","50","hpawval",2367714,2014,"vermont"
"hh3","50","hpawval",2938071.36,2014,"vermont"
"hh4","50","hpawval",627435.72,2014,"vermont"
"hh5","50","hpawval",0,2014,"vermont"
"hh1","51","hpawval",29286941.32,2014,"virginia"
"hh2","51","hpawval",25559221,2014,"virginia"
"hh3","51","hpawval",9808149,2014,"virginia"
"hh4","51","hpawval",567266,2014,"virginia"
"hh5","51","hpawval",0,2014,"virginia"
"hh1","53","hpawval",55139071.81,2014,"washington"
"hh2","53","hpawval",77001218.6,2014,"washington"
"hh3","53","hpawval",38970764.36,2014,"washington"
"hh4","53","hpawval",6121368,2014,"washington"
"hh5","53","hpawval",0,2014,"washington"
"hh1","54","hpawval",18887724.05,2014,"west virginia"
"hh2","54","hpawval",4351385.06,2014,"west virginia"
"hh3","54","hpawval",1967056.32,2014,"west virginia"
"hh4","54","hpawval",5448023,2014,"west virginia"
"hh5","54","hpawval",0,2014,"west virginia"
"hh1","55","hpawval",38694974.9,2014,"wisconsin"
"hh2","55","hpawval",4199929.64,2014,"wisconsin"
"hh3","55","hpawval",35443870.64,2014,"wisconsin"
"hh4","55","hpawval",4299768,2014,"wisconsin"
"hh5","55","hpawval",0,2014,"wisconsin"
"hh1","56","hpawval",1294580.77,2014,"wyoming"
"hh2","56","hpawval",0,2014,"wyoming"
"hh3","56","hpawval",425190,2014,"wyoming"
"hh4","56","hpawval",670854.6,2014,"wyoming"
"hh5","56","hpawval",0,2014,"wyoming"
"hh1","0","hvetval",2331712092.95,2014,"united states"
"hh2","0","hvetval",10279913556.44,2014,"united states"
"hh3","0","hvetval",13356615448.74,2014,"united states"
"hh4","0","hvetval",20511124889.74,2014,"united states"
"hh5","0","hvetval",6989850526.64,2014,"united states"
"hh1","1","hvetval",42752289.49,2014,"alabama"
"hh2","1","hvetval",189680233.2,2014,"alabama"
"hh3","1","hvetval",175553235.24,2014,"alabama"
"hh4","1","hvetval",311277264.12,2014,"alabama"
"hh5","1","hvetval",335769070.26,2014,"alabama"
"hh1","2","hvetval",2819114.76,2014,"alaska"
"hh2","2","hvetval",36470862.64,2014,"alaska"
"hh3","2","hvetval",18414252,2014,"alaska"
"hh4","2","hvetval",78552628.66,2014,"alaska"
"hh5","2","hvetval",42592196.2,2014,"alaska"
"hh1","4","hvetval",4550850,2014,"arizona"
"hh2","4","hvetval",216645423.6,2014,"arizona"
"hh3","4","hvetval",333664780.38,2014,"arizona"
"hh4","4","hvetval",733745909.2,2014,"arizona"
"hh5","4","hvetval",324244904.76,2014,"arizona"
"hh1","5","hvetval",7531544.4,2014,"arkansas"
"hh2","5","hvetval",150016868.52,2014,"arkansas"
"hh3","5","hvetval",189162900,2014,"arkansas"
"hh4","5","hvetval",421571517.92,2014,"arkansas"
"hh5","5","hvetval",129510673.44,2014,"arkansas"
"hh1","6","hvetval",162790114.71,2014,"california"
"hh2","6","hvetval",649901769.16,2014,"california"
"hh3","6","hvetval",1224849067.64,2014,"california"
"hh4","6","hvetval",2529584437.18,2014,"california"
"hh5","6","hvetval",638747857.44,2014,"california"
"hh1","8","hvetval",133786817.28,2014,"colorado"
"hh2","8","hvetval",218240799,2014,"colorado"
"hh3","8","hvetval",488223890.38,2014,"colorado"
"hh4","8","hvetval",406926531,2014,"colorado"
"hh5","8","hvetval",108406260,2014,"colorado"
"hh1","9","hvetval",21134265.4,2014,"connecticut"
"hh2","9","hvetval",164717788.32,2014,"connecticut"
"hh3","9","hvetval",91083501.12,2014,"connecticut"
"hh4","9","hvetval",85843448.48,2014,"connecticut"
"hh5","9","hvetval",131115041.4,2014,"connecticut"
"hh1","10","hvetval",625302.96,2014,"delaware"
"hh2","10","hvetval",48805814.72,2014,"delaware"
"hh3","10","hvetval",59524314.6,2014,"delaware"
"hh4","10","hvetval",79273590.44,2014,"delaware"
"hh5","10","hvetval",15790509.72,2014,"delaware"
"hh1","11","hvetval",1072166.64,2014,"district of columbia"
"hh2","11","hvetval",25148991.24,2014,"district of columbia"
"hh3","11","hvetval",3254472,2014,"district of columbia"
"hh4","11","hvetval",21815615.34,2014,"district of columbia"
"hh5","11","hvetval",16231273.92,2014,"district of columbia"
"hh1","12","hvetval",77684462.52,2014,"florida"
"hh2","12","hvetval",977842175.16,2014,"florida"
"hh3","12","hvetval",1226284407.36,2014,"florida"
"hh4","12","hvetval",1359471967.88,2014,"florida"
"hh5","12","hvetval",517993536.66,2014,"florida"
"hh1","13","hvetval",156325896.21,2014,"georgia"
"hh2","13","hvetval",530475622.02,2014,"georgia"
"hh3","13","hvetval",461625244.56,2014,"georgia"
"hh4","13","hvetval",680167725.76,2014,"georgia"
"hh5","13","hvetval",138878902.92,2014,"georgia"
"hh1","15","hvetval",258472,2014,"hawaii"
"hh2","15","hvetval",61210716,2014,"hawaii"
"hh3","15","hvetval",22420962.96,2014,"hawaii"
"hh4","15","hvetval",145055275.9,2014,"hawaii"
"hh5","15","hvetval",96921013.38,2014,"hawaii"
"hh1","16","hvetval",15790870.56,2014,"idaho"
"hh2","16","hvetval",113729579.64,2014,"idaho"
"hh3","16","hvetval",53752604.4,2014,"idaho"
"hh4","16","hvetval",74322965.46,2014,"idaho"
"hh5","16","hvetval",15115194,2014,"idaho"
"hh1","17","hvetval",76044865.2,2014,"illinois"
"hh2","17","hvetval",415874272.81,2014,"illinois"
"hh3","17","hvetval",177504370.44,2014,"illinois"
"hh4","17","hvetval",593708367.06,2014,"illinois"
"hh5","17","hvetval",409976405.2,2014,"illinois"
"hh1","18","hvetval",30494642.4,2014,"indiana"
"hh2","18","hvetval",245804549.52,2014,"indiana"
"hh3","18","hvetval",283198276.72,2014,"indiana"
"hh4","18","hvetval",183419893.44,2014,"indiana"
"hh5","18","hvetval",122673682,2014,"indiana"
"hh1","19","hvetval",9944282.4,2014,"iowa"
"hh2","19","hvetval",109630759.2,2014,"iowa"
"hh3","19","hvetval",18081135.36,2014,"iowa"
"hh4","19","hvetval",45781836.06,2014,"iowa"
"hh5","19","hvetval",32299893.6,2014,"iowa"
"hh1","20","hvetval",29294139.12,2014,"kansas"
"hh2","20","hvetval",75806428.6,2014,"kansas"
"hh3","20","hvetval",199460291.04,2014,"kansas"
"hh4","20","hvetval",243182450.56,2014,"kansas"
"hh5","20","hvetval",66818430,2014,"kansas"
"hh1","21","hvetval",42365581.16,2014,"kentucky"
"hh2","21","hvetval",157945410.68,2014,"kentucky"
"hh3","21","hvetval",178670528.28,2014,"kentucky"
"hh4","21","hvetval",358501358.04,2014,"kentucky"
"hh5","21","hvetval",16397112.72,2014,"kentucky"
"hh1","22","hvetval",36105019.92,2014,"louisiana"
"hh2","22","hvetval",54800895.56,2014,"louisiana"
"hh3","22","hvetval",160542105.88,2014,"louisiana"
"hh4","22","hvetval",192341093.28,2014,"louisiana"
"hh5","22","hvetval",91446299.13,2014,"louisiana"
"hh1","23","hvetval",15873063.9,2014,"maine"
"hh2","23","hvetval",62153597.48,2014,"maine"
"hh3","23","hvetval",93212828.92,2014,"maine"
"hh4","23","hvetval",193555532.56,2014,"maine"
"hh5","23","hvetval",8861737.2,2014,"maine"
"hh1","24","hvetval",1124760,2014,"maryland"
"hh2","24","hvetval",254859346.48,2014,"maryland"
"hh3","24","hvetval",116500292.4,2014,"maryland"
"hh4","24","hvetval",566957516.41,2014,"maryland"
"hh5","24","hvetval",153131753.76,2014,"maryland"
"hh1","25","hvetval",83812756.56,2014,"massachusetts"
"hh2","25","hvetval",141472319.28,2014,"massachusetts"
"hh3","25","hvetval",48600559.8,2014,"massachusetts"
"hh4","25","hvetval",180695750.19,2014,"massachusetts"
"hh5","25","hvetval",72180522,2014,"massachusetts"
"hh1","26","hvetval",21221393.07,2014,"michigan"
"hh2","26","hvetval",119992320.56,2014,"michigan"
"hh3","26","hvetval",748714109.4,2014,"michigan"
"hh4","26","hvetval",69028887.6,2014,"michigan"
"hh5","26","hvetval",115008356.28,2014,"michigan"
"hh1","27","hvetval",20682434.88,2014,"minnesota"
"hh2","27","hvetval",146363391.82,2014,"minnesota"
"hh3","27","hvetval",225821184.72,2014,"minnesota"
"hh4","27","hvetval",459947657.28,2014,"minnesota"
"hh5","27","hvetval",36798361,2014,"minnesota"
"hh1","28","hvetval",38003353.44,2014,"mississippi"
"hh2","28","hvetval",145599439.24,2014,"mississippi"
"hh3","28","hvetval",132755009.52,2014,"mississippi"
"hh4","28","hvetval",205357631.12,2014,"mississippi"
"hh5","28","hvetval",41210316,2014,"mississippi"
"hh1","29","hvetval",26226413.88,2014,"missouri"
"hh2","29","hvetval",170893461.84,2014,"missouri"
"hh3","29","hvetval",190519326.44,2014,"missouri"
"hh4","29","hvetval",827264710.32,2014,"missouri"
"hh5","29","hvetval",38778660,2014,"missouri"
"hh1","30","hvetval",24246553,2014,"montana"
"hh2","30","hvetval",76102783.98,2014,"montana"
"hh3","30","hvetval",49650889.14,2014,"montana"
"hh4","30","hvetval",81965532.84,2014,"montana"
"hh5","30","hvetval",30396302.4,2014,"montana"
"hh1","31","hvetval",34763230.08,2014,"nebraska"
"hh2","31","hvetval",84492065.45,2014,"nebraska"
"hh3","31","hvetval",203348548.36,2014,"nebraska"
"hh4","31","hvetval",191671564.32,2014,"nebraska"
"hh5","31","hvetval",56306079.52,2014,"nebraska"
"hh1","32","hvetval",25499115.12,2014,"nevada"
"hh2","32","hvetval",91479057.24,2014,"nevada"
"hh3","32","hvetval",384992765.01,2014,"nevada"
"hh4","32","hvetval",196410225.54,2014,"nevada"
"hh5","32","hvetval",186557490,2014,"nevada"
"hh1","33","hvetval",14423782.92,2014,"new hampshire"
"hh2","33","hvetval",37088062.32,2014,"new hampshire"
"hh3","33","hvetval",54663313.8,2014,"new hampshire"
"hh4","33","hvetval",116938232.56,2014,"new hampshire"
"hh5","33","hvetval",8530594.02,2014,"new hampshire"
"hh1","34","hvetval",44060076,2014,"new jersey"
"hh2","34","hvetval",110638191.6,2014,"new jersey"
"hh3","34","hvetval",285896041.56,2014,"new jersey"
"hh4","34","hvetval",335549501,2014,"new jersey"
"hh5","34","hvetval",114451668,2014,"new jersey"
"hh1","35","hvetval",51765027.55,2014,"new mexico"
"hh2","35","hvetval",137053850.2,2014,"new mexico"
"hh3","35","hvetval",262001707.68,2014,"new mexico"
"hh4","35","hvetval",233773848.76,2014,"new mexico"
"hh5","35","hvetval",58833520.08,2014,"new mexico"
"hh1","36","hvetval",74326951.37,2014,"new york"
"hh2","36","hvetval",272562890.64,2014,"new york"
"hh3","36","hvetval",398802381.48,2014,"new york"
"hh4","36","hvetval",857573349.9,2014,"new york"
"hh5","36","hvetval",262290914.16,2014,"new york"
"hh1","37","hvetval",72928984.32,2014,"north carolina"
"hh2","37","hvetval",295575443.64,2014,"north carolina"
"hh3","37","hvetval",559625715.52,2014,"north carolina"
"hh4","37","hvetval",849887381.36,2014,"north carolina"
"hh5","37","hvetval",153258569.73,2014,"north carolina"
"hh1","38","hvetval",15471666.02,2014,"north dakota"
"hh2","38","hvetval",18218524.92,2014,"north dakota"
"hh3","38","hvetval",12587776.2,2014,"north dakota"
"hh4","38","hvetval",37336888.92,2014,"north dakota"
"hh5","38","hvetval",20865125.52,2014,"north dakota"
"hh1","39","hvetval",170619495.86,2014,"ohio"
"hh2","39","hvetval",281758383.04,2014,"ohio"
"hh3","39","hvetval",667801670.24,2014,"ohio"
"hh4","39","hvetval",756604244.68,2014,"ohio"
"hh5","39","hvetval",86328177.36,2014,"ohio"
"hh1","40","hvetval",43162429.84,2014,"oklahoma"
"hh2","40","hvetval",150112213.84,2014,"oklahoma"
"hh3","40","hvetval",339631651.99,2014,"oklahoma"
"hh4","40","hvetval",502732598.58,2014,"oklahoma"
"hh5","40","hvetval",47814691.68,2014,"oklahoma"
"hh1","41","hvetval",71522916.18,2014,"oregon"
"hh2","41","hvetval",207826719.12,2014,"oregon"
"hh3","41","hvetval",495060196.84,2014,"oregon"
