"yr","Dim2","Val"
"2002","NV",99.3553038956831
"2002","SD",26.8104177815894
"2002","MN",192.691899090775
"2002","VT",20.033851695289
"2002","MO",192.404748697471
"2002","IN",204.931471770977
"2002","LA",139.747845757224
"2002","KS",92.4500011931315
"2002","AR",72.1245802682888
"2002","NY",840.046017919583
"2002","OR",112.320400960362
"2002","ND",22.3671997170166
"2002","SC",130.892809190379
"2002","ID",38.0068406608454
"2002","NJ",372.663020611324
"2002","UT",77.1439566183742
"2002","MT",24.3353873886599
"2002","DC",88.1379353535498
"2002","PA",418.046168117505
"2002","WY",19.0889047454396
"2002","CO",199.732246050761
"2003","IA",99.1161658574788
"2003","FL",588.974464274047
"2003","MD",252.993524255388
"2003","OH",412.72307037607
"2003","TN",198.847481804699
"2003","WI",189.441641517508
"2003","RI",45.3043530133026
"2003","AK",37.7602164237177
"2003","WV",44.4157550563746
"2003","AZ",194.887957498661
"2003","NH",54.6648345517053
"2003","OK",108.454159237897
"2003","NE",65.5219481237516
"2003","KY",133.881678941988
"2003","NM",72.1526996690854
"2003","IL",507.228973935784
"2003","NC",327.53328098886
"2003","VA",382.45637037476
"2003","CT",174.371781612229
"2003","MI",354.111288272106
"2003","DE",47.5871361867923
"2003","HI",70.4235712469508
"2003","GA",349.53882617982
"2003","CA",1533.38857850159
"2003","ME",42.4980786934546
"2003","MA",334.547452586256
"2003","MS",79.1895097815248
"2003","WA",271.785507030184
"2003","TX",829.110439196678
"2003","AL",138.501980946736
"2003","NV",105.883978688192
"2003","SD",28.1679381480203
"2003","MN",205.40862653021
"2003","VT",20.9979658393033
"2003","MO",200.383357051194
"2003","IN",216.360973887728
"2003","LA",155.225914923465
"2003","KS",97.0954507572153
"2003","AR",76.6643804779587
"2003","NY",854.009865100831
"2003","OR",118.587797437073
"2003","ND",24.3727362558218
"2003","SC",137.270114318141
"2003","ID",39.6410096900836
"2003","NJ",387.530997374161
"2003","UT",80.1309434717672
"2003","MT",26.2175298809649
"2003","DC",92.641325389081
"2003","PA",436.322828989358
"2003","WY",20.9854332207959
"2003","CO",203.541956685606
"2004","IA",110.648700525657
"2004","FL",639.352303209787
"2004","MD",271.065249580488
"2004","OH",432.93107048848
"2004","TN",212.597611248923
"2004","WI",201.060470309506
"2004","RI",48.7979577747847
"2004","AK",41.5270359945218
"2004","WV",47.0986085677389
"2004","AZ",207.543467442451
"2004","NH",57.6242188468498
"2004","OK",116.321190133284
"2004","NE",69.124709912569
"2004","KY",141.639770612006
"2004","NM",79.2847310784181
"2004","IL",535.096961171366
"2004","NC",347.713005310862
"2004","VA",408.295818490485
"2004","CT",193.45890672197
"2004","MI",361.192758521902
"2004","DE",51.2088867920615
"2004","HI",77.3038166026996
"2004","GA",373.552998419739
"2004","CA",1642.57055512695
"2004","ME",45.4058685146299
"2004","MA",350.96516530671
"2004","MS",83.0678498510244
"2004","WA",282.706876560713
"2004","TX",906.452406779039
"2004","AL",152.638939583391
"2004","NV",120.451089724305
"2004","SD",30.3745463669721
"2004","MN",220.194724858622
"2004","VT",22.390287757907
"2004","MO",210.692285833085
"2004","IN",229.320030584605
"2004","LA",170.456066878615
"2004","KS",100.557146998647
"2004","AR",82.7294759220921
"2004","NY",901.148243589982
"2004","OR",127.136073752948
"2004","ND",25.4132463457796
"2004","SC",142.442173419272
"2004","ID",42.993789010284
"2004","NJ",402.819077195291
"2004","UT",86.2644477443809
"2004","MT",28.4882368608568
"2004","DC",99.7821845407129
"2004","PA",460.687675696367
"2004","WY",23.2046394630237
"2004","CO",210.597185834484
"2005","IA",116.075968158582
"2005","FL",702.89394512322
"2005","MD",290.531925051935
"2005","OH",453.070666343613
"2005","TN",220.949081430619
"2005","WI",211.256773847483
"2005","RI",51.2445521463978
"2005","AK",46.880490537678
"2005","WV",51.3686799292801
"2005","AZ",230.233673808534
"2005","NH",59.7033679465849
"2005","OK",127.027823733763
"2005","NE",72.985826953294
"2005","KY",152.549821578809
"2005","NM",83.2798105826183
"2005","IL",561.192445736734
"2005","NC",374.324374541977
"2005","VA",437.774297072149
"2005","CT",205.027144769942
"2005","MI",372.931419485069
"2005","DE",51.5969483336267
"2005","HI",83.6399257765661
"2005","GA",397.525865809228
"2005","CA",1759.64590623158
"2005","ME",46.7400365036525
"2005","MA",366.649019771321
"2005","MS",86.3400405707228
"2005","WA",309.536897037528
"2005","TX",984.780450258672
"2005","AL",162.613950956253
"2005","NV",134.926871333594
"2005","SD",31.5068226004845
"2005","MN",233.394125320622
"2005","VT",23.2206069405292
"2005","MO",219.741388996045
"2005","IN",235.843793734707
"2005","LA",199.615896060403
"2005","KS",107.855545141086
"2005","AR",88.0792823753273
"2005","NY",958.814657077486
"2005","OR",134.22624256445
"2005","ND",26.848449516483
"2005","SC",149.299256564079
"2005","ID",47.1024515257889
"2005","NJ",418.581551366914
"2005","UT",94.9056145441567
"2005","MT",31.0968822947072
"2005","DC",104.88712482238
"2005","PA",483.667154148242
"2005","WY",27.1325019985508
"2005","CO",227.14085536492
"2006","IA",119.746458297915
"2006","FL",749.942120641878
"2006","MD",305.583549491348
"2006","OH",463.314824704607
"2006","TN",232.73113641656
"2006","WI",220.370082597905
"2006","RI",54.0911975887074
"2006","AK",53.0902105907397
"2006","WV",54.2994320079805
"2006","AZ",248.39124919686
"2006","NH",62.6928905486472
"2006","OK",139.613630878015
"2006","NE",76.1862179322868
"2006","KY",162.830339440259
"2006","NM",87.4121910940857
"2006","IL",595.229875463282
"2006","NC",407.075681325214
"2006","VA",463.246371638612
"2006","CT",221.016553802693
"2006","MI",373.549168189386
"2006","DE",54.2381794426597
"2006","HI",89.4324138398424
"2006","GA",413.91432068082
"2006","CA",1878.06769599235
"2006","ME",48.664849807055
"2006","MA",384.168143887253
"2006","MS",89.8547303421643
"2006","WA",330.926329247734
"2006","TX",1089.57105878714
"2006","AL",170.864191800069
"2006","NV",144.859468707879
"2006","SD",32.5580242682964
"2006","MN",239.242222154051
"2006","VT",23.8168014663372
"2006","MO",227.639465795534
"2006","IN",243.747129945372
"2006","LA",207.083389298086
"2006","KS",118.044832604198
"2006","AR",92.116502877971
"2006","NY",1014.6648514264
"2006","OR",144.840244844016
"2006","ND",28.5188418992291
"2006","SC",157.321637232844
"2006","ID",49.8113867556858
"2006","NJ",441.936035121078
"2006","UT",106.408520741877
"2006","MT",33.4126928383954
"2006","DC",108.319844758248
"2006","PA",503.368847536216
"2006","WY",32.2055995327199
"2006","CO",237.90242910133
"2007","IA",129.034529675586
"2007","FL",767.103000862986
"2007","MD",313.85050771812
"2007","OH",475.565451231716
"2007","TN",238.283091630727
"2007","WI",227.415820263407
"2007","RI",54.0991508963764
"2007","AK",57.9271197739874
"2007","WV",56.2122760505247
"2007","AZ",261.937370765625
"2007","NH",63.9734188583271
"2007","OK",146.38483495439
"2007","NE",81.220954956727
"2007","KY",165.91802081375
"2007","NM",90.8657035016381
"2007","IL",622.702954788503
"2007","NC",423.400343446541
"2007","VA",481.42553442155
"2007","CT",237.010521618618
"2007","MI",383.000906242152
"2007","DE",55.3307241910484
"2007","HI",93.5028759825577
"2007","GA",428.036812610232
"2007","CA",1955.91116915308
"2007","ME",49.757356320626
"2007","MA",408.749722824721
"2007","MS",94.9554748256825
"2007","WA",360.640785065497
"2007","TX",1184.61144464693
"2007","AL",176.708359947394
"2007","NV",147.633482597312
"2007","SD",35.489861761429
"2007","MN",248.604711583385
"2007","VT",24.1401633388035
"2007","MO",236.669677204378
"2007","IN",261.220508990041
"2007","LA",208.065899152745
"2007","KS",128.922099838976
"2007","AR",94.560527698961
"2007","NY",1054.80307344034
"2007","OR",150.562691806337
"2007","ND",31.2033639521856
"2007","SC",167.03965237155
"2007","ID",52.6961178227875
"2007","NJ",457.432084309496
"2007","UT",114.69217757763
"2007","MT",36.4403451130188
"2007","DC",114.068247793343
"2007","PA",536.276896065583
"2007","WY",35.8654404686833
"2007","CO",252.805087863878
"2008","IA",128.456108409281
"2008","FL",750.833069796656
"2008","MD",323.775996235394
"2008","OH",480.800042442741
"2008","TN",243.283342261842
"2008","WI",228.184374241578
"2008","RI",52.9898852919083
"2008","AK",63.6973946719038
"2008","WV",59.9780395076449
"2008","AZ",259.159137387703
"2008","NH",63.836675702758
"2008","OK",160.354372800199
"2008","NE",82.8589531346054
"2008","KY",171.369078733998
"2008","NM",93.1264164307101
"2008","IL",624.022412296011
"2008","NC",444.653713260405
"2008","VA",489.688008978264
"2008","CT",243.952797203261
"2008","MI",364.76364473268
"2008","DE",54.1033460976055
"2008","HI",96.0226822791784
"2008","GA",430.882786405397
"2008","CA",1999.35383218307
"2008","ME",50.5358696592651
"2008","MA",421.913729594018
"2008","MS",101.313195843892
"2008","WA",370.428938221482
"2008","TX",1243.59951108787
"2008","AL",180.382200144816
"2008","NV",145.171297473876
"2008","SD",37.4714439111899
"2008","MN",253.577069414718
"2008","VT",25.1946840914347
"2008","MO",248.110738672381
"2008","IN",265.409740052716
"2008","LA",216.823524811125
"2008","KS",134.172548207562
"2008","AR",96.0067369294476
"2008","NY",1064.83359928653
"2008","OR",153.76768941245
"2008","ND",34.2287090268818
"2008","SC",169.194844017504
"2008","ID",54.3833819456803
"2008","NJ",474.369026001928
"2008","UT",115.409187679323
"2008","MT",37.1460753073745
"2008","DC",122.045864881777
"2008","PA",561.201021412394
"2008","WY",41.4267405347857
"2008","CO",262.869900775298
"2009","IA",128.339603048392
"2009","FL",726.847822592385
"2009","MD",330.829334251453
"2009","OH",468.633788143615
"2009","TN",243.699438578707
"2009","WI",229.175515010228
"2009","RI",53.2657085144247
"2009","AK",59.7696841146479
"2009","WV",61.2287988420488
"2009","AZ",248.483189947976
"2009","NH",64.5501006771506
"2009","OK",147.59108163984
"2009","NE",85.1076632660727
"2009","KY",171.413515015079
"2009","NM",92.4769780783738
"2009","IL",620.195899971911
"2009","NC",442.747875491292
"2009","VA",500.612007216569
"2009","CT",236.301046900655
"2009","MI",352.429509157529
"2009","DE",56.4100787549813
"2009","HI",95.5958949208779
"2009","GA",427.167302893709
"2009","CA",1938.01953370319
"2009","ME",51.1568602260248
"2009","MA",417.735859591555
"2009","MS",98.594217241643
"2009","WA",369.513593820988
"2009","TX",1175.98536402736
"2009","AL",178.358984569896
"2009","NV",139.592268560849
"2009","SD",37.1577333263023
"2009","MN",249.132786133363
"2009","VT",25.6206689728778
"2009","MO",250.772404924602
"2009","IN",255.854945710321
"2009","LA",208.231558552211
"2009","KS",131.959066905682
"2009","AR",94.4628076076375
"2009","NY",1094.09077419767
"2009","OR",149.96675541301
"2009","ND",34.3746466877397
"2009","SC",169.584587238594
"2009","ID",52.9958016901277
"2009","NJ",462.148360785633
"2009","UT",114.016066493427
"2009","MT",36.4024621419994
"2009","DC",125.739193751518
"2009","PA",553.851633450797
"2009","WY",35.4019069571156
"2009","CO",258.386474844715
"2010","IA",132.823242741597
"2010","FL",738.501046788382
"2010","MD",344.530864832057
"2010","OH",480.849684935489
"2010","TN",247.673124003066
"2010","WI",235.861961288524
"2010","RI",54.3305045510021
"2010","AK",62.4073937528856
"2010","WV",62.7650672134016
"2010","AZ",252.370799039813
"2010","NH",66.0749861303374
"2010","OK",154.362590699849
"2010","NE",88.8472824121716
"2010","KY",179.082523129362
"2010","NM",95.6497919166767
"2010","IL",632.984449743587
"2010","NC",451.368246786592
"2010","VA",514.64270631587
"2010","CT",236.223027795085
"2010","MI",364.868541647153
"2010","DE",57.249830473864
"2010","HI",98.8275455127776
"2010","GA",435.798790273557
"2010","CA",1987.40653782284
"2010","ME",51.8247340903535
"2010","MA",433.555581252231
"2010","MS",99.8145301041228
"2010","WA",380.797233853745
"2010","TX",1240.55796033327
"2010","AL",183.217677748662
"2010","NV",142.071979426492
"2010","SD",38.2137486835197
"2010","MN",259.683463276181
"2010","VT",26.7369679931877
"2010","MO",254.698059361524
"2010","IN",272.453081285434
"2010","LA",227.610187834057
"2010","KS",135.827607965035
"2010","AR",97.6349443718205
"2010","NY",1152.83588359998
"2010","OR",152.400100543848
"2010","ND",37.5118346298498
"2010","SC",172.736731128681
"2010","ID",54.2239990649878
"2010","NJ",468.494786324689
"2010","UT",118.321966126389
"2010","MT",38.3135775615035
"2010","DC",131.379611051831
"2010","PA",572.100617644635
"2010","WY",36.4957796512849
"2010","CO",266.000108935467
"2011","IA",138.777247014813
"2011","FL",750.077483874158
"2011","MD",360.474432558722
"2011","OH",509.990153137081
"2011","TN",258.04344527052
"2011","WI",244.95173973237
"2011","RI",54.6121425866572
"2011","AK",65.9768839922474
"2011","WV",65.8429025970678
"2011","AZ",261.856464119699
"2011","NH",67.4490188540956
"2011","OK",165.203586699104
"2011","NE",96.5980275570509
"2011","KY",186.948061823907
"2011","NM",99.3386917585832
"2011","IL",658.20662500215
"2011","NC",464.181476384848
"2011","VA",523.880021940192
"2011","CT",235.068642032764
"2011","MI",381.892295905285
"2011","DE",60.0955228720436
"2011","HI",102.310926118323
"2011","GA",447.80658080972
"2011","CA",2059.3846612971
"2011","ME",51.8506581437036
"2011","MA",447.107645698572
"2011","MS",100.54091114316
"2011","WA",395.235274350744
"2011","TX",1336.90681538113
"2011","AL",190.492782646818
"2011","NV",145.592662282606
"2011","SD",42.3100760499343
"2011","MN",271.717568849874
"2011","VT",27.5124910660005
"2011","MO",256.284703239045
"2011","IN",280.371758640839
"2011","LA",230.064869677768
"2011","KS",143.374840727331
"2011","AR",101.621541406868
"2011","NY",1183.26134275841
"2011","OR",158.766493596227
"2011","ND",42.8782792890032
"2011","SC",178.758345593111
"2011","ID",55.4357817504655
"2011","NJ",474.531734052557
"2011","UT",124.353364445384
"2011","MT",40.7506708410381
"2011","DC",134.981157775879
"2011","PA",591.720411702451
"2011","WY",38.3099920577712
"2011","CO",276.869804896995
"2012","IA",149.161703046907
"2012","FL",774.514629125497
"2012","MD",371.799084153526
"2012","OH",525.561044584958
"2012","TN",272.097483370857
"2012","WI",254.936200257712
"2012","RI",55.9377109253442
"2012","AK",67.7811019542437
"2012","WV",66.5469910527244
"2012","AZ",272.052876774394
"2012","NH",69.7346776148181
"2012","OK",173.571318593386
"2012","NE",98.9839453827181
"2012","KY",191.590172911724
"2012","NM",101.27159213911
"2012","IL",689.457783914332
"2012","NC",477.5970535617
"2012","VA",537.608355394599
"2012","CT",242.268626986125
"2012","MI",401.739348541539
"2012","DE",61.774188961654
"2012","HI",107.288388512598
"2012","GA",461.484918250505
"2012","CA",2155.06913422334
"2012","ME",53.0386273675027
"2012","MA",465.68314574334
"2012","MS",103.889408616142
"2012","WA",417.192700943541
"2012","TX",1413.91325083177
"2012","AL",195.945817979547
"2012","NV",147.862633084747
"2012","SD",44.3493554672687
"2012","MN",282.291234844296
"2012","VT",28.3318530688137
"2012","MO",264.576273951425
"2012","IN",289.179330042028
"2012","LA",235.530759345855
"2012","KS",148.502748092696
"2012","AR",104.267651980116
"2012","NY",1262.70751497594
"2012","OR",162.566790490732
"2012","ND",53.6254858091245
"2012","SC",184.889852936317
"2012","ID",56.8070026819209
"2012","NJ",494.380955289845
"2012","UT",127.975716354234
"2012","MT",42.3672786781819
"2012","DC",135.524650141371
"2012","PA",614.605980463985
"2012","WY",37.3948681224152
"2012","CO",285.861975488379
"2013","IA",152.131669136727
"2013","FL",806.177481455323
"2013","MD",380.910362686841
"2013","OH",546.775386576749
"2013","TN",281.550142730094
"2013","WI",262.757629265822
"2013","RI",57.4946898694212
"2013","AK",67.0834545437269
"2013","WV",68.1760664668486
"2013","AZ",279.177554573912
"2013","NH",72.5421784409359
"2013","OK",182.051082536771
"2013","NE",104.214511191877
"2013","KY",198.520504341081
"2013","NM",103.441533426227
"2013","IL",704.316352671253
"2013","NC",494.858272936897
"2013","VA",551.243727874714
"2013","CT",246.042388175244
"2013","MI",417.302321878676
"2013","DE",60.554256916746
"2013","HI",110.974440688294
"2013","GA",478.58163455934
"2013","CA",2268.30678097861
"2013","ME",53.9325197633589
"2013","MA",475.902384642435
"2013","MS",105.645457716119
"2013","WA",436.123629566137
"2013","TX",1500.49025042585
"2013","AL",202.392666374678
"2013","NV",151.069152765009
"2013","SD",45.7918591709189
"2013","MN",292.65650830376
"2013","VT",28.462580321008
"2013","MO",274.066172340498
"2013","IN",300.886021212883
"2013","LA",231.673134168303
"2013","KS",150.450927591535
"2013","AR",109.750806768651
"2013","NY",1291.83927702141
"2013","OR",166.989232170746
"2013","ND",55.8778646463935
"2013","SC",193.991703533888
"2013","ID",59.8744459462907
"2013","NJ",505.938751519274
"2013","UT",133.466452025574
"2013","MT",43.6275650148522
"2013","DC",138.908660210646
"2013","PA",635.755976255353
"2013","WY",37.6837845542968
"2013","CO",300.427380279324
"2014","IA",163.216746229963
"2014","FL",846.404510048753
"2014","MD",394.087645968376
"2014","OH",579.519617174705
"2014","TN",293.500403662816
"2014","WI",273.653668050088
"2014","RI",58.4089482510838
"2014","AK",66.2874050909988
"2014","WV",69.2334709484457
"2014","AZ",287.336236211841
"2014","NH",74.703728948745
"2014","OK",194.033393338288
"2014","NE",107.317911925597
"2014","KY",202.671788511584
"2014","NM",109.030947096769
"2014","IL",730.14214198922
"2014","NC",516.628588901885
"2014","VA",564.56273723835
"2014","CT",248.676949828792
"2014","MI",433.866375340987
"2014","DE",66.7949796451801
"2014","HI",114.596179660496
"2014","GA",504.018272859318
"2014","CA",2396.57724234969
"2014","ME",55.9551446272527
"2014","MA",495.150226500201
"2014","MS",107.910591654928
"2014","WA",458.17059624283
"2014","TX",1567.7197884225
"2014","AL",205.654301199217
"2014","NV",157.707361256389
"2014","SD",46.8802512834588
"2014","MN",305.694198550599
"2014","VT",29.0965099312633
"2014","MO",280.409800617492
"2014","IN",314.940179946975
"2014","LA",242.508683641041
"2014","KS",155.777411455882
"2014","AR",112.631040191424
"2014","NY",1361.60365708554
"2014","OR",176.132177127548
"2014","ND",60.4858973348058
"2014","SC",203.146676864809
"2014","ID",62.432527351099
"2014","NJ",517.761160827136
"2014","UT",139.955306224461
"2014","MT",45.0606273484764
"2014","DC",144.47833839311
"2014","PA",663.144988758889
"2014","WY",38.2399002605708
"2014","CO",318.793641195829
"2015","IA",169.227390765721
"2015","FL",904.733049461876
"2015","MD",411.462177617311
"2015","OH",594.623398526648
"2015","TN",312.390506528926
"2015","WI",284.995568865704
"2015","RI",60.6054441153372
"2015","AK",62.2994361837645
"2015","WV",67.2312573464908
"2015","AZ",300.057676968633
"2015","NH",78.4349412517593
"2015","OK",184.653109217199
"2015","NE",111.222815855462
"2015","KY",208.339059235007
"2015","NM",107.937553899134
"2015","IL",758.044305195022
"2015","NC",544.882584238398
"2015","VA",588.918220069979
"2015","CT",260.632701446431
"2015","MI",457.462913085506
"2015","DE",70.5585331270407
"2015","HI",122.313628618374
"2015","GA",531.853924068421
"2015","CA",2546.64921794377
"2015","ME",57.5793038027171
"2015","MA",524.419159281939
"2015","MS",109.322139719645
"2015","WA",486.708180840186
"2015","TX",1563.66495287233
"2015","AL",211.565944850473
"2015","NV",167.075831072021
"2015","SD",48.5661093795346
"2015","MN",314.228108163414
"2015","VT",30.115839110743
"2015","MO",290.473432440943
"2015","IN",318.870842012973
"2015","LA",236.958137196491
"2015","KS",160.258388261995
"2015","AR",113.402348698909
"2015","NY",1418.55014508705
"2015","OR",189.548662895746
"2015","ND",56.7168071874889
"2015","SC",215.544538081293
"2015","ID",64.5565324049641
"2015","NJ",539.246822790123
"2015","UT",147.840975602899
"2015","MT",46.7208057054122
"2015","DC",148.702552897225
"2015","PA",681.354088428522
"2015","WY",36.747828719848
"2015","CO",329.802589429323
"2016","IA",169.548855815811
