"yr","Dim2","Val"
"2016","FL",950.734574488348
"2016","MD",432.725636760629
"2016","OH",606.041328647341
"2016","TN",324.361061986829
"2016","WI",292.226593545422
"2016","RI",61.4447429621666
"2016","AK",61.1854618252926
"2016","WV",66.6109053746211
"2016","AZ",314.671347304013
"2016","NH",80.9551680384292
"2016","OK",178.272751643737
"2016","NE",112.130751183333
"2016","KY",210.584694773528
"2016","NM",109.205455123177
"2016","IL",772.812269377584
"2016","NC",564.391209470426
"2016","VA",601.006503490139
"2016","CT",265.350161752926
"2016","MI",475.056985001501
"2016","DE",69.2294581411753
"2016","HI",125.639305193314
"2016","GA",555.594908557059
"2016","CA",2653.15170274828
"2016","ME",59.7899859634409
"2016","MA",541.100835650014
"2016","MS",110.902450288911
"2016","WA",507.090208441918
"2016","TX",1556.83641437709
"2016","AL",215.9440559883
"2016","NV",174.197308624056
"2016","SD",49.6417427450334
"2016","MN",323.968422451997
"2016","VT",31.0935808433001
"2016","MO",293.395861304843
"2016","IN",327.107525790352
"2016","LA",229.558886502184
"2016","KS",163.789082190781
"2016","AR",114.649420501907
"2016","NY",1467.57067331245
"2016","OR",200.915225753083
"2016","ND",52.8875896834856
"2016","SC",224.252689451738
"2016","ID",67.7984829870826
"2016","NJ",553.152052824455
"2016","UT",156.047929909726
"2016","MT",46.074415056246
"2016","DC",152.650063190805
"2016","PA",696.559149598476
"2016","WY",34.9740020761709
"2016","CO",340.389313879934
"2017","IA",171.696078980116
"2017","FL",997.935828371963
"2017","MD",445.212917536419
"2017","OH",626.826652317278
"2017","TN",334.858158401577
"2017","WI",300.009081656888
"2017","RI",62.4082623613484
"2017","AK",64.2655354483469
"2017","WV",69.9282004624703
"2017","AZ",331.950678747757
"2017","NH",83.4294497638415
"2017","OK",188.482786503846
"2017","NE",116.557111947015
"2017","KY",216.644666372307
"2017","NM",113.388883520593
"2017","IL",796.296046800857
"2017","NC",583.624398465438
"2017","VA",618.139297701449
"2017","CT",271.229869305539
"2017","MI",488.388063798351
"2017","DE",70.7531227505714
"2017","HI",129.554645757888
"2017","GA",583.441227798918
"2017","CA",2806.83127493744
"2017","ME",62.1653001192699
"2017","MA",563.407246946464
"2017","MS",114.390944550466
"2017","WA",539.846331770236
"2017","TX",1657.53209650197
"2017","AL",223.868039743914
"2017","NV",182.239151845724
"2017","SD",50.8464555366366
"2017","MN",336.237922803865
"2017","VT",31.7298363944038
"2017","MO",301.278902547206
"2017","IN",340.074470584548
"2017","LA",242.036194342078
"2017","KS",167.911805055948
"2017","AR",117.406779519544
"2017","NY",1531.45510769047
"2017","OR",211.882554459771
"2017","ND",54.8528617758059
"2017","SC",234.124524158778
"2017","ID",71.291281110891
"2017","NJ",565.441564032983
"2017","UT",164.940483599991
"2017","MT",48.1245923781021
"2017","DC",156.355702416988
"2017","PA",715.123727555917
"2017","WY",36.9741336957302
"2017","CO",361.910762020177
