"r","yr","value"
"id",2019,2289.68790537623
"il",2019,7885.51866030317
"in",2019,4562.46337060944
"ia",2019,9988.07189081564
"ks",2019,4930.34377756125
"ky",2019,2178.48450214432
"la",2019,1505.74167343375
"me",2019,284.05189931649
"md",2019,698.694301006442
"ma",2019,237.533291339425
"mi",2019,2769.25148291282
"mn",2019,6292.25209240106
"ms",2019,2041.26281028289
"mo",2019,3713.85650158474
"mt",2019,1369.36576777454
"ne",2019,6232.92225020604
"nv",2019,146.876708380042
"nh",2019,74.3070081921458
"nj",2019,692.89740075346
"nm",2019,788.413698505847
"ny",2019,1536.53451277388
"nc",2019,3427.36224890345
"nd",2019,4287.30984437849
"oh",2019,3598.2950250983
"ok",2019,1816.81545346424
"or",2019,2074.55309462525
"pa",2019,2054.28586893342
"ri",2019,30.336398955952
"sc",2019,793.334035859737
"sd",2019,3222.37189438146
"tn",2019,1521.3186798845
"tx",2019,6191.92510240872
"ut",2019,451.62136285609
"vt",2019,197.155575596296
"va",2019,1097.23987391309
"wa",2019,3700.38439973346
"wv",2019,160.771634543454
"wi",2019,2815.31175593264
"wy",2019,339.203689261005
"al",2020,1398.79869289778
"ak",2020,18.1158005359568
"az",2020,1348.22661238334
"ar",2020,3544.36787045508
"ca",2020,23090.7684518769
"co",2020,1816.18243247728
"ct",2020,277.820224231374
"de",2020,299.987673991928
"fl",2020,3533.36770789427
"ga",2020,3026.60470697845
"hi",2020,307.357368828928
"id",2020,2344.29047613249
"il",2020,8780.20759879647
"in",2020,5243.57343568408
"ia",2020,11332.2741637499
"ks",2020,5822.14360192935
"ky",2020,2288.96953572377
"la",2020,1734.75539983115
"me",2020,280.327061756824
"md",2020,790.558734110974
"ma",2020,234.430302369979
"mi",2020,3056.3292621158
"mn",2020,7201.72464352738
"ms",2020,2207.30366050076
"mo",2020,4514.60557053789
"mt",2020,1498.61165101221
"ne",2020,7283.02150075087
"nv",2020,144.423055675925
"nh",2020,75.8030525075258
"nj",2020,673.388672744132
"nm",2020,754.174544373068
"ny",2020,1638.49935582007
"nc",2020,3692.1540544523
"nd",2020,4379.19185476839
"oh",2020,4131.97925075894
"ok",2020,1900.35072384417
"or",2020,2071.56778078696
"pa",2020,2193.72124651121
"ri",2020,29.8357161136393
"sc",2020,821.994171369994
"sd",2020,3757.81039081653
"tn",2020,1791.58607127489
"tx",2020,5947.44721463937
"ut",2020,483.400699490174
"vt",2020,184.388286367126
"va",2020,1222.46130388085
"wa",2020,3892.33971756258
"wv",2020,166.241747015087
"wi",2020,3249.12844932984
"wy",2020,342.387899213968
"al",2021,1569.82489406026
"ak",2021,22.6243813677647
"az",2021,1469.46407451676
"ar",2021,3824.17812361653
"ca",2021,24342.1282522942
"co",2021,2214.23683869601
"ct",2021,303.563428132797
"de",2021,326.934854380584
"fl",2021,3676.98682451324
"ga",2021,3285.65725629611
"hi",2021,374.913860239715
"id",2021,2657.68741716692
"il",2021,11197.0288033894
"in",2021,6693.65319257382
"ia",2021,14270.9978745043
"ks",2021,7108.19834606024
"ky",2021,3074.15296495831
"la",2021,1894.61194525238
"me",2021,354.048993158174
"md",2021,917.270001493521
"ma",2021,262.858604784166
"mi",2021,4012.20369235342
"mn",2021,9396.66328368925
"ms",2021,2530.08852392852
"mo",2021,5276.58760932073
"mt",2021,1517.68347277772
"ne",2021,9317.0519502905
"nv",2021,169.990918484671
"nh",2021,74.0372584760269
"nj",2021,757.520576983512
"nm",2021,925.863102994311
"ny",2021,1940.64909633283
"nc",2021,4402.88271172837
"nd",2021,4950.18307443472
"oh",2021,5083.01564776882
"ok",2021,2194.04110756563
"or",2021,2491.32280337357
"pa",2021,2514.10711061185
"ri",2021,35.9329230922475
"sc",2021,1009.45810387113
"sd",2021,4917.28137924611
"tn",2021,1918.83891603566
"tx",2021,7267.25772603134
"ut",2021,558.751833489504
"vt",2021,226.895967285334
"va",2021,1332.48741426631
"wa",2021,3941.64141327912
"wv",2021,185.540923895712
"wi",2021,4049.16720033662
"wy",2021,424.049989328199
