"yr","r","s","Val"
"1997","MD","man",0.0558046552160577
"1997","MD","mch",0.296575321396014
"1997","MD","dat",0.116125139036302
"1997","MD","amd",0.541806423695589
"1997","MD","oil",0.000789574129702447
"1997","MD","hos",0.354700774477433
"1997","MD","rnt",1.21730222399713
"1997","MD","pla",0.312828076131469
"1997","MD","fof",0.0329315693428486
"1997","MD","fin",0.0571331445310339
"1997","MD","tsv",2.44877313915177
"1997","MD","nrs",0.123933709346019
"1997","MD","sec",0.349482141249732
"1997","MD","art",0.185638048593107
"1997","MD","mov",0.0561621631619593
"1997","MD","fpd",0.0487676171413051
"1997","MD","slg",17.5998452716338
"1997","MD","pri",0.0449819652221946
"1997","MD","grd",0.22101785619789
"1997","MD","pip",0.012470489928315
"1997","MD","sle",2.00481612846138
"1997","MD","osv",0.774684352155129
"1997","MD","trn",0.0294003728491895
"1997","MD","smn",0.000572304164480972
"1997","MD","fmt",0.331862658762466
"1997","MD","pet",0.142652896957023
"1997","MD","mvt",0.435811046973704
"1997","MD","cep",0.459243275072241
"1997","MD","wst",0.13358353628626
"1997","MD","mot",0.313708337666906
"1997","MD","adm",0.588758941216796
"1997","MD","soc",0.0511599593965287
"1997","MD","alt",0.0811544215298537
"1997","MD","pmt",0.520554855508071
"1997","MD","trk",0.237754388243933
"1997","MD","fdd",5.03314600677993
"1997","MD","gmt",0.257547587658069
"1997","MD","wtt",0.0287233426200564
"1997","MD","wpd",0.0344446899478418
"1997","MD","wht",2.20088500997426
"1997","MD","wrh",0.0709456249195194
"1997","MD","ott",1.0847339681019
"1997","MD","che",1.01122580946369
"1997","MD","air",0.22227458767816
"1997","MD","mmf",0.0596944406528367
"1997","MD","otr",0.170359498019143
"1997","MD","min",0.0579112467291015
"1997","OH","ppd",0.953511634303136
"1997","OH","res",0.87535473620248
"1997","OH","com",0.275214811801936
"1997","OH","amb",1.85067248945349
"1997","OH","fbp",3.38326976467758
"1997","OH","rec",0.392492498325282
"1997","OH","con",3.89517805654558
"1997","OH","agr",2.26324945624921
"1997","OH","eec",2.04099433992444
"1997","OH","fnd",0.877791825273053
"1997","OH","pub",1.05359293836179
"1997","OH","hou",21.5384536103301
"1997","OH","fbt",0.891375417031705
"1997","OH","ins",4.25687009743821
"1997","OH","tex",0.0364409167150547
"1997","OH","leg",0.940702229211783
"1997","OH","fen",0.417973541301603
"1997","OH","uti",4.66677528434223
"1997","OH","nmp",1.54342245717955
"1997","OH","brd",4.04151642334828
"1997","OH","bnk",4.31323944954499
"1997","OH","ore",4.83337579143146
"1997","OH","edu",0.396718933109485
"1997","OH","ote",1.11288199308356
"1997","OH","man",0.706298742937443
"1997","OH","mch",1.09740040724812
"1997","OH","dat",0.292979383399393
"1997","OH","amd",0.429632472767927
"1997","OH","oil",0.122593252224765
"1997","OH","hos",0.781954858908604
"1997","OH","rnt",2.82563069831883
"1997","OH","pla",1.82428843158653
"1997","OH","fof",0.178032795917961
"1997","OH","fin",0.362448231954078
"1997","OH","tsv",3.09278433750511
"1997","OH","nrs",0.273217802663277
"1997","OH","sec",0.0637961321250331
"1997","OH","art",0.947038596524306
"1997","OH","mov",0.187859772754583
"1997","OH","fpd",0.481655955374407
"1997","OH","slg",10.8260307460052
"1997","OH","pri",0.345875555669625
"1997","OH","grd",0.0867073751200531
"1997","OH","pip",0.0421365712205813
"1997","OH","sle",1.23320408286722
"1997","OH","osv",1.63947501276833
"1997","OH","trn",0.209049695829744
"1997","OH","smn",0.0108962196542132
"1997","OH","fmt",3.42999320152575
"1997","OH","pet",0.703160532740509
"1997","OH","mvt",1.09102584912182
"1997","OH","cep",0.864022669138431
"1997","OH","wst",0.297055198337826
"1997","OH","mot",5.64016514854179
"1997","OH","adm",1.73048587244957
"1997","OH","soc",0.117534940226322
"1997","OH","alt",0.0971064439774749
"1997","OH","pmt",3.53575413147334
"1997","OH","trk",1.53441256841032
"1997","OH","fdd",1.60153675248961
"1997","OH","gmt",0.644754366519939
"1997","OH","wtt",0.0812829749051026
"1997","OH","wpd",0.27208370392839
"1997","OH","wht",5.29024928703831
"1997","OH","wrh",0.0969333693913613
"1997","OH","ott",2.71556401986082
"1997","OH","che",4.55286924728045
"1997","OH","air",0.253234907884122
"1997","OH","mmf",0.805063348235923
"1997","OH","otr",0.395926286033463
"1997","OH","min",0.208067766183094
"1997","TN","ppd",0.481489246322976
"1997","TN","res",0.900238967771024
"1997","TN","com",0.0765625635811796
"1997","TN","amb",1.62236675261207
"1997","TN","fbp",1.43650445499055
"1997","TN","rec",0.847055731436821
"1997","TN","con",2.12801562706038
"1997","TN","agr",0.834414113845124
"1997","TN","eec",0.841492964899895
"1997","TN","fnd",0.5775950463929
"1997","TN","pub",0.168811254356762
"1997","TN","hou",9.24437637011515
"1997","TN","fbt",0.45297983942904
"1997","TN","ins",0.913960097281751
"1997","TN","tex",0.18275132134167
"1997","TN","leg",0.517703997324296
"1997","TN","fen",0.27503041157168
"1997","TN","uti",0.762220395719191
"1997","TN","nmp",0.373124895976958
"1997","TN","brd",1.67169802288243
"1997","TN","bnk",1.82961005309388
"1997","TN","ore",2.07450106505166
"1997","TN","edu",0.222442600272657
"1997","TN","ote",0.108096885603971
"1997","TN","man",0.109316454391224
"1997","TN","mch",0.935646797844865
"1997","TN","dat",0.0727150480106221
"1997","TN","amd",0.300861509173474
"1997","TN","oil",0.000271637921500066
"1997","TN","hos",0.973897438441
"1997","TN","rnt",1.2414841747467
"1997","TN","pla",0.748143173966324
"1997","TN","fof",1.40618375450523
"1997","TN","fin",0.0751979988827857
"1997","TN","tsv",1.47239831833452
"1997","TN","nrs",0.340283221107708
"1997","TN","sec",0.199281708616468
"1997","TN","art",0.455427804960227
"1997","TN","mov",0.413068021522676
"1997","TN","fpd",0.197728418856256
"1997","TN","slg",2.90124802449362
"1997","TN","pri",0.11429836781813
"1997","TN","grd",0.0764274762190918
"1997","TN","pip",0.00483133909785025
"1997","TN","sle",0.330484089058789
"1997","TN","osv",0.917513625887571
"1997","TN","trn",0.135801729372234
"1997","TN","smn",0.000331459044894403
"1997","TN","fmt",1.25921633612564
"1997","TN","pet",0.106302946273701
"1997","TN","mvt",0.554438348315541
"1997","TN","cep",0.0546132362549209
"1997","TN","wst",0.106387129946306
"1997","TN","mot",1.60379218561617
"1997","TN","adm",1.26635874869988
"1997","TN","soc",0.042890672220134
"1997","TN","alt",0.226999228950765
"1997","TN","pmt",0.746731970398588
"1997","TN","trk",0.595835230888803
"1997","TN","fdd",2.56287659529842
"1997","TN","gmt",0.327651765840639
"1997","TN","wtt",0.0224823429829122
"1997","TN","wpd",0.193717235221153
"1997","TN","wht",2.66978813831899
"1997","TN","wrh",0.0717270090257181
"1997","TN","ott",1.37999739523003
"1997","TN","che",1.30508447734101
"1997","TN","air",0.184741396523013
"1997","TN","mmf",0.678843491803795
"1997","TN","otr",0.442398993797281
"1997","TN","min",0.146341521764845
"1997","WI","ppd",2.01989279625182
"1997","WI","res",0.464660944987518
"1997","WI","com",0.110388173156532
"1997","WI","amb",0.73048340833337
"1997","WI","fbp",1.12607494666563
"1997","WI","rec",0.162186508766159
"1997","WI","con",1.57814795436883
"1997","WI","agr",1.86110582973955
"1997","WI","eec",1.49485079344784
"1997","WI","fnd",0.261805704785887
"1997","WI","pub",0.666514899718096
"1997","WI","hou",11.194444657794
"1997","WI","fbt",0.400873897811161
"1997","WI","ins",2.74146767582446
"1997","WI","tex",0.0296234518761182
"1997","WI","leg",0.281918006426281
"1997","WI","fen",0.124662652820081
"1997","WI","uti",1.62903866917528
"1997","WI","nmp",0.413902425648625
"1997","WI","brd",1.46857955926
"1997","WI","bnk",0.81827683322002
"1997","WI","ore",2.51210968003527
"1997","WI","edu",0.218983735895071
"1997","WI","ote",0.020457561177002
"1997","WI","man",0.244136362517691
"1997","WI","mch",1.31585498692774
"1997","WI","dat",0.0908475462475235
"1997","WI","amd",0.202585183642467
"1997","WI","oil",0.000546628243640156
"1997","WI","hos",0.320153627578103
"1997","WI","rnt",0.713667678922213
"1997","WI","pla",0.67068227439124
"1997","WI","fof",0.174833319873428
"1997","WI","fin",0.0174121198981211
"1997","WI","tsv",1.19362462586917
"1997","WI","nrs",0.111862813620281
"1997","WI","sec",0.254741105575725
"1997","WI","art",0.167015574364205
"1997","WI","mov",0.0656778048206775
"1997","WI","fpd",0.130798023803197
"1997","WI","slg",0.691825855184363
"1997","WI","pri",0.12735816634314
"1997","WI","grd",0.0995273431062348
"1997","WI","pip",0.00138606946796154
"1997","WI","sle",0.0788065810325984
"1997","WI","osv",0.73070423100402
"1997","WI","trn",0.0949614729854837
"1997","WI","smn",0.00134491478653028
"1997","WI","fmt",1.80678148001956
"1997","WI","pet",0.0424677502576707
"1997","WI","mvt",0.490661708179732
"1997","WI","cep",0.48279776949401
"1997","WI","wst",0.0910594149895813
"1997","WI","mot",0.815261651620146
"1997","WI","adm",0.441152875707612
"1997","WI","soc",0.0465551703715872
"1997","WI","alt",0.0694979264520117
"1997","WI","pmt",0.271086010873387
"1997","WI","trk",0.793400406842292
"1997","WI","fdd",0.606397925410047
"1997","WI","gmt",0.289962221415425
"1997","WI","wtt",0.00394686895526192
"1997","WI","wpd",0.230839822303908
"1997","WI","wht",2.30939401567989
"1997","WI","wrh",0.0518443899908777
"1997","WI","ott",1.22125729810051
"1997","WI","che",1.24359909744421
"1997","WI","air",0.0541262116038596
"1997","WI","mmf",0.226362768615893
"1997","WI","otr",0.152649770155898
"1997","WI","min",0.0650080845527086
"1997","RI","ppd",0.0234461480027175
"1997","RI","res",0.114756014990032
"1997","RI","com",0.0307402978867844
"1997","RI","amb",0.165553769491664
"1997","RI","fbp",0.0125627707445151
"1997","RI","rec",0.0711197153485118
"1997","RI","con",0.598133016889153
"1997","RI","agr",0.0153207180493235
"1997","RI","eec",0.141389350457158
"1997","RI","fnd",0.139845413291297
"1997","RI","pub",0.101088084889214
"1997","RI","hou",2.50487667242319
"1997","RI","fbt",0.0779925253932102
"1997","RI","ins",0.521111871509608
"1997","RI","tex",0.0369816668413582
"1997","RI","leg",0.11924494575735
"1997","RI","fen",0.0665894588503001
"1997","RI","uti",0.288989765369985
"1997","RI","nmp",0.0278716574523707
"1997","RI","brd",0.347001411412202
"1997","RI","bnk",0.414534260282251
"1997","RI","ore",0.562111397969861
"1997","RI","edu",0.123321319421748
"1997","RI","ote",0.0331175198129809
"1997","RI","man",0.0508887276432555
"1997","RI","mch",0.0241263096523865
"1997","RI","dat",0.0646652987382967
"1997","RI","amd",0.0510939478273642
"1997","RI","hos",0.0996196114218245
"1997","RI","rnt",0.129524583555887
"1997","RI","pla",0.0910642937018054
"1997","RI","fof",0.0500014062367631
"1997","RI","fin",0.00551727869143778
"1997","RI","tsv",0.274031150275179
"1997","RI","nrs",0.0348074457556655
"1997","RI","sec",0.00724682938672652
"1997","RI","art",0.0573941864120208
"1997","RI","mov",0.0103917684689766
"1997","RI","fpd",0.0160668397092049
"1997","RI","slg",5.09346618948462
"1997","RI","pri",0.0146739396559137
"1997","RI","grd",0.0237525743117679
"1997","RI","pip",0.0019690196476709
"1997","RI","sle",0.580201871598817
"1997","RI","osv",0.190330412158349
"1997","RI","trn",0.00162479407435787
"1997","RI","smn",0.000944301871393604
"1997","RI","fmt",0.0646015704480851
"1997","RI","pet",0.00533807651679353
"1997","RI","mvt",0.0954613057712988
"1997","RI","cep",0.105619393637976
"1997","RI","wst",0.0241792630890634
"1997","RI","mot",0.170160842499023
"1997","RI","adm",0.10995899228106
"1997","RI","soc",0.0127468769417616
"1997","RI","alt",0.00660039918609579
"1997","RI","pmt",0.0539128162459967
"1997","RI","trk",0.0556105757237377
"1997","RI","fdd",0.182761270871198
"1997","RI","gmt",0.0564139646913786
"1997","RI","wtt",0.00239472947847353
"1997","RI","wpd",0.00651490966289533
"1997","RI","wht",0.410341361733837
"1997","RI","wrh",0.00548559693784262
"1997","RI","ott",0.237603249684807
"1997","RI","che",0.0182406099882188
"1997","RI","air",0.0533568886023575
"1997","RI","mmf",0.310394177105968
"1997","RI","otr",0.0254022285756035
"1997","RI","min",0.00146057662523645
"1997","AK","ppd",0.016654225805581
"1997","AK","res",0.132606323276957
"1997","AK","com",0.00943249018730463
"1997","AK","amb",0.165965606613532
"1997","AK","fbp",0.0632443813360169
"1997","AK","rec",0.0223763078282062
"1997","AK","con",0.338581549468938
"1997","AK","agr",0.0201140707388346
"1997","AK","eec",0.00106088659019726
"1997","AK","fnd",0.0663456113357026
"1997","AK","pub",0.0270116507713624
"1997","AK","hou",1.41254677321134
"1997","AK","fbt",0.0741156294175724
"1997","AK","ins",0.0989436756698871
"1997","AK","tex",0.000951041852118301
"1997","AK","leg",0.041871811712766
"1997","AK","fen",0.0315914426648679
"1997","AK","uti",0.239077258656449
"1997","AK","nmp",0.00666629638284178
"1997","AK","brd",0.268801153823603
"1997","AK","bnk",0.187671644997272
"1997","AK","ore",0.316985123510903
"1997","AK","edu",0.0163054738031256
"1997","AK","ote",0.00102203100210264
"1997","AK","man",0.0174236442109647
"1997","AK","mch",0.00139012578118491
"1997","AK","dat",0.00680523316674418
"1997","AK","amd",0.0598189500457603
"1997","AK","oil",3.38097118624932
"1997","AK","hos",0.0308470720262715
"1997","AK","rnt",0.0998748726415422
"1997","AK","pla",0.00195355775815026
"1997","AK","fof",0.283502356879558
"1997","AK","fin",0.00725353122016997
"1997","AK","tsv",0.269068230841636
"1997","AK","nrs",0.0107780764344592
"1997","AK","sec",0.0377164206377674
"1997","AK","art",0.0264754546392881
"1997","AK","mov",0.0049822594588854
"1997","AK","fpd",0.00168544202436288
"1997","AK","slg",0.584208743914227
"1997","AK","pri",0.00139575363411146
"1997","AK","grd",0.0222954052435416
"1997","AK","pip",1.19494648034361
"1997","AK","sle",0.0665478073307337
"1997","AK","osv",0.21717409328969
"1997","AK","smn",0.0210834480732683
"1997","AK","fmt",0.00324158395704825
"1997","AK","pet",0.218151406050366
"1997","AK","mvt",0.0907160619122494
"1997","AK","cep",0.000670779610038459
"1997","AK","wst",0.0165317550106157
"1997","AK","mot",0.00113138473167321
"1997","AK","adm",0.120153053805384
"1997","AK","soc",0.00135159417694175
"1997","AK","alt",0.000456269331353895
"1997","AK","pmt",0.000282227646008541
"1997","AK","trk",0.0355190011845664
"1997","AK","fdd",0.226155685912898
"1997","AK","gmt",0.0536097078529301
"1997","AK","wtt",0.0299968231800791
"1997","AK","wpd",0.00998761603672533
"1997","AK","wht",0.174652787404528
"1997","AK","wrh",0.00202255863078135
"1997","AK","ott",0.225792334756006
"1997","AK","che",0.00436143544136552
"1997","AK","air",0.0842432865306214
"1997","AK","mmf",0.00326475358892166
"1997","AK","otr",0.0601088559264216
"1997","AK","min",0.352301570929116
"1997","WV","ppd",0.0127057056579897
"1997","WV","res",0.14622112749137
"1997","WV","com",0.00838823406317644
"1997","WV","amb",0.381868714002827
"1997","WV","fbp",0.0406613179823555
"1997","WV","rec",0.0330609454019769
"1997","WV","con",0.51847376972712
"1997","WV","agr",0.0770448888872674
"1997","WV","eec",0.0262529967358039
"1997","WV","fnd",0.133252546156562
"1997","WV","pub",0.0389057486445147
"1997","WV","hou",2.16025675932949
"1997","WV","fbt",0.124425214286776
"1997","WV","ins",0.198049244368717
"1997","WV","tex",0.00213524069374247
"1997","WV","leg",0.280079734261704
"1997","WV","fen",0.0634501677971177
"1997","WV","uti",0.699988981395308
"1997","WV","nmp",0.106790847297329
"1997","WV","brd",0.470562711661721
"1997","WV","bnk",0.446179563876821
"1997","WV","ore",0.48477634061953
"1997","WV","edu",0.0396059671869342
"1997","WV","ote",0.0219351175663914
"1997","WV","man",0.0266546906237282
"1997","WV","mch",0.0221793463553015
"1997","WV","dat",0.0104084297204358
"1997","WV","amd",0.0630375083662866
"1997","WV","oil",0.0227719819013001
"1997","WV","hos",0.123926615349284
"1997","WV","rnt",0.181265542384022
"1997","WV","pla",0.0789870017376885
"1997","WV","fof",0.0856894924546577
"1997","WV","fin",0.00354957907163656
"1997","WV","tsv",0.277691590697987
"1997","WV","nrs",0.0433003991873473
"1997","WV","sec",0.0192576482859277
"1997","WV","art",0.0423984636609671
"1997","WV","mov",0.00642549986718341
"1997","WV","fpd",0.00809165174458238
"1997","WV","slg",0.505362869086919
"1997","WV","pri",0.0131015952823442
"1997","WV","grd",0.0069906680845372
"1997","WV","pip",0.00242093457596382
"1997","WV","sle",0.0575663941946078
"1997","WV","osv",0.225866145059769
"1997","WV","trn",0.105666924965542
"1997","WV","smn",0.0221866896688327
"1997","WV","fmt",0.240549372425694
"1997","WV","pet",0.0605154671752227
"1997","WV","mvt",0.152293996979913
"1997","WV","cep",0.00739825928867437
"1997","WV","wst",0.0338147537430226
"1997","WV","mot",0.0219420270868357
"1997","WV","adm",0.14872637105581
"1997","WV","soc",0.0099453706142936
"1997","WV","alt",0.0348930349403862
"1997","WV","pmt",0.23821122316334
"1997","WV","trk",0.152924533437118
"1997","WV","fdd",0.44475131227788
"1997","WV","gmt",0.0899999020432092
"1997","WV","wtt",0.0144052897135309
"1997","WV","wpd",0.0918628415179234
"1997","WV","wht",0.500927167547575
"1997","WV","wrh",0.0101342745786074
"1997","WV","ott",0.379059853597718
"1997","WV","che",1.61990309541323
"1997","WV","air",0.000938361386346412
"1997","WV","mmf",0.103113690475428
"1997","WV","otr",0.0380445448352884
"1997","WV","min",0.969197550377447
"1997","AZ","ppd",0.0901748643335282
"1997","AZ","res",0.909473761125369
"1997","AZ","com",0.11424188655498
"1997","AZ","amb",0.893836393279826
"1997","AZ","fbp",0.255389430535904
"1997","AZ","rec",0.331390210268852
"1997","AZ","con",1.71377092710198
"1997","AZ","agr",0.860525718093807
"1997","AZ","eec",0.0836937907307499
"1997","AZ","fnd",0.523665437105417
"1997","AZ","pub",0.27660038436078
"1997","AZ","hou",10.0793227288651
"1997","AZ","fbt",0.389873368030077
"1997","AZ","ins",2.00446423849809
"1997","AZ","tex",0.0178940651209586
"1997","AZ","leg",0.351916665759245
"1997","AZ","fen",0.249351031648212
"1997","AZ","uti",1.84133893557155
"1997","AZ","nmp",0.245044991724493
"1997","AZ","brd",1.57825819195589
"1997","AZ","bnk",1.73012058703404
"1997","AZ","ore",2.26186871876244
"1997","AZ","edu",0.100761634610468
"1997","AZ","ote",0.961282931789616
"1997","AZ","man",0.12207051864085
"1997","AZ","mch",0.217841738178527
"1997","AZ","dat",0.0912353167706258
"1997","AZ","amd",0.247730889207198
"1997","AZ","oil",0.000626154683308775
"1997","AZ","hos",0.252066814614169
"1997","AZ","rnt",1.48603301813039
"1997","AZ","pla",0.15775694965041
"1997","AZ","fof",0.123221250142342
"1997","AZ","fin",0.0324564168011334
"1997","AZ","tsv",1.53552068495651
"1997","AZ","nrs",0.0880730395477526
"1997","AZ","sec",0.165102128591756
"1997","AZ","art",0.231063023576145
"1997","AZ","mov",0.0550854067637888
"1997","AZ","fpd",0.0927271645872171
"1997","AZ","slg",5.17492664318651
"1997","AZ","pri",0.033347859534437
"1997","AZ","grd",0.0506825095599294
"1997","AZ","pip",0.00818881501402646
"1997","AZ","sle",0.589481114051963
"1997","AZ","osv",0.623903445378306
"1997","AZ","trn",0.103245717249685
"1997","AZ","smn",0.0127726270196025
"1997","AZ","fmt",0.535491662387815
"1997","AZ","pet",0.00653287535504858
"1997","AZ","mvt",0.4771972776874
"1997","AZ","cep",7.43189411461059
"1997","AZ","wst",0.132238529050111
"1997","AZ","mot",0.148252327354915
"1997","AZ","adm",0.789240070517816
"1997","AZ","soc",0.0284228205935521
"1997","AZ","alt",0.00521694377798999
"1997","AZ","pmt",0.0842784206640007
"1997","AZ","trk",0.269995284968974
"1997","AZ","fdd",0.678917090700254
"1997","AZ","gmt",0.282005260212697
"1997","AZ","wtt",0.000399121579745587
"1997","AZ","wpd",0.0506998768904645
"1997","AZ","wht",2.21197597627368
"1997","AZ","wrh",0.0275069222445212
"1997","AZ","ott",1.18774432219593
"1997","AZ","che",0.577865117608667
"1997","AZ","air",0.459003289511291
"1997","AZ","mmf",0.19367144515356
"1997","AZ","otr",0.116011152397329
"1997","AZ","min",0.702460037809648
"1997","NH","ppd",0.1728341106013
"1997","NH","res",0.194812691413082
"1997","NH","com",0.0601872353210534
"1997","NH","amb",0.188684189595923
"1997","NH","fbp",0.120674404781858
"1997","NH","rec",0.086227549307503
"1997","NH","con",0.560321778185568
"1997","NH","agr",0.037924008148305
"1997","NH","eec",0.232813201381246
"1997","NH","fnd",0.172772078851027
"1997","NH","pub",0.199762664028788
"1997","NH","hou",3.16339998810148
"1997","NH","fbt",0.221920800225795
"1997","NH","ins",0.462954047952055
"1997","NH","tex",0.0129127492817518
"1997","NH","leg",0.0618748135477249
"1997","NH","fen",0.0822679769351235
"1997","NH","uti",0.505008010157082
"1997","NH","nmp",0.0767421829227809
"1997","NH","brd",0.213028140562531
"1997","NH","bnk",0.195212381531641
"1997","NH","ore",0.709888518355424
"1997","NH","edu",0.110851772085679
"1997","NH","ote",0.0120871695094694
"1997","NH","man",0.0565924097495163
"1997","NH","mch",0.110061939981036
"1997","NH","dat",0.0271141894325193
"1997","NH","amd",0.0765504546408099
"1997","NH","hos",0.084168599834068
"1997","NH","rnt",0.161842005242406
"1997","NH","pla",0.103130697720846
"1997","NH","fof",0.0320027451172525
"1997","NH","fin",0.00352285293746055
"1997","NH","tsv",0.439559847798839
"1997","NH","nrs",0.0294088074751595
"1997","NH","sec",0.0556455560330676
"1997","NH","art",0.0744370360259629
"1997","NH","mov",0.0102165215991267
"1997","NH","fpd",0.00381675769075712
"1997","NH","slg",6.09472263746547
"1997","NH","pri",0.0354325859259318
"1997","NH","grd",0.0152883337984348
"1997","NH","pip",0.000656339882556967
"1997","NH","sle",0.694256003590151
