"hh","state","n","year","sname"
"hh3","30",272,2016,"montana"
"hh3","31",143,2016,"nebraska"
"hh3","32",162,2016,"nevada"
"hh3","33",129,2016,"new hampshire"
"hh3","34",194,2016,"new jersey"
"hh3","35",251,2016,"new mexico"
"hh3","36",468,2016,"new york"
"hh3","37",289,2016,"north carolina"
"hh3","38",174,2016,"north dakota"
"hh3","39",280,2016,"ohio"
"hh3","40",171,2016,"oklahoma"
"hh3","41",177,2016,"oregon"
"hh3","42",321,2016,"pennsylvania"
"hh3","44",97,2016,"rhode island"
"hh3","45",193,2016,"south carolina"
"hh3","46",126,2016,"south dakota"
"hh3","47",227,2016,"tennessee"
"hh3","48",713,2016,"texas"
"hh3","49",194,2016,"utah"
"hh3","50",158,2016,"vermont"
"hh3","51",195,2016,"virginia"
"hh3","53",198,2016,"washington"
"hh3","54",248,2016,"west virginia"
"hh3","55",159,2016,"wisconsin"
"hh3","56",179,2016,"wyoming"
"hh4","1",339,2016,"alabama"
"hh4","2",277,2016,"alaska"
"hh4","4",293,2016,"arizona"
"hh4","5",277,2016,"arkansas"
"hh4","6",1741,2016,"california"
"hh4","8",276,2016,"colorado"
"hh4","9",209,2016,"connecticut"
"hh4","10",194,2016,"delaware"
"hh4","11",355,2016,"district of columbia"
"hh4","12",798,2016,"florida"
"hh4","13",389,2016,"georgia"
"hh4","15",342,2016,"hawaii"
"hh4","16",295,2016,"idaho"
"hh4","17",569,2016,"illinois"
"hh4","18",322,2016,"indiana"
"hh4","19",228,2016,"iowa"
"hh4","20",217,2016,"kansas"
"hh4","21",194,2016,"kentucky"
"hh4","22",386,2016,"louisiana"
"hh4","23",134,2016,"maine"
"hh4","24",245,2016,"maryland"
"hh4","25",407,2016,"massachusetts"
"hh4","26",385,2016,"michigan"
"hh4","27",267,2016,"minnesota"
"hh4","28",275,2016,"mississippi"
"hh4","29",243,2016,"missouri"
"hh4","30",393,2016,"montana"
"hh4","31",237,2016,"nebraska"
"hh4","32",267,2016,"nevada"
"hh4","33",275,2016,"new hampshire"
"hh4","34",359,2016,"new jersey"
"hh4","35",335,2016,"new mexico"
"hh4","36",710,2016,"new york"
"hh4","37",431,2016,"north carolina"
"hh4","38",306,2016,"north dakota"
"hh4","39",494,2016,"ohio"
"hh4","40",268,2016,"oklahoma"
"hh4","41",259,2016,"oregon"
"hh4","42",521,2016,"pennsylvania"
"hh4","44",164,2016,"rhode island"
"hh4","45",305,2016,"south carolina"
"hh4","46",194,2016,"south dakota"
"hh4","47",310,2016,"tennessee"
"hh4","48",1105,2016,"texas"
"hh4","49",300,2016,"utah"
"hh4","50",228,2016,"vermont"
"hh4","51",375,2016,"virginia"
"hh4","53",378,2016,"washington"
"hh4","54",307,2016,"west virginia"
"hh4","55",285,2016,"wisconsin"
"hh4","56",319,2016,"wyoming"
"hh5","1",153,2016,"alabama"
"hh5","2",123,2016,"alaska"
"hh5","4",127,2016,"arizona"
"hh5","5",115,2016,"arkansas"
"hh5","6",1077,2016,"california"
"hh5","8",145,2016,"colorado"
"hh5","9",140,2016,"connecticut"
"hh5","10",88,2016,"delaware"
"hh5","11",339,2016,"district of columbia"
"hh5","12",352,2016,"florida"
"hh5","13",173,2016,"georgia"
"hh5","15",202,2016,"hawaii"
"hh5","16",103,2016,"idaho"
"hh5","17",311,2016,"illinois"
"hh5","18",117,2016,"indiana"
"hh5","19",85,2016,"iowa"
"hh5","20",107,2016,"kansas"
"hh5","21",82,2016,"kentucky"
"hh5","22",138,2016,"louisiana"
"hh5","23",68,2016,"maine"
"hh5","24",204,2016,"maryland"
"hh5","25",285,2016,"massachusetts"
"hh5","26",197,2016,"michigan"
"hh5","27",154,2016,"minnesota"
"hh5","28",88,2016,"mississippi"
"hh5","29",99,2016,"missouri"
"hh5","30",141,2016,"montana"
"hh5","31",99,2016,"nebraska"
"hh5","32",89,2016,"nevada"
"hh5","33",164,2016,"new hampshire"
"hh5","34",303,2016,"new jersey"
"hh5","35",115,2016,"new mexico"
"hh5","36",491,2016,"new york"
"hh5","37",173,2016,"north carolina"
"hh5","38",93,2016,"north dakota"
"hh5","39",220,2016,"ohio"
"hh5","40",106,2016,"oklahoma"
"hh5","41",147,2016,"oregon"
"hh5","42",232,2016,"pennsylvania"
"hh5","44",89,2016,"rhode island"
"hh5","45",108,2016,"south carolina"
"hh5","46",70,2016,"south dakota"
"hh5","47",137,2016,"tennessee"
"hh5","48",533,2016,"texas"
"hh5","49",141,2016,"utah"
"hh5","50",113,2016,"vermont"
"hh5","51",226,2016,"virginia"
"hh5","53",207,2016,"washington"
"hh5","54",124,2016,"west virginia"
"hh5","55",105,2016,"wisconsin"
"hh5","56",90,2016,"wyoming"
"hh1","0",13895,2017,"united states"
"hh2","0",14396,2017,"united states"
"hh3","0",11016,2017,"united states"
"hh4","0",18624,2017,"united states"
"hh5","0",9978,2017,"united states"
"hh1","1",386,2017,"alabama"
"hh1","2",119,2017,"alaska"
"hh1","4",216,2017,"arizona"
"hh1","5",315,2017,"arkansas"
"hh1","6",1141,2017,"california"
"hh1","8",116,2017,"colorado"
"hh1","9",119,2017,"connecticut"
"hh1","10",137,2017,"delaware"
"hh1","11",288,2017,"district of columbia"
"hh1","12",736,2017,"florida"
"hh1","13",349,2017,"georgia"
"hh1","15",174,2017,"hawaii"
"hh1","16",168,2017,"idaho"
"hh1","17",345,2017,"illinois"
"hh1","18",215,2017,"indiana"
"hh1","19",127,2017,"iowa"
"hh1","20",193,2017,"kansas"
"hh1","21",186,2017,"kentucky"
"hh1","22",533,2017,"louisiana"
"hh1","23",113,2017,"maine"
"hh1","24",132,2017,"maryland"
"hh1","25",237,2017,"massachusetts"
"hh1","26",312,2017,"michigan"
"hh1","27",145,2017,"minnesota"
"hh1","28",431,2017,"mississippi"
"hh1","29",188,2017,"missouri"
"hh1","30",226,2017,"montana"
"hh1","31",140,2017,"nebraska"
"hh1","32",174,2017,"nevada"
"hh1","33",104,2017,"new hampshire"
"hh1","34",237,2017,"new jersey"
"hh1","35",394,2017,"new mexico"
"hh1","36",603,2017,"new york"
"hh1","37",370,2017,"north carolina"
"hh1","38",179,2017,"north dakota"
"hh1","39",348,2017,"ohio"
"hh1","40",207,2017,"oklahoma"
"hh1","41",183,2017,"oregon"
"hh1","42",343,2017,"pennsylvania"
"hh1","44",125,2017,"rhode island"
"hh1","45",289,2017,"south carolina"
"hh1","46",117,2017,"south dakota"
"hh1","47",248,2017,"tennessee"
"hh1","48",848,2017,"texas"
"hh1","49",105,2017,"utah"
"hh1","50",155,2017,"vermont"
"hh1","51",207,2017,"virginia"
"hh1","53",192,2017,"washington"
"hh1","54",361,2017,"west virginia"
"hh1","55",145,2017,"wisconsin"
"hh1","56",174,2017,"wyoming"
"hh2","1",308,2017,"alabama"
"hh2","2",133,2017,"alaska"
"hh2","4",231,2017,"arizona"
"hh2","5",297,2017,"arkansas"
"hh2","6",1203,2017,"california"
"hh2","8",161,2017,"colorado"
"hh2","9",107,2017,"connecticut"
"hh2","10",160,2017,"delaware"
"hh2","11",197,2017,"district of columbia"
"hh2","12",766,2017,"florida"
"hh2","13",367,2017,"georgia"
"hh2","15",199,2017,"hawaii"
"hh2","16",233,2017,"idaho"
"hh2","17",360,2017,"illinois"
"hh2","18",247,2017,"indiana"
"hh2","19",144,2017,"iowa"
"hh2","20",172,2017,"kansas"
"hh2","21",193,2017,"kentucky"
"hh2","22",363,2017,"louisiana"
"hh2","23",114,2017,"maine"
"hh2","24",155,2017,"maryland"
"hh2","25",238,2017,"massachusetts"
"hh2","26",339,2017,"michigan"
"hh2","27",155,2017,"minnesota"
"hh2","28",338,2017,"mississippi"
"hh2","29",206,2017,"missouri"
"hh2","30",290,2017,"montana"
"hh2","31",177,2017,"nebraska"
"hh2","32",212,2017,"nevada"
"hh2","33",166,2017,"new hampshire"
"hh2","34",226,2017,"new jersey"
"hh2","35",338,2017,"new mexico"
"hh2","36",551,2017,"new york"
"hh2","37",378,2017,"north carolina"
"hh2","38",188,2017,"north dakota"
"hh2","39",348,2017,"ohio"
"hh2","40",275,2017,"oklahoma"
"hh2","41",185,2017,"oregon"
"hh2","42",333,2017,"pennsylvania"
"hh2","44",103,2017,"rhode island"
"hh2","45",260,2017,"south carolina"
"hh2","46",186,2017,"south dakota"
"hh2","47",319,2017,"tennessee"
"hh2","48",962,2017,"texas"
"hh2","49",173,2017,"utah"
"hh2","50",147,2017,"vermont"
"hh2","51",241,2017,"virginia"
"hh2","53",207,2017,"washington"
"hh2","54",327,2017,"west virginia"
"hh2","55",192,2017,"wisconsin"
"hh2","56",226,2017,"wyoming"
"hh3","1",254,2017,"alabama"
"hh3","2",122,2017,"alaska"
"hh3","4",195,2017,"arizona"
"hh3","5",215,2017,"arkansas"
"hh3","6",933,2017,"california"
"hh3","8",155,2017,"colorado"
"hh3","9",105,2017,"connecticut"
"hh3","10",133,2017,"delaware"
"hh3","11",172,2017,"district of columbia"
"hh3","12",557,2017,"florida"
"hh3","13",269,2017,"georgia"
"hh3","15",170,2017,"hawaii"
"hh3","16",193,2017,"idaho"
"hh3","17",336,2017,"illinois"
"hh3","18",203,2017,"indiana"
"hh3","19",132,2017,"iowa"
"hh3","20",141,2017,"kansas"
"hh3","21",139,2017,"kentucky"
"hh3","22",250,2017,"louisiana"
"hh3","23",88,2017,"maine"
"hh3","24",119,2017,"maryland"
"hh3","25",173,2017,"massachusetts"
"hh3","26",232,2017,"michigan"
"hh3","27",136,2017,"minnesota"
"hh3","28",245,2017,"mississippi"
"hh3","29",157,2017,"missouri"
"hh3","30",207,2017,"montana"
"hh3","31",137,2017,"nebraska"
"hh3","32",147,2017,"nevada"
"hh3","33",133,2017,"new hampshire"
"hh3","34",200,2017,"new jersey"
"hh3","35",208,2017,"new mexico"
"hh3","36",405,2017,"new york"
"hh3","37",250,2017,"north carolina"
"hh3","38",177,2017,"north dakota"
"hh3","39",258,2017,"ohio"
"hh3","40",177,2017,"oklahoma"
"hh3","41",163,2017,"oregon"
"hh3","42",270,2017,"pennsylvania"
"hh3","44",89,2017,"rhode island"
"hh3","45",208,2017,"south carolina"
"hh3","46",137,2017,"south dakota"
"hh3","47",198,2017,"tennessee"
"hh3","48",663,2017,"texas"
"hh3","49",180,2017,"utah"
"hh3","50",130,2017,"vermont"
"hh3","51",164,2017,"virginia"
"hh3","53",192,2017,"washington"
"hh3","54",199,2017,"west virginia"
"hh3","55",149,2017,"wisconsin"
"hh3","56",151,2017,"wyoming"
"hh4","1",334,2017,"alabama"
"hh4","2",249,2017,"alaska"
"hh4","4",326,2017,"arizona"
"hh4","5",294,2017,"arkansas"
"hh4","6",1703,2017,"california"
"hh4","8",273,2017,"colorado"
"hh4","9",197,2017,"connecticut"
"hh4","10",203,2017,"delaware"
"hh4","11",347,2017,"district of columbia"
"hh4","12",820,2017,"florida"
"hh4","13",407,2017,"georgia"
"hh4","15",317,2017,"hawaii"
"hh4","16",300,2017,"idaho"
"hh4","17",535,2017,"illinois"
"hh4","18",328,2017,"indiana"
"hh4","19",251,2017,"iowa"
"hh4","20",236,2017,"kansas"
"hh4","21",194,2017,"kentucky"
"hh4","22",355,2017,"louisiana"
"hh4","23",130,2017,"maine"
"hh4","24",258,2017,"maryland"
"hh4","25",367,2017,"massachusetts"
"hh4","26",399,2017,"michigan"
"hh4","27",269,2017,"minnesota"
"hh4","28",278,2017,"mississippi"
"hh4","29",254,2017,"missouri"
"hh4","30",374,2017,"montana"
"hh4","31",228,2017,"nebraska"
"hh4","32",262,2017,"nevada"
"hh4","33",246,2017,"new hampshire"
"hh4","34",336,2017,"new jersey"
"hh4","35",343,2017,"new mexico"
"hh4","36",718,2017,"new york"
"hh4","37",383,2017,"north carolina"
"hh4","38",299,2017,"north dakota"
"hh4","39",477,2017,"ohio"
"hh4","40",289,2017,"oklahoma"
"hh4","41",287,2017,"oregon"
"hh4","42",489,2017,"pennsylvania"
"hh4","44",170,2017,"rhode island"
"hh4","45",269,2017,"south carolina"
"hh4","46",207,2017,"south dakota"
"hh4","47",328,2017,"tennessee"
"hh4","48",1098,2017,"texas"
"hh4","49",308,2017,"utah"
"hh4","50",239,2017,"vermont"
"hh4","51",378,2017,"virginia"
"hh4","53",406,2017,"washington"
"hh4","54",318,2017,"west virginia"
"hh4","55",250,2017,"wisconsin"
"hh4","56",298,2017,"wyoming"
"hh5","1",151,2017,"alabama"
"hh5","2",115,2017,"alaska"
"hh5","4",120,2017,"arizona"
"hh5","5",119,2017,"arkansas"
"hh5","6",1174,2017,"california"
"hh5","8",161,2017,"colorado"
"hh5","9",125,2017,"connecticut"
"hh5","10",123,2017,"delaware"
"hh5","11",391,2017,"district of columbia"
"hh5","12",354,2017,"florida"
"hh5","13",203,2017,"georgia"
"hh5","15",219,2017,"hawaii"
"hh5","16",102,2017,"idaho"
"hh5","17",327,2017,"illinois"
"hh5","18",125,2017,"indiana"
"hh5","19",92,2017,"iowa"
"hh5","20",120,2017,"kansas"
"hh5","21",88,2017,"kentucky"
"hh5","22",149,2017,"louisiana"
"hh5","23",65,2017,"maine"
"hh5","24",229,2017,"maryland"
"hh5","25",310,2017,"massachusetts"
"hh5","26",211,2017,"michigan"
"hh5","27",153,2017,"minnesota"
"hh5","28",73,2017,"mississippi"
"hh5","29",120,2017,"missouri"
"hh5","30",150,2017,"montana"
"hh5","31",123,2017,"nebraska"
"hh5","32",83,2017,"nevada"
"hh5","33",182,2017,"new hampshire"
"hh5","34",284,2017,"new jersey"
"hh5","35",119,2017,"new mexico"
"hh5","36",458,2017,"new york"
"hh5","37",197,2017,"north carolina"
"hh5","38",107,2017,"north dakota"
"hh5","39",224,2017,"ohio"
"hh5","40",105,2017,"oklahoma"
"hh5","41",147,2017,"oregon"
"hh5","42",280,2017,"pennsylvania"
"hh5","44",98,2017,"rhode island"
"hh5","45",131,2017,"south carolina"
"hh5","46",78,2017,"south dakota"
"hh5","47",141,2017,"tennessee"
"hh5","48",571,2017,"texas"
"hh5","49",152,2017,"utah"
"hh5","50",120,2017,"vermont"
"hh5","51",242,2017,"virginia"
"hh5","53",241,2017,"washington"
"hh5","54",114,2017,"west virginia"
"hh5","55",129,2017,"wisconsin"
"hh5","56",83,2017,"wyoming"
"hh1","0",13138,2018,"united states"
"hh2","0",14104,2018,"united states"
"hh3","0",11479,2018,"united states"
"hh4","0",19071,2018,"united states"
"hh5","0",10553,2018,"united states"
"hh1","1",352,2018,"alabama"
"hh1","2",135,2018,"alaska"
"hh1","4",247,2018,"arizona"
"hh1","5",310,2018,"arkansas"
"hh1","6",1046,2018,"california"
"hh1","8",123,2018,"colorado"
"hh1","9",123,2018,"connecticut"
"hh1","10",105,2018,"delaware"
"hh1","11",266,2018,"district of columbia"
"hh1","12",765,2018,"florida"
"hh1","13",395,2018,"georgia"
"hh1","15",151,2018,"hawaii"
"hh1","16",182,2018,"idaho"
"hh1","17",311,2018,"illinois"
"hh1","18",203,2018,"indiana"
"hh1","19",114,2018,"iowa"
"hh1","20",141,2018,"kansas"
"hh1","21",187,2018,"kentucky"
"hh1","22",441,2018,"louisiana"
"hh1","23",114,2018,"maine"
"hh1","24",122,2018,"maryland"
"hh1","25",207,2018,"massachusetts"
"hh1","26",283,2018,"michigan"
"hh1","27",121,2018,"minnesota"
"hh1","28",419,2018,"mississippi"
"hh1","29",157,2018,"missouri"
"hh1","30",225,2018,"montana"
"hh1","31",143,2018,"nebraska"
"hh1","32",166,2018,"nevada"
"hh1","33",86,2018,"new hampshire"
"hh1","34",222,2018,"new jersey"
"hh1","35",358,2018,"new mexico"
"hh1","36",550,2018,"new york"
"hh1","37",360,2018,"north carolina"
"hh1","38",149,2018,"north dakota"
"hh1","39",309,2018,"ohio"
"hh1","40",208,2018,"oklahoma"
"hh1","41",152,2018,"oregon"
"hh1","42",330,2018,"pennsylvania"
"hh1","44",120,2018,"rhode island"
"hh1","45",246,2018,"south carolina"
"hh1","46",145,2018,"south dakota"
"hh1","47",260,2018,"tennessee"
"hh1","48",868,2018,"texas"
"hh1","49",98,2018,"utah"
"hh1","50",144,2018,"vermont"
"hh1","51",191,2018,"virginia"
"hh1","53",165,2018,"washington"
"hh1","54",338,2018,"west virginia"
"hh1","55",133,2018,"wisconsin"
"hh1","56",152,2018,"wyoming"
"hh2","1",350,2018,"alabama"
"hh2","2",134,2018,"alaska"
"hh2","4",232,2018,"arizona"
"hh2","5",311,2018,"arkansas"
"hh2","6",1235,2018,"california"
"hh2","8",140,2018,"colorado"
"hh2","9",123,2018,"connecticut"
"hh2","10",165,2018,"delaware"
"hh2","11",156,2018,"district of columbia"
"hh2","12",765,2018,"florida"
"hh2","13",344,2018,"georgia"
"hh2","15",179,2018,"hawaii"
"hh2","16",253,2018,"idaho"
"hh2","17",316,2018,"illinois"
"hh2","18",239,2018,"indiana"
"hh2","19",154,2018,"iowa"
"hh2","20",164,2018,"kansas"
"hh2","21",157,2018,"kentucky"
"hh2","22",383,2018,"louisiana"
"hh2","23",104,2018,"maine"
"hh2","24",106,2018,"maryland"
"hh2","25",221,2018,"massachusetts"
"hh2","26",320,2018,"michigan"
"hh2","27",166,2018,"minnesota"
"hh2","28",332,2018,"mississippi"
"hh2","29",202,2018,"missouri"
"hh2","30",257,2018,"montana"
"hh2","31",164,2018,"nebraska"
"hh2","32",221,2018,"nevada"
"hh2","33",145,2018,"new hampshire"
"hh2","34",246,2018,"new jersey"
"hh2","35",324,2018,"new mexico"
"hh2","36",550,2018,"new york"
"hh2","37",420,2018,"north carolina"
"hh2","38",197,2018,"north dakota"
"hh2","39",337,2018,"ohio"
"hh2","40",248,2018,"oklahoma"
"hh2","41",209,2018,"oregon"
"hh2","42",342,2018,"pennsylvania"
"hh2","44",124,2018,"rhode island"
"hh2","45",271,2018,"south carolina"
"hh2","46",150,2018,"south dakota"
"hh2","47",307,2018,"tennessee"
"hh2","48",887,2018,"texas"
"hh2","49",170,2018,"utah"
"hh2","50",145,2018,"vermont"
"hh2","51",236,2018,"virginia"
"hh2","53",214,2018,"washington"
"hh2","54",304,2018,"west virginia"
"hh2","55",188,2018,"wisconsin"
"hh2","56",197,2018,"wyoming"
"hh3","1",232,2018,"alabama"
"hh3","2",138,2018,"alaska"
"hh3","4",185,2018,"arizona"
"hh3","5",223,2018,"arkansas"
"hh3","6",988,2018,"california"
"hh3","8",155,2018,"colorado"
"hh3","9",97,2018,"connecticut"
"hh3","10",134,2018,"delaware"
"hh3","11",147,2018,"district of columbia"
"hh3","12",554,2018,"florida"
"hh3","13",254,2018,"georgia"
"hh3","15",158,2018,"hawaii"
"hh3","16",199,2018,"idaho"
"hh3","17",322,2018,"illinois"
"hh3","18",194,2018,"indiana"
"hh3","19",138,2018,"iowa"
"hh3","20",182,2018,"kansas"
"hh3","21",135,2018,"kentucky"
"hh3","22",286,2018,"louisiana"
"hh3","23",83,2018,"maine"
"hh3","24",111,2018,"maryland"
"hh3","25",165,2018,"massachusetts"
"hh3","26",268,2018,"michigan"
"hh3","27",145,2018,"minnesota"
"hh3","28",228,2018,"mississippi"
"hh3","29",145,2018,"missouri"
"hh3","30",236,2018,"montana"
"hh3","31",122,2018,"nebraska"
"hh3","32",166,2018,"nevada"
"hh3","33",135,2018,"new hampshire"
"hh3","34",208,2018,"new jersey"
"hh3","35",244,2018,"new mexico"
"hh3","36",437,2018,"new york"
"hh3","37",284,2018,"north carolina"
"hh3","38",170,2018,"north dakota"
"hh3","39",250,2018,"ohio"
"hh3","40",192,2018,"oklahoma"
"hh3","41",158,2018,"oregon"
"hh3","42",295,2018,"pennsylvania"
"hh3","44",96,2018,"rhode island"
"hh3","45",210,2018,"south carolina"
"hh3","46",138,2018,"south dakota"
"hh3","47",268,2018,"tennessee"
"hh3","48",695,2018,"texas"
"hh3","49",186,2018,"utah"
"hh3","50",154,2018,"vermont"
"hh3","51",177,2018,"virginia"
"hh3","53",193,2018,"washington"
"hh3","54",241,2018,"west virginia"
"hh3","55",182,2018,"wisconsin"
"hh3","56",176,2018,"wyoming"
"hh4","1",340,2018,"alabama"
"hh4","2",240,2018,"alaska"
"hh4","4",320,2018,"arizona"
"hh4","5",314,2018,"arkansas"
"hh4","6",1757,2018,"california"
"hh4","8",280,2018,"colorado"
"hh4","9",207,2018,"connecticut"
"hh4","10",205,2018,"delaware"
"hh4","11",323,2018,"district of columbia"
"hh4","12",829,2018,"florida"
"hh4","13",377,2018,"georgia"
"hh4","15",329,2018,"hawaii"
"hh4","16",304,2018,"idaho"
"hh4","17",537,2018,"illinois"
"hh4","18",323,2018,"indiana"
"hh4","19",261,2018,"iowa"
"hh4","20",239,2018,"kansas"
"hh4","21",187,2018,"kentucky"
"hh4","22",364,2018,"louisiana"
"hh4","23",154,2018,"maine"
"hh4","24",293,2018,"maryland"
"hh4","25",387,2018,"massachusetts"
"hh4","26",431,2018,"michigan"
"hh4","27",272,2018,"minnesota"
"hh4","28",262,2018,"mississippi"
"hh4","29",264,2018,"missouri"
"hh4","30",312,2018,"montana"
"hh4","31",244,2018,"nebraska"
"hh4","32",280,2018,"nevada"
"hh4","33",280,2018,"new hampshire"
"hh4","34",363,2018,"new jersey"
"hh4","35",313,2018,"new mexico"
"hh4","36",729,2018,"new york"
"hh4","37",426,2018,"north carolina"
"hh4","38",317,2018,"north dakota"
"hh4","39",486,2018,"ohio"
"hh4","40",265,2018,"oklahoma"
"hh4","41",308,2018,"oregon"
"hh4","42",512,2018,"pennsylvania"
"hh4","44",171,2018,"rhode island"
"hh4","45",298,2018,"south carolina"
"hh4","46",230,2018,"south dakota"
"hh4","47",350,2018,"tennessee"
"hh4","48",1082,2018,"texas"
"hh4","49",346,2018,"utah"
"hh4","50",274,2018,"vermont"
"hh4","51",368,2018,"virginia"
"hh4","53",413,2018,"washington"
"hh4","54",362,2018,"west virginia"
"hh4","55",261,2018,"wisconsin"
"hh4","56",282,2018,"wyoming"
"hh5","1",125,2018,"alabama"
"hh5","2",136,2018,"alaska"
"hh5","4",164,2018,"arizona"
"hh5","5",111,2018,"arkansas"
"hh5","6",1234,2018,"california"
"hh5","8",169,2018,"colorado"
"hh5","9",140,2018,"connecticut"
"hh5","10",117,2018,"delaware"
"hh5","11",388,2018,"district of columbia"
"hh5","12",379,2018,"florida"
"hh5","13",202,2018,"georgia"
"hh5","15",212,2018,"hawaii"
"hh5","16",114,2018,"idaho"
"hh5","17",344,2018,"illinois"
"hh5","18",132,2018,"indiana"
"hh5","19",113,2018,"iowa"
"hh5","20",125,2018,"kansas"
"hh5","21",88,2018,"kentucky"
"hh5","22",174,2018,"louisiana"
"hh5","23",69,2018,"maine"
"hh5","24",205,2018,"maryland"
"hh5","25",374,2018,"massachusetts"
"hh5","26",222,2018,"michigan"
"hh5","27",170,2018,"minnesota"
"hh5","28",81,2018,"mississippi"
"hh5","29",129,2018,"missouri"
"hh5","30",127,2018,"montana"
"hh5","31",139,2018,"nebraska"
"hh5","32",111,2018,"nevada"
"hh5","33",173,2018,"new hampshire"
"hh5","34",320,2018,"new jersey"
"hh5","35",110,2018,"new mexico"
"hh5","36",564,2018,"new york"
"hh5","37",170,2018,"north carolina"
"hh5","38",114,2018,"north dakota"
"hh5","39",223,2018,"ohio"
"hh5","40",123,2018,"oklahoma"
"hh5","41",162,2018,"oregon"
"hh5","42",265,2018,"pennsylvania"
"hh5","44",110,2018,"rhode island"
"hh5","45",142,2018,"south carolina"
"hh5","46",103,2018,"south dakota"
"hh5","47",153,2018,"tennessee"
"hh5","48",547,2018,"texas"
"hh5","49",165,2018,"utah"
"hh5","50",124,2018,"vermont"
"hh5","51",296,2018,"virginia"
"hh5","53",258,2018,"washington"
"hh5","54",106,2018,"west virginia"
"hh5","55",119,2018,"wisconsin"
"hh5","56",112,2018,"wyoming"
"hh1","0",10374,2019,"united states"
"hh2","0",11886,2019,"united states"
"hh3","0",9888,2019,"united states"
"hh4","0",17065,2019,"united states"
"hh5","0",11247,2019,"united states"
"hh1","1",293,2019,"alabama"
"hh1","2",99,2019,"alaska"
"hh1","4",155,2019,"arizona"
"hh1","5",254,2019,"arkansas"
"hh1","6",839,2019,"california"
"hh1","8",107,2019,"colorado"
"hh1","9",95,2019,"connecticut"
"hh1","10",61,2019,"delaware"
"hh1","11",221,2019,"district of columbia"
"hh1","12",606,2019,"florida"
"hh1","13",295,2019,"georgia"
"hh1","15",97,2019,"hawaii"
"hh1","16",127,2019,"idaho"
"hh1","17",252,2019,"illinois"
"hh1","18",164,2019,"indiana"
"hh1","19",109,2019,"iowa"
"hh1","20",106,2019,"kansas"
"hh1","21",153,2019,"kentucky"
"hh1","22",399,2019,"louisiana"
"hh1","23",83,2019,"maine"
"hh1","24",81,2019,"maryland"
"hh1","25",175,2019,"massachusetts"
"hh1","26",225,2019,"michigan"
"hh1","27",88,2019,"minnesota"
"hh1","28",354,2019,"mississippi"
"hh1","29",126,2019,"missouri"
"hh1","30",173,2019,"montana"
"hh1","31",104,2019,"nebraska"
"hh1","32",139,2019,"nevada"
"hh1","33",71,2019,"new hampshire"
"hh1","34",169,2019,"new jersey"
"hh1","35",274,2019,"new mexico"
"hh1","36",491,2019,"new york"
"hh1","37",277,2019,"north carolina"
"hh1","38",124,2019,"north dakota"
"hh1","39",233,2019,"ohio"
"hh1","40",162,2019,"oklahoma"
"hh1","41",123,2019,"oregon"
"hh1","42",253,2019,"pennsylvania"
"hh1","44",98,2019,"rhode island"
"hh1","45",219,2019,"south carolina"
"hh1","46",112,2019,"south dakota"
"hh1","47",235,2019,"tennessee"
"hh1","48",593,2019,"texas"
"hh1","49",72,2019,"utah"
"hh1","50",116,2019,"vermont"
"hh1","51",168,2019,"virginia"
"hh1","53",124,2019,"washington"
"hh1","54",245,2019,"west virginia"
"hh1","55",112,2019,"wisconsin"
"hh1","56",123,2019,"wyoming"
"hh2","1",288,2019,"alabama"
"hh2","2",132,2019,"alaska"
"hh2","4",206,2019,"arizona"
"hh2","5",246,2019,"arkansas"
"hh2","6",1020,2019,"california"
"hh2","8",127,2019,"colorado"
"hh2","9",94,2019,"connecticut"
"hh2","10",128,2019,"delaware"
"hh2","11",138,2019,"district of columbia"
"hh2","12",656,2019,"florida"
"hh2","13",312,2019,"georgia"
"hh2","15",135,2019,"hawaii"
"hh2","16",189,2019,"idaho"
"hh2","17",279,2019,"illinois"
"hh2","18",204,2019,"indiana"
"hh2","19",148,2019,"iowa"
"hh2","20",143,2019,"kansas"
"hh2","21",144,2019,"kentucky"
"hh2","22",317,2019,"louisiana"
"hh2","23",87,2019,"maine"
"hh2","24",109,2019,"maryland"
"hh2","25",172,2019,"massachusetts"
"hh2","26",306,2019,"michigan"
"hh2","27",160,2019,"minnesota"
"hh2","28",262,2019,"mississippi"
"hh2","29",200,2019,"missouri"
"hh2","30",250,2019,"montana"
"hh2","31",144,2019,"nebraska"
"hh2","32",188,2019,"nevada"
"hh2","33",120,2019,"new hampshire"
"hh2","34",181,2019,"new jersey"
"hh2","35",292,2019,"new mexico"
"hh2","36",424,2019,"new york"
"hh2","37",321,2019,"north carolina"
"hh2","38",172,2019,"north dakota"
"hh2","39",285,2019,"ohio"
"hh2","40",212,2019,"oklahoma"
"hh2","41",174,2019,"oregon"
"hh2","42",288,2019,"pennsylvania"
"hh2","44",92,2019,"rhode island"
"hh2","45",216,2019,"south carolina"
"hh2","46",149,2019,"south dakota"
"hh2","47",246,2019,"tennessee"
"hh2","48",699,2019,"texas"
"hh2","49",149,2019,"utah"
"hh2","50",125,2019,"vermont"
"hh2","51",182,2019,"virginia"
"hh2","53",181,2019,"washington"
"hh2","54",261,2019,"west virginia"
"hh2","55",173,2019,"wisconsin"
"hh2","56",160,2019,"wyoming"
"hh3","1",215,2019,"alabama"
"hh3","2",109,2019,"alaska"
"hh3","4",179,2019,"arizona"
"hh3","5",188,2019,"arkansas"
