"hh","state","n","year","sname"
"hh3","28",100,2005,"mississippi"
"hh3","29",247,2005,"missouri"
"hh3","30",145,2005,"montana"
"hh3","31",239,2005,"nebraska"
"hh3","32",248,2005,"nevada"
"hh3","33",287,2005,"new hampshire"
"hh3","34",256,2005,"new jersey"
"hh3","35",146,2005,"new mexico"
"hh3","36",612,2005,"new york"
"hh3","37",282,2005,"north carolina"
"hh3","38",191,2005,"north dakota"
"hh3","39",401,2005,"ohio"
"hh3","40",163,2005,"oklahoma"
"hh3","41",189,2005,"oregon"
"hh3","42",424,2005,"pennsylvania"
"hh3","44",225,2005,"rhode island"
"hh3","45",201,2005,"south carolina"
"hh3","46",220,2005,"south dakota"
"hh3","47",202,2005,"tennessee"
"hh3","48",665,2005,"texas"
"hh3","49",216,2005,"utah"
"hh3","50",232,2005,"vermont"
"hh3","51",259,2005,"virginia"
"hh3","53",246,2005,"washington"
"hh3","54",162,2005,"west virginia"
"hh3","55",279,2005,"wisconsin"
"hh3","56",186,2005,"wyoming"
"hh4","1",152,2005,"alabama"
"hh4","2",273,2005,"alaska"
"hh4","4",234,2005,"arizona"
"hh4","5",131,2005,"arkansas"
"hh4","6",1573,2005,"california"
"hh4","8",410,2005,"colorado"
"hh4","9",466,2005,"connecticut"
"hh4","10",297,2005,"delaware"
"hh4","11",239,2005,"district of columbia"
"hh4","12",718,2005,"florida"
"hh4","13",329,2005,"georgia"
"hh4","15",372,2005,"hawaii"
"hh4","16",185,2005,"idaho"
"hh4","17",550,2005,"illinois"
"hh4","18",254,2005,"indiana"
"hh4","19",303,2005,"iowa"
"hh4","20",226,2005,"kansas"
"hh4","21",194,2005,"kentucky"
"hh4","22",109,2005,"louisiana"
"hh4","23",288,2005,"maine"
"hh4","24",511,2005,"maryland"
"hh4","25",316,2005,"massachusetts"
"hh4","26",431,2005,"michigan"
"hh4","27",487,2005,"minnesota"
"hh4","28",115,2005,"mississippi"
"hh4","29",278,2005,"missouri"
"hh4","30",110,2005,"montana"
"hh4","31",249,2005,"nebraska"
"hh4","32",267,2005,"nevada"
"hh4","33",472,2005,"new hampshire"
"hh4","34",468,2005,"new jersey"
"hh4","35",145,2005,"new mexico"
"hh4","36",730,2005,"new york"
"hh4","37",297,2005,"north carolina"
"hh4","38",189,2005,"north dakota"
"hh4","39",471,2005,"ohio"
"hh4","40",164,2005,"oklahoma"
"hh4","41",223,2005,"oregon"
"hh4","42",500,2005,"pennsylvania"
"hh4","44",299,2005,"rhode island"
"hh4","45",194,2005,"south carolina"
"hh4","46",238,2005,"south dakota"
"hh4","47",188,2005,"tennessee"
"hh4","48",732,2005,"texas"
"hh4","49",234,2005,"utah"
"hh4","50",271,2005,"vermont"
"hh4","51",437,2005,"virginia"
"hh4","53",338,2005,"washington"
"hh4","54",129,2005,"west virginia"
"hh4","55",354,2005,"wisconsin"
"hh4","56",208,2005,"wyoming"
"hh5","1",40,2005,"alabama"
"hh5","2",81,2005,"alaska"
"hh5","4",43,2005,"arizona"
"hh5","5",29,2005,"arkansas"
"hh5","6",608,2005,"california"
"hh5","8",119,2005,"colorado"
"hh5","9",189,2005,"connecticut"
"hh5","10",82,2005,"delaware"
"hh5","11",119,2005,"district of columbia"
"hh5","12",222,2005,"florida"
"hh5","13",86,2005,"georgia"
"hh5","15",108,2005,"hawaii"
"hh5","16",40,2005,"idaho"
"hh5","17",155,2005,"illinois"
"hh5","18",51,2005,"indiana"
"hh5","19",67,2005,"iowa"
"hh5","20",64,2005,"kansas"
"hh5","21",54,2005,"kentucky"
"hh5","22",32,2005,"louisiana"
"hh5","23",63,2005,"maine"
"hh5","24",197,2005,"maryland"
"hh5","25",130,2005,"massachusetts"
"hh5","26",129,2005,"michigan"
"hh5","27",121,2005,"minnesota"
"hh5","28",30,2005,"mississippi"
"hh5","29",62,2005,"missouri"
"hh5","30",27,2005,"montana"
"hh5","31",53,2005,"nebraska"
"hh5","32",61,2005,"nevada"
"hh5","33",126,2005,"new hampshire"
"hh5","34",206,2005,"new jersey"
"hh5","35",31,2005,"new mexico"
"hh5","36",263,2005,"new york"
"hh5","37",75,2005,"north carolina"
"hh5","38",46,2005,"north dakota"
"hh5","39",89,2005,"ohio"
"hh5","40",47,2005,"oklahoma"
"hh5","41",64,2005,"oregon"
"hh5","42",147,2005,"pennsylvania"
"hh5","44",103,2005,"rhode island"
"hh5","45",37,2005,"south carolina"
"hh5","46",52,2005,"south dakota"
"hh5","47",48,2005,"tennessee"
"hh5","48",231,2005,"texas"
"hh5","49",49,2005,"utah"
"hh5","50",58,2005,"vermont"
"hh5","51",158,2005,"virginia"
"hh5","53",104,2005,"washington"
"hh5","54",22,2005,"west virginia"
"hh5","55",72,2005,"wisconsin"
"hh5","56",46,2005,"wyoming"
"hh1","0",18385,2006,"united states"
"hh2","0",19338,2006,"united states"
"hh3","0",13858,2006,"united states"
"hh4","0",18093,2006,"united states"
"hh5","0",5803,2006,"united states"
"hh1","1",268,2006,"alabama"
"hh1","2",204,2006,"alaska"
"hh1","4",260,2006,"arizona"
"hh1","5",280,2006,"arkansas"
"hh1","6",1453,2006,"california"
"hh1","8",339,2006,"colorado"
"hh1","9",315,2006,"connecticut"
"hh1","10",210,2006,"delaware"
"hh1","11",342,2006,"district of columbia"
"hh1","12",858,2006,"florida"
"hh1","13",400,2006,"georgia"
"hh1","15",203,2006,"hawaii"
"hh1","16",176,2006,"idaho"
"hh1","17",521,2006,"illinois"
"hh1","18",289,2006,"indiana"
"hh1","19",310,2006,"iowa"
"hh1","20",287,2006,"kansas"
"hh1","21",339,2006,"kentucky"
"hh1","22",236,2006,"louisiana"
"hh1","23",327,2006,"maine"
"hh1","24",265,2006,"maryland"
"hh1","25",266,2006,"massachusetts"
"hh1","26",465,2006,"michigan"
"hh1","27",334,2006,"minnesota"
"hh1","28",282,2006,"mississippi"
"hh1","29",317,2006,"missouri"
"hh1","30",227,2006,"montana"
"hh1","31",246,2006,"nebraska"
"hh1","32",243,2006,"nevada"
"hh1","33",249,2006,"new hampshire"
"hh1","34",279,2006,"new jersey"
"hh1","35",275,2006,"new mexico"
"hh1","36",865,2006,"new york"
"hh1","37",449,2006,"north carolina"
"hh1","38",260,2006,"north dakota"
"hh1","39",553,2006,"ohio"
"hh1","40",316,2006,"oklahoma"
"hh1","41",242,2006,"oregon"
"hh1","42",547,2006,"pennsylvania"
"hh1","44",282,2006,"rhode island"
"hh1","45",301,2006,"south carolina"
"hh1","46",266,2006,"south dakota"
"hh1","47",298,2006,"tennessee"
"hh1","48",1206,2006,"texas"
"hh1","49",157,2006,"utah"
"hh1","50",216,2006,"vermont"
"hh1","51",309,2006,"virginia"
"hh1","53",245,2006,"washington"
"hh1","54",280,2006,"west virginia"
"hh1","55",308,2006,"wisconsin"
"hh1","56",220,2006,"wyoming"
"hh2","1",232,2006,"alabama"
"hh2","2",247,2006,"alaska"
"hh2","4",304,2006,"arizona"
"hh2","5",255,2006,"arkansas"
"hh2","6",1508,2006,"california"
"hh2","8",373,2006,"colorado"
"hh2","9",348,2006,"connecticut"
"hh2","10",324,2006,"delaware"
"hh2","11",325,2006,"district of columbia"
"hh2","12",963,2006,"florida"
"hh2","13",451,2006,"georgia"
"hh2","15",259,2006,"hawaii"
"hh2","16",247,2006,"idaho"
"hh2","17",589,2006,"illinois"
"hh2","18",312,2006,"indiana"
"hh2","19",364,2006,"iowa"
"hh2","20",282,2006,"kansas"
"hh2","21",300,2006,"kentucky"
"hh2","22",179,2006,"louisiana"
"hh2","23",347,2006,"maine"
"hh2","24",360,2006,"maryland"
"hh2","25",218,2006,"massachusetts"
"hh2","26",470,2006,"michigan"
"hh2","27",368,2006,"minnesota"
"hh2","28",190,2006,"mississippi"
"hh2","29",348,2006,"missouri"
"hh2","30",241,2006,"montana"
"hh2","31",305,2006,"nebraska"
"hh2","32",331,2006,"nevada"
"hh2","33",285,2006,"new hampshire"
"hh2","34",297,2006,"new jersey"
"hh2","35",258,2006,"new mexico"
"hh2","36",784,2006,"new york"
"hh2","37",416,2006,"north carolina"
"hh2","38",243,2006,"north dakota"
"hh2","39",574,2006,"ohio"
"hh2","40",281,2006,"oklahoma"
"hh2","41",271,2006,"oregon"
"hh2","42",554,2006,"pennsylvania"
"hh2","44",260,2006,"rhode island"
"hh2","45",324,2006,"south carolina"
"hh2","46",318,2006,"south dakota"
"hh2","47",298,2006,"tennessee"
"hh2","48",1120,2006,"texas"
"hh2","49",218,2006,"utah"
"hh2","50",257,2006,"vermont"
"hh2","51",395,2006,"virginia"
"hh2","53",314,2006,"washington"
"hh2","54",265,2006,"west virginia"
"hh2","55",323,2006,"wisconsin"
"hh2","56",243,2006,"wyoming"
"hh3","1",134,2006,"alabama"
"hh3","2",197,2006,"alaska"
"hh3","4",175,2006,"arizona"
"hh3","5",158,2006,"arkansas"
"hh3","6",1168,2006,"california"
"hh3","8",287,2006,"colorado"
"hh3","9",250,2006,"connecticut"
"hh3","10",221,2006,"delaware"
"hh3","11",170,2006,"district of columbia"
"hh3","12",606,2006,"florida"
"hh3","13",305,2006,"georgia"
"hh3","15",219,2006,"hawaii"
"hh3","16",176,2006,"idaho"
"hh3","17",414,2006,"illinois"
"hh3","18",212,2006,"indiana"
"hh3","19",300,2006,"iowa"
"hh3","20",214,2006,"kansas"
"hh3","21",167,2006,"kentucky"
"hh3","22",82,2006,"louisiana"
"hh3","23",280,2006,"maine"
"hh3","24",347,2006,"maryland"
"hh3","25",153,2006,"massachusetts"
"hh3","26",360,2006,"michigan"
"hh3","27",363,2006,"minnesota"
"hh3","28",109,2006,"mississippi"
"hh3","29",222,2006,"missouri"
"hh3","30",159,2006,"montana"
"hh3","31",209,2006,"nebraska"
"hh3","32",266,2006,"nevada"
"hh3","33",316,2006,"new hampshire"
"hh3","34",253,2006,"new jersey"
"hh3","35",135,2006,"new mexico"
"hh3","36",533,2006,"new york"
"hh3","37",267,2006,"north carolina"
"hh3","38",188,2006,"north dakota"
"hh3","39",393,2006,"ohio"
"hh3","40",181,2006,"oklahoma"
"hh3","41",188,2006,"oregon"
"hh3","42",418,2006,"pennsylvania"
"hh3","44",209,2006,"rhode island"
"hh3","45",181,2006,"south carolina"
"hh3","46",236,2006,"south dakota"
"hh3","47",183,2006,"tennessee"
"hh3","48",662,2006,"texas"
"hh3","49",201,2006,"utah"
"hh3","50",226,2006,"vermont"
"hh3","51",269,2006,"virginia"
"hh3","53",268,2006,"washington"
"hh3","54",154,2006,"west virginia"
"hh3","55",280,2006,"wisconsin"
"hh3","56",194,2006,"wyoming"
"hh4","1",144,2006,"alabama"
"hh4","2",294,2006,"alaska"
"hh4","4",235,2006,"arizona"
"hh4","5",137,2006,"arkansas"
"hh4","6",1669,2006,"california"
"hh4","8",436,2006,"colorado"
"hh4","9",453,2006,"connecticut"
"hh4","10",335,2006,"delaware"
"hh4","11",239,2006,"district of columbia"
"hh4","12",720,2006,"florida"
"hh4","13",411,2006,"georgia"
"hh4","15",369,2006,"hawaii"
"hh4","16",193,2006,"idaho"
"hh4","17",539,2006,"illinois"
"hh4","18",259,2006,"indiana"
"hh4","19",320,2006,"iowa"
"hh4","20",225,2006,"kansas"
"hh4","21",204,2006,"kentucky"
"hh4","22",133,2006,"louisiana"
"hh4","23",314,2006,"maine"
"hh4","24",545,2006,"maryland"
"hh4","25",304,2006,"massachusetts"
"hh4","26",448,2006,"michigan"
"hh4","27",477,2006,"minnesota"
"hh4","28",117,2006,"mississippi"
"hh4","29",276,2006,"missouri"
"hh4","30",141,2006,"montana"
"hh4","31",277,2006,"nebraska"
"hh4","32",292,2006,"nevada"
"hh4","33",471,2006,"new hampshire"
"hh4","34",480,2006,"new jersey"
"hh4","35",160,2006,"new mexico"
"hh4","36",750,2006,"new york"
"hh4","37",277,2006,"north carolina"
"hh4","38",198,2006,"north dakota"
"hh4","39",479,2006,"ohio"
"hh4","40",156,2006,"oklahoma"
"hh4","41",240,2006,"oregon"
"hh4","42",518,2006,"pennsylvania"
"hh4","44",321,2006,"rhode island"
"hh4","45",188,2006,"south carolina"
"hh4","46",248,2006,"south dakota"
"hh4","47",201,2006,"tennessee"
"hh4","48",797,2006,"texas"
"hh4","49",223,2006,"utah"
"hh4","50",277,2006,"vermont"
"hh4","51",442,2006,"virginia"
"hh4","53",373,2006,"washington"
"hh4","54",153,2006,"west virginia"
"hh4","55",381,2006,"wisconsin"
"hh4","56",254,2006,"wyoming"
"hh5","1",39,2006,"alabama"
"hh5","2",88,2006,"alaska"
"hh5","4",73,2006,"arizona"
"hh5","5",31,2006,"arkansas"
"hh5","6",663,2006,"california"
"hh5","8",156,2006,"colorado"
"hh5","9",244,2006,"connecticut"
"hh5","10",67,2006,"delaware"
"hh5","11",138,2006,"district of columbia"
"hh5","12",221,2006,"florida"
"hh5","13",92,2006,"georgia"
"hh5","15",109,2006,"hawaii"
"hh5","16",47,2006,"idaho"
"hh5","17",181,2006,"illinois"
"hh5","18",67,2006,"indiana"
"hh5","19",75,2006,"iowa"
"hh5","20",80,2006,"kansas"
"hh5","21",56,2006,"kentucky"
"hh5","22",34,2006,"louisiana"
"hh5","23",81,2006,"maine"
"hh5","24",214,2006,"maryland"
"hh5","25",154,2006,"massachusetts"
"hh5","26",118,2006,"michigan"
"hh5","27",164,2006,"minnesota"
"hh5","28",26,2006,"mississippi"
"hh5","29",78,2006,"missouri"
"hh5","30",21,2006,"montana"
"hh5","31",62,2006,"nebraska"
"hh5","32",80,2006,"nevada"
"hh5","33",144,2006,"new hampshire"
"hh5","34",258,2006,"new jersey"
"hh5","35",52,2006,"new mexico"
"hh5","36",289,2006,"new york"
"hh5","37",89,2006,"north carolina"
"hh5","38",44,2006,"north dakota"
"hh5","39",107,2006,"ohio"
"hh5","40",48,2006,"oklahoma"
"hh5","41",66,2006,"oregon"
"hh5","42",147,2006,"pennsylvania"
"hh5","44",115,2006,"rhode island"
"hh5","45",43,2006,"south carolina"
"hh5","46",43,2006,"south dakota"
"hh5","47",46,2006,"tennessee"
"hh5","48",257,2006,"texas"
"hh5","49",66,2006,"utah"
"hh5","50",73,2006,"vermont"
"hh5","51",184,2006,"virginia"
"hh5","53",104,2006,"washington"
"hh5","54",33,2006,"west virginia"
"hh5","55",97,2006,"wisconsin"
"hh5","56",39,2006,"wyoming"
"hh1","0",18073,2007,"united states"
"hh2","0",18511,2007,"united states"
"hh3","0",13807,2007,"united states"
"hh4","0",19277,2007,"united states"
"hh5","0",6204,2007,"united states"
"hh1","1",254,2007,"alabama"
"hh1","2",170,2007,"alaska"
"hh1","4",264,2007,"arizona"
"hh1","5",241,2007,"arkansas"
"hh1","6",1479,2007,"california"
"hh1","8",315,2007,"colorado"
"hh1","9",321,2007,"connecticut"
"hh1","10",215,2007,"delaware"
"hh1","11",371,2007,"district of columbia"
"hh1","12",867,2007,"florida"
"hh1","13",414,2007,"georgia"
"hh1","15",203,2007,"hawaii"
"hh1","16",164,2007,"idaho"
"hh1","17",501,2007,"illinois"
"hh1","18",303,2007,"indiana"
"hh1","19",282,2007,"iowa"
"hh1","20",274,2007,"kansas"
"hh1","21",352,2007,"kentucky"
"hh1","22",223,2007,"louisiana"
"hh1","23",316,2007,"maine"
"hh1","24",307,2007,"maryland"
"hh1","25",261,2007,"massachusetts"
"hh1","26",414,2007,"michigan"
"hh1","27",311,2007,"minnesota"
"hh1","28",289,2007,"mississippi"
"hh1","29",307,2007,"missouri"
"hh1","30",202,2007,"montana"
"hh1","31",234,2007,"nebraska"
"hh1","32",221,2007,"nevada"
"hh1","33",201,2007,"new hampshire"
"hh1","34",321,2007,"new jersey"
"hh1","35",247,2007,"new mexico"
"hh1","36",914,2007,"new york"
"hh1","37",476,2007,"north carolina"
"hh1","38",227,2007,"north dakota"
"hh1","39",514,2007,"ohio"
"hh1","40",278,2007,"oklahoma"
"hh1","41",249,2007,"oregon"
"hh1","42",552,2007,"pennsylvania"
"hh1","44",268,2007,"rhode island"
"hh1","45",301,2007,"south carolina"
"hh1","46",252,2007,"south dakota"
"hh1","47",296,2007,"tennessee"
"hh1","48",1156,2007,"texas"
"hh1","49",137,2007,"utah"
"hh1","50",259,2007,"vermont"
"hh1","51",300,2007,"virginia"
"hh1","53",260,2007,"washington"
"hh1","54",248,2007,"west virginia"
"hh1","55",315,2007,"wisconsin"
"hh1","56",227,2007,"wyoming"
"hh2","1",238,2007,"alabama"
"hh2","2",210,2007,"alaska"
"hh2","4",266,2007,"arizona"
"hh2","5",234,2007,"arkansas"
"hh2","6",1565,2007,"california"
"hh2","8",323,2007,"colorado"
"hh2","9",309,2007,"connecticut"
"hh2","10",287,2007,"delaware"
"hh2","11",287,2007,"district of columbia"
"hh2","12",871,2007,"florida"
"hh2","13",439,2007,"georgia"
"hh2","15",276,2007,"hawaii"
"hh2","16",229,2007,"idaho"
"hh2","17",552,2007,"illinois"
"hh2","18",278,2007,"indiana"
"hh2","19",368,2007,"iowa"
"hh2","20",269,2007,"kansas"
"hh2","21",279,2007,"kentucky"
"hh2","22",167,2007,"louisiana"
"hh2","23",339,2007,"maine"
"hh2","24",373,2007,"maryland"
"hh2","25",211,2007,"massachusetts"
"hh2","26",453,2007,"michigan"
"hh2","27",385,2007,"minnesota"
"hh2","28",192,2007,"mississippi"
"hh2","29",344,2007,"missouri"
"hh2","30",201,2007,"montana"
"hh2","31",288,2007,"nebraska"
"hh2","32",328,2007,"nevada"
"hh2","33",299,2007,"new hampshire"
"hh2","34",342,2007,"new jersey"
"hh2","35",205,2007,"new mexico"
"hh2","36",743,2007,"new york"
"hh2","37",413,2007,"north carolina"
"hh2","38",229,2007,"north dakota"
"hh2","39",497,2007,"ohio"
"hh2","40",250,2007,"oklahoma"
"hh2","41",251,2007,"oregon"
"hh2","42",565,2007,"pennsylvania"
"hh2","44",261,2007,"rhode island"
"hh2","45",293,2007,"south carolina"
"hh2","46",327,2007,"south dakota"
"hh2","47",265,2007,"tennessee"
"hh2","48",1078,2007,"texas"
"hh2","49",214,2007,"utah"
"hh2","50",259,2007,"vermont"
"hh2","51",375,2007,"virginia"
"hh2","53",296,2007,"washington"
"hh2","54",236,2007,"west virginia"
"hh2","55",324,2007,"wisconsin"
"hh2","56",228,2007,"wyoming"
"hh3","1",136,2007,"alabama"
"hh3","2",182,2007,"alaska"
"hh3","4",185,2007,"arizona"
"hh3","5",158,2007,"arkansas"
"hh3","6",1108,2007,"california"
"hh3","8",285,2007,"colorado"
"hh3","9",270,2007,"connecticut"
"hh3","10",215,2007,"delaware"
"hh3","11",202,2007,"district of columbia"
"hh3","12",612,2007,"florida"
"hh3","13",267,2007,"georgia"
"hh3","15",242,2007,"hawaii"
"hh3","16",169,2007,"idaho"
"hh3","17",431,2007,"illinois"
"hh3","18",222,2007,"indiana"
"hh3","19",266,2007,"iowa"
"hh3","20",211,2007,"kansas"
"hh3","21",188,2007,"kentucky"
"hh3","22",113,2007,"louisiana"
"hh3","23",276,2007,"maine"
"hh3","24",305,2007,"maryland"
"hh3","25",168,2007,"massachusetts"
"hh3","26",341,2007,"michigan"
"hh3","27",324,2007,"minnesota"
"hh3","28",98,2007,"mississippi"
"hh3","29",221,2007,"missouri"
"hh3","30",151,2007,"montana"
"hh3","31",219,2007,"nebraska"
"hh3","32",265,2007,"nevada"
"hh3","33",312,2007,"new hampshire"
"hh3","34",238,2007,"new jersey"
"hh3","35",148,2007,"new mexico"
"hh3","36",537,2007,"new york"
"hh3","37",327,2007,"north carolina"
"hh3","38",193,2007,"north dakota"
"hh3","39",384,2007,"ohio"
"hh3","40",194,2007,"oklahoma"
"hh3","41",206,2007,"oregon"
"hh3","42",413,2007,"pennsylvania"
"hh3","44",201,2007,"rhode island"
"hh3","45",206,2007,"south carolina"
"hh3","46",203,2007,"south dakota"
"hh3","47",196,2007,"tennessee"
"hh3","48",709,2007,"texas"
"hh3","49",187,2007,"utah"
"hh3","50",173,2007,"vermont"
"hh3","51",272,2007,"virginia"
"hh3","53",232,2007,"washington"
"hh3","54",171,2007,"west virginia"
"hh3","55",292,2007,"wisconsin"
"hh3","56",183,2007,"wyoming"
"hh4","1",162,2007,"alabama"
"hh4","2",363,2007,"alaska"
"hh4","4",236,2007,"arizona"
"hh4","5",162,2007,"arkansas"
"hh4","6",1739,2007,"california"
"hh4","8",487,2007,"colorado"
"hh4","9",473,2007,"connecticut"
"hh4","10",301,2007,"delaware"
"hh4","11",267,2007,"district of columbia"
"hh4","12",732,2007,"florida"
"hh4","13",428,2007,"georgia"
"hh4","15",396,2007,"hawaii"
"hh4","16",193,2007,"idaho"
"hh4","17",613,2007,"illinois"
"hh4","18",284,2007,"indiana"
"hh4","19",358,2007,"iowa"
"hh4","20",286,2007,"kansas"
"hh4","21",221,2007,"kentucky"
"hh4","22",137,2007,"louisiana"
"hh4","23",331,2007,"maine"
"hh4","24",577,2007,"maryland"
"hh4","25",318,2007,"massachusetts"
"hh4","26",434,2007,"michigan"
"hh4","27",514,2007,"minnesota"
"hh4","28",130,2007,"mississippi"
"hh4","29",291,2007,"missouri"
"hh4","30",169,2007,"montana"
"hh4","31",276,2007,"nebraska"
"hh4","32",309,2007,"nevada"
"hh4","33",519,2007,"new hampshire"
"hh4","34",476,2007,"new jersey"
"hh4","35",164,2007,"new mexico"
"hh4","36",797,2007,"new york"
"hh4","37",300,2007,"north carolina"
"hh4","38",220,2007,"north dakota"
"hh4","39",511,2007,"ohio"
"hh4","40",180,2007,"oklahoma"
"hh4","41",251,2007,"oregon"
"hh4","42",570,2007,"pennsylvania"
"hh4","44",328,2007,"rhode island"
"hh4","45",221,2007,"south carolina"
"hh4","46",254,2007,"south dakota"
"hh4","47",218,2007,"tennessee"
"hh4","48",922,2007,"texas"
"hh4","49",219,2007,"utah"
"hh4","50",256,2007,"vermont"
"hh4","51",458,2007,"virginia"
"hh4","53",416,2007,"washington"
"hh4","54",166,2007,"west virginia"
"hh4","55",378,2007,"wisconsin"
"hh4","56",266,2007,"wyoming"
"hh5","1",45,2007,"alabama"
"hh5","2",90,2007,"alaska"
"hh5","4",66,2007,"arizona"
"hh5","5",29,2007,"arkansas"
"hh5","6",709,2007,"california"
"hh5","8",164,2007,"colorado"
"hh5","9",250,2007,"connecticut"
"hh5","10",98,2007,"delaware"
"hh5","11",147,2007,"district of columbia"
"hh5","12",219,2007,"florida"
"hh5","13",125,2007,"georgia"
"hh5","15",135,2007,"hawaii"
"hh5","16",60,2007,"idaho"
"hh5","17",216,2007,"illinois"
"hh5","18",62,2007,"indiana"
"hh5","19",87,2007,"iowa"
"hh5","20",57,2007,"kansas"
"hh5","21",56,2007,"kentucky"
"hh5","22",40,2007,"louisiana"
"hh5","23",76,2007,"maine"
"hh5","24",229,2007,"maryland"
"hh5","25",161,2007,"massachusetts"
"hh5","26",118,2007,"michigan"
"hh5","27",163,2007,"minnesota"
"hh5","28",39,2007,"mississippi"
"hh5","29",73,2007,"missouri"
"hh5","30",31,2007,"montana"
"hh5","31",73,2007,"nebraska"
"hh5","32",83,2007,"nevada"
"hh5","33",180,2007,"new hampshire"
"hh5","34",237,2007,"new jersey"
"hh5","35",56,2007,"new mexico"
"hh5","36",304,2007,"new york"
"hh5","37",91,2007,"north carolina"
"hh5","38",44,2007,"north dakota"
"hh5","39",119,2007,"ohio"
"hh5","40",50,2007,"oklahoma"
"hh5","41",69,2007,"oregon"
"hh5","42",172,2007,"pennsylvania"
"hh5","44",127,2007,"rhode island"
"hh5","45",40,2007,"south carolina"
"hh5","46",84,2007,"south dakota"
"hh5","47",56,2007,"tennessee"
"hh5","48",261,2007,"texas"
"hh5","49",78,2007,"utah"
"hh5","50",73,2007,"vermont"
"hh5","51",183,2007,"virginia"
"hh5","53",108,2007,"washington"
"hh5","54",30,2007,"west virginia"
"hh5","55",90,2007,"wisconsin"
"hh5","56",51,2007,"wyoming"
"hh1","0",18017,2008,"united states"
"hh2","0",18464,2008,"united states"
"hh3","0",13748,2008,"united states"
"hh4","0",19443,2008,"united states"
"hh5","0",6513,2008,"united states"
"hh1","1",239,2008,"alabama"
"hh1","2",172,2008,"alaska"
"hh1","4",255,2008,"arizona"
"hh1","5",241,2008,"arkansas"
"hh1","6",1478,2008,"california"
"hh1","8",322,2008,"colorado"
"hh1","9",334,2008,"connecticut"
"hh1","10",269,2008,"delaware"
"hh1","11",334,2008,"district of columbia"
"hh1","12",825,2008,"florida"
"hh1","13",453,2008,"georgia"
"hh1","15",214,2008,"hawaii"
"hh1","16",176,2008,"idaho"
"hh1","17",504,2008,"illinois"
"hh1","18",304,2008,"indiana"
"hh1","19",291,2008,"iowa"
"hh1","20",270,2008,"kansas"
"hh1","21",337,2008,"kentucky"
"hh1","22",250,2008,"louisiana"
"hh1","23",312,2008,"maine"
"hh1","24",312,2008,"maryland"
"hh1","25",270,2008,"massachusetts"
"hh1","26",430,2008,"michigan"
"hh1","27",330,2008,"minnesota"
"hh1","28",271,2008,"mississippi"
"hh1","29",323,2008,"missouri"
"hh1","30",184,2008,"montana"
"hh1","31",225,2008,"nebraska"
"hh1","32",205,2008,"nevada"
"hh1","33",217,2008,"new hampshire"
"hh1","34",296,2008,"new jersey"
"hh1","35",261,2008,"new mexico"
"hh1","36",885,2008,"new york"
"hh1","37",447,2008,"north carolina"
"hh1","38",208,2008,"north dakota"
"hh1","39",521,2008,"ohio"
"hh1","40",259,2008,"oklahoma"
"hh1","41",218,2008,"oregon"
"hh1","42",525,2008,"pennsylvania"
"hh1","44",292,2008,"rhode island"
"hh1","45",326,2008,"south carolina"
"hh1","46",256,2008,"south dakota"
"hh1","47",314,2008,"tennessee"
"hh1","48",1170,2008,"texas"
"hh1","49",108,2008,"utah"
"hh1","50",239,2008,"vermont"
"hh1","51",305,2008,"virginia"
"hh1","53",239,2008,"washington"
"hh1","54",257,2008,"west virginia"
"hh1","55",336,2008,"wisconsin"
"hh1","56",208,2008,"wyoming"
"hh2","1",233,2008,"alabama"
"hh2","2",198,2008,"alaska"
"hh2","4",265,2008,"arizona"
"hh2","5",241,2008,"arkansas"
"hh2","6",1500,2008,"california"
"hh2","8",360,2008,"colorado"
"hh2","9",320,2008,"connecticut"
"hh2","10",280,2008,"delaware"
"hh2","11",285,2008,"district of columbia"
"hh2","12",829,2008,"florida"
"hh2","13",446,2008,"georgia"
"hh2","15",270,2008,"hawaii"
"hh2","16",230,2008,"idaho"
"hh2","17",566,2008,"illinois"
"hh2","18",315,2008,"indiana"
"hh2","19",356,2008,"iowa"
"hh2","20",280,2008,"kansas"
"hh2","21",280,2008,"kentucky"
"hh2","22",195,2008,"louisiana"
"hh2","23",360,2008,"maine"
"hh2","24",370,2008,"maryland"
"hh2","25",202,2008,"massachusetts"
"hh2","26",437,2008,"michigan"
"hh2","27",400,2008,"minnesota"
"hh2","28",210,2008,"mississippi"
"hh2","29",315,2008,"missouri"
"hh2","30",187,2008,"montana"
"hh2","31",287,2008,"nebraska"
"hh2","32",309,2008,"nevada"
"hh2","33",303,2008,"new hampshire"
"hh2","34",322,2008,"new jersey"
"hh2","35",215,2008,"new mexico"
"hh2","36",785,2008,"new york"
"hh2","37",425,2008,"north carolina"
"hh2","38",233,2008,"north dakota"
"hh2","39",518,2008,"ohio"
"hh2","40",263,2008,"oklahoma"
"hh2","41",291,2008,"oregon"
"hh2","42",540,2008,"pennsylvania"
"hh2","44",270,2008,"rhode island"
"hh2","45",304,2008,"south carolina"
"hh2","46",256,2008,"south dakota"
"hh2","47",270,2008,"tennessee"
"hh2","48",1110,2008,"texas"
"hh2","49",190,2008,"utah"
"hh2","50",262,2008,"vermont"
"hh2","51",324,2008,"virginia"
"hh2","53",310,2008,"washington"
"hh2","54",219,2008,"west virginia"
"hh2","55",331,2008,"wisconsin"
"hh2","56",197,2008,"wyoming"
"hh3","1",145,2008,"alabama"
"hh3","2",180,2008,"alaska"
