"yr","r","s","Val"
"1997","MD","fof",0.0378039201132583
"1997","MD","fin",0.0688324794807988
"1997","MD","tsv",5.61033574510596
"1997","MD","nrs",1.02303879835993
"1997","MD","sec",1.53417171206047
"1997","MD","art",0.363810931651844
"1997","MD","mov",0.0919753974707167
"1997","MD","fpd",0.143170949465304
"1997","MD","slg",11.1590703286968
"1997","MD","pri",0.765352716067658
"1997","MD","grd",0.167661092364181
"1997","MD","pip",0.0340405222394453
"1997","MD","sle",1.2711409576801
"1997","MD","osv",3.35013455968509
"1997","MD","trn",0.117799206882989
"1997","MD","smn",0.0013470652354624
"1997","MD","fmt",0.500569380592668
"1997","MD","pet",0.0533360417534649
"1997","MD","mvt",1.33763021654631
"1997","MD","cep",1.79013559051801
"1997","MD","wst",0.238972713061772
"1997","MD","mot",0.299059021532699
"1997","MD","adm",2.85959704975567
"1997","MD","soc",0.834850704608446
"1997","MD","alt",0.178191399644931
"1997","MD","pmt",0.596274249759846
"1997","MD","trk",0.643349900952432
"1997","MD","fdd",9.33700714791078
"1997","MD","gmt",0.790488074688086
"1997","MD","wtt",0.0422388800489321
"1997","MD","wpd",0.115151651461926
"1997","MD","wht",4.71339996692805
"1997","MD","wrh",0.374469767018491
"1997","MD","ott",3.32936244439631
"1997","MD","che",0.868485799972649
"1997","MD","air",0.268426592788682
"1997","MD","mmf",0.196313494042592
"1997","MD","otr",0.743723137676959
"1997","MD","min",0.0655395151230334
"1997","OH","ppd",1.66286807160896
"1997","OH","res",1.29695496362033
"1997","OH","com",2.03509727528149
"1997","OH","amb",7.96183426153853
"1997","OH","fbp",2.33786578450695
"1997","OH","rec",0.702025552035494
"1997","OH","con",9.1543176063166
"1997","OH","agr",0.317681481493493
"1997","OH","eec",2.18616916752366
"1997","OH","fnd",3.51082960405284
"1997","OH","pub",1.6218918650303
"1997","OH","hou",1.10380692622348
"1997","OH","fbt",2.43432606406819
"1997","OH","ins",4.40410437811282
"1997","OH","tex",0.327876215287449
"1997","OH","leg",1.62644074500129
"1997","OH","fen",1.67173336577382
"1997","OH","uti",1.62320711781777
"1997","OH","nmp",1.92451953520278
"1997","OH","brd",2.27942458197091
"1997","OH","bnk",4.13094506638419
"1997","OH","ore",0.247701797545212
"1997","OH","edu",1.88348038177443
"1997","OH","ote",1.50870367793062
"1997","OH","man",5.22048037795116
"1997","OH","mch",5.6417901856024
"1997","OH","dat",0.686299519343676
"1997","OH","amd",1.44573959001401
"1997","OH","oil",0.15498233794823
"1997","OH","hos",6.99879156497881
"1997","OH","rnt",0.681903333271455
"1997","OH","pla",3.68471985274034
"1997","OH","fof",0.0611296292430917
"1997","OH","fin",0.0206544830274323
"1997","OH","tsv",6.69071010681511
"1997","OH","nrs",2.44540260974999
"1997","OH","sec",1.34829430828513
"1997","OH","art",0.623906579737879
"1997","OH","mov",0.154882347438971
"1997","OH","fpd",0.772204665411144
"1997","OH","slg",5.15575955894901
"1997","OH","pri",1.58174917316003
"1997","OH","grd",0.133125481004995
"1997","OH","pip",0.0572278638650884
"1997","OH","sle",0.587297772151971
"1997","OH","osv",6.75025155046111
"1997","OH","trn",0.607818337298351
"1997","OH","smn",0.0781625205031594
"1997","OH","fmt",6.01655795200881
"1997","OH","pet",0.452041654487419
"1997","OH","mvt",2.97956686974117
"1997","OH","cep",2.04404548711591
"1997","OH","wst",0.563027228411125
"1997","OH","mot",9.17862000932
"1997","OH","adm",6.02946851846265
"1997","OH","soc",2.10391887890237
"1997","OH","alt",0.141288072655443
"1997","OH","pmt",5.20051968931691
"1997","OH","trk",2.3739292700146
"1997","OH","fdd",4.78030570197907
"1997","OH","gmt",1.76080956390728
"1997","OH","wtt",0.115083387295326
"1997","OH","wpd",0.624519775530804
"1997","OH","wht",10.9756665248139
"1997","OH","wrh",0.74110308074096
"1997","OH","ott",7.41614379966444
"1997","OH","che",3.18942103490011
"1997","OH","air",0.441592152243983
"1997","OH","mmf",1.32232929042288
"1997","OH","otr",1.66776112830086
"1997","OH","min",0.447813900848847
"1997","TN","ppd",1.02507060709839
"1997","TN","res",1.82872740202679
"1997","TN","com",0.467760002036365
"1997","TN","amb",4.18805753719912
"1997","TN","fbp",1.36009261256344
"1997","TN","rec",0.403537913136648
"1997","TN","con",4.29411623902377
"1997","TN","agr",0.146018322594681
"1997","TN","eec",1.26652375076998
"1997","TN","fnd",1.5654208901302
"1997","TN","pub",0.468143315480634
"1997","TN","hou",0.474944446439224
"1997","TN","fbt",1.17890193526963
"1997","TN","ins",1.83051783637271
"1997","TN","tex",0.52828121236749
"1997","TN","leg",0.588911532157326
"1997","TN","fen",0.745398275806103
"1997","TN","uti",0.194973887140922
"1997","TN","nmp",0.621373560116678
"1997","TN","brd",1.17085056275212
"1997","TN","bnk",2.05074551818208
"1997","TN","ore",0.106580770895881
"1997","TN","edu",0.971324646915595
"1997","TN","ote",0.319838856171435
"1997","TN","man",0.832315049150129
"1997","TN","mch",1.53079940610773
"1997","TN","dat",0.174094283151271
"1997","TN","amd",0.914798218845595
"1997","TN","oil",0.00230158076730461
"1997","TN","hos",2.77059289730298
"1997","TN","rnt",0.362926891906784
"1997","TN","pla",1.20109322331793
"1997","TN","fof",0.0749600416060883
"1997","TN","fin",0.00754335339549397
"1997","TN","tsv",3.14267731110349
"1997","TN","nrs",0.968054990453198
"1997","TN","sec",0.748244775828137
"1997","TN","art",0.300339590952676
"1997","TN","mov",0.285569067734604
"1997","TN","fpd",0.766302008902365
"1997","TN","slg",2.19843963149315
"1997","TN","pri",0.918178940214174
"1997","TN","grd",0.1220974786632
"1997","TN","pip",0.0333993034794376
"1997","TN","sle",0.250426476065095
"1997","TN","osv",3.47873632969899
"1997","TN","trn",0.319441355171599
"1997","TN","smn",0.00715408161488476
"1997","TN","fmt",1.94148239092001
"1997","TN","pet",0.0746173032215342
"1997","TN","mvt",1.44295261051961
"1997","TN","cep",0.696551171956299
"1997","TN","wst",0.190745267768587
"1997","TN","mot",2.49534912822736
"1997","TN","adm",2.9895814245075
"1997","TN","soc",0.597147256439951
"1997","TN","alt",0.798733563970419
"1997","TN","pmt",0.819583763384178
"1997","TN","trk",1.93051099472337
"1997","TN","fdd",2.85367354940371
"1997","TN","gmt",0.852729563706222
"1997","TN","wtt",0.0374037655657844
"1997","TN","wpd",0.558747489224981
"1997","TN","wht",5.45576176794505
"1997","TN","wrh",0.397337889291904
"1997","TN","ott",3.59150994877461
"1997","TN","che",1.98195354079629
"1997","TN","air",0.278627982441142
"1997","TN","mmf",0.750844278159429
"1997","TN","otr",1.98779666031775
"1997","TN","min",0.224714688306753
"1997","WI","ppd",2.84798889642775
"1997","WI","res",0.906196171246984
"1997","WI","com",0.911599222565961
"1997","WI","amb",4.25732494706016
"1997","WI","fbp",2.1459717606904
"1997","WI","rec",0.324149648653138
"1997","WI","con",4.66167682434364
"1997","WI","agr",0.608379977289811
"1997","WI","eec",1.63614796170188
"1997","WI","fnd",1.66197292917914
"1997","WI","pub",0.716653948273727
"1997","WI","hou",0.580144850572654
"1997","WI","fbt",1.07283892392878
"1997","WI","ins",2.23131331837789
"1997","WI","tex",0.157225685110565
"1997","WI","leg",0.784653922915022
"1997","WI","fen",0.791372955131266
"1997","WI","uti",0.78233736862039
"1997","WI","nmp",0.432633111564728
"1997","WI","brd",0.986914194246932
"1997","WI","bnk",0.953748654270149
"1997","WI","ore",0.130188458605804
"1997","WI","edu",0.939774545938966
"1997","WI","ote",0.476785485434531
"1997","WI","man",1.83954959218387
"1997","WI","mch",4.56445756754377
"1997","WI","dat",0.202729795118614
"1997","WI","amd",0.640494819592552
"1997","WI","oil",0.000200435246657977
"1997","WI","hos",2.77941690579836
"1997","WI","rnt",0.223023470282709
"1997","WI","pla",1.17608588633293
"1997","WI","fof",0.0949174250524281
"1997","WI","fin",0.0244712528947926
"1997","WI","tsv",2.26156235352336
"1997","WI","nrs",0.971138130335666
"1997","WI","sec",0.731482376492355
"1997","WI","art",0.288895487610542
"1997","WI","mov",0.0787155141628252
"1997","WI","fpd",0.556907903596755
"1997","WI","slg",1.59777684910697
"1997","WI","pri",1.39131995046308
"1997","WI","grd",0.235691603230706
"1997","WI","pip",0.0277714021750851
"1997","WI","sle",0.182004372614267
"1997","WI","osv",2.72982291587805
"1997","WI","trn",0.264870787888914
"1997","WI","smn",0.00316560330333665
"1997","WI","fmt",3.134976703643
"1997","WI","pet",0.0281727291208401
"1997","WI","mvt",1.31313358612481
"1997","WI","cep",1.39981537565508
"1997","WI","wst",0.164826961844081
"1997","WI","mot",1.40969436849946
"1997","WI","adm",2.06788464683093
"1997","WI","soc",0.950792635407626
"1997","WI","alt",0.266701979140366
"1997","WI","pmt",1.197321744421
"1997","WI","trk",1.62083295933228
"1997","WI","fdd",1.43570419531311
"1997","WI","gmt",0.776011507114552
"1997","WI","wtt",0.00440714932190735
"1997","WI","wpd",0.833486981954121
"1997","WI","wht",4.73838691410716
"1997","WI","wrh",0.293968309103537
"1997","WI","ott",3.26839031597792
"1997","WI","che",0.818974438688006
"1997","WI","air",0.181417619286405
"1997","WI","mmf",0.79727722122214
"1997","WI","otr",0.459299381592567
"1997","WI","min",0.126107421322442
"1997","RI","ppd",0.0829599768403252
"1997","RI","res",0.205049061587046
"1997","RI","com",0.188319925427739
"1997","RI","amb",0.917233346283809
"1997","RI","fbp",0.112828608274853
"1997","RI","rec",0.044968704491781
"1997","RI","con",0.604180735700932
"1997","RI","agr",0.0132523492229836
"1997","RI","eec",0.118345257487028
"1997","RI","fnd",0.361294397687944
"1997","RI","pub",0.195881770959871
"1997","RI","hou",0.0955953174310369
"1997","RI","fbt",0.175706213801299
"1997","RI","ins",0.397520291598482
"1997","RI","tex",0.281396883345061
"1997","RI","leg",0.176729490062401
"1997","RI","fen",0.172035663247473
"1997","RI","uti",0.111275169475157
"1997","RI","nmp",0.0529508880654592
"1997","RI","brd",0.25250848926361
"1997","RI","bnk",0.427827757090457
"1997","RI","ore",0.0214522407877869
"1997","RI","edu",0.527806964776163
"1997","RI","ote",0.0607668434756735
"1997","RI","man",0.379524608689598
"1997","RI","mch",0.171665365421127
"1997","RI","dat",0.149327823582803
"1997","RI","amd",0.165824836021127
"1997","RI","hos",0.856549629495307
"1997","RI","rnt",0.0436984835509851
"1997","RI","pla",0.156087922929795
"1997","RI","fof",0.0177708397421285
"1997","RI","fin",0.0174357561159782
"1997","RI","tsv",0.478795905626174
"1997","RI","nrs",0.299281480224301
"1997","RI","sec",0.131442410157877
"1997","RI","art",0.0525818992294697
"1997","RI","mov",0.0174500284094913
"1997","RI","fpd",0.0649673163003653
"1997","RI","slg",1.87593387893507
"1997","RI","pri",0.145331575850138
"1997","RI","grd",0.0354149014605298
"1997","RI","pip",0.00278778841494095
"1997","RI","sle",0.213689520468553
"1997","RI","osv",0.72585869092745
"1997","RI","trn",0.00883255089984964
"1997","RI","smn",0.00222265763851296
"1997","RI","fmt",0.429633390514217
"1997","RI","pet",0.000612616039548412
"1997","RI","mvt",0.215060924326259
"1997","RI","cep",0.286616168500486
"1997","RI","wst",0.0472184042931963
"1997","RI","mot",0.0307851678016343
"1997","RI","adm",0.437984961193514
"1997","RI","soc",0.264692158243112
"1997","RI","alt",0.019637683137363
"1997","RI","pmt",0.08108151773041
"1997","RI","trk",0.0837215348167115
"1997","RI","fdd",0.628275101420294
"1997","RI","gmt",0.127092744996628
"1997","RI","wtt",0.00267400071216851
"1997","RI","wpd",0.0288619450157664
"1997","RI","wht",0.763541661640821
"1997","RI","wrh",0.0331779114172083
"1997","RI","ott",0.535286774963651
"1997","RI","che",0.17435319146529
"1997","RI","air",0.0175605099810259
"1997","RI","mmf",0.625102300403877
"1997","RI","otr",0.0842876877079288
"1997","RI","min",0.00742647037908687
"1997","AK","ppd",0.0209651037797858
"1997","AK","res",0.296571719986216
"1997","AK","com",0.0306013039751798
"1997","AK","amb",0.330332267443984
"1997","AK","fbp",0.295519171538472
"1997","AK","rec",0.0107020877259259
"1997","AK","con",0.772330555070344
"1997","AK","agr",0.00561185815758428
"1997","AK","eec",0.00150001587720844
"1997","AK","fnd",0.519597929449577
"1997","AK","pub",0.0351974804505869
"1997","AK","hou",0.0585291976587203
"1997","AK","fbt",0.123457337570083
"1997","AK","ins",0.0938614446564161
"1997","AK","tex",0.00301418310463844
"1997","AK","leg",0.0781622650363549
"1997","AK","fen",0.247414227806762
"1997","AK","uti",0.090970050088109
"1997","AK","nmp",0.0167888558835176
"1997","AK","brd",0.214458058543823
"1997","AK","bnk",0.164444214406566
"1997","AK","ore",0.0131343508765126
"1997","AK","edu",0.0580404883364587
"1997","AK","ote",0.00320522305173205
"1997","AK","man",0.131954535393478
"1997","AK","mch",0.00360505952584321
"1997","AK","dat",0.017070032546767
"1997","AK","amd",0.108883634124795
"1997","AK","oil",0.486742517133066
"1997","AK","hos",0.263464287608881
"1997","AK","rnt",0.0340979731241066
"1997","AK","pla",0.00311623130095949
"1997","AK","fof",0.105064892632704
"1997","AK","fin",0.0124655708480568
"1997","AK","tsv",0.313491790651715
"1997","AK","nrs",0.0920553570588624
"1997","AK","sec",0.177766860702262
"1997","AK","art",0.0262043415820771
"1997","AK","mov",0.00471436635051206
"1997","AK","fpd",0.00413087817583741
"1997","AK","slg",5.12357350785513
"1997","AK","pri",0.0164698928825152
"1997","AK","grd",0.0373476933243534
"1997","AK","pip",0.11299955879825
"1997","AK","sle",0.583631426604691
"1997","AK","osv",0.353093491638178
"1997","AK","smn",0.462981514592451
"1997","AK","fmt",0.0175568956526538
"1997","AK","pet",0.0376323949601382
"1997","AK","mvt",0.151109335055769
"1997","AK","cep",0.000896595263641707
"1997","AK","wst",0.0383138215624735
"1997","AK","mot",0.00152299015977383
"1997","AK","adm",0.279859775003088
"1997","AK","soc",0.0215451601747056
"1997","AK","alt",0.0012080866369252
"1997","AK","pmt",0.000671421495112071
"1997","AK","trk",0.108381375275242
"1997","AK","fdd",0.997654467521555
"1997","AK","gmt",0.0892998123532566
"1997","AK","wtt",0.0318604582205338
"1997","AK","wpd",0.0185672556460512
"1997","AK","wht",0.353708542339638
"1997","AK","wrh",0.0128933126127916
"1997","AK","ott",0.376111229328646
"1997","AK","che",0.017146007772998
"1997","AK","air",0.331091132317516
"1997","AK","mmf",0.00515784870021639
"1997","AK","otr",0.259917309400799
"1997","AK","min",0.102169694192963
"1997","WV","ppd",0.0365269789708807
"1997","WV","res",0.386417830204596
"1997","WV","com",0.0538648052701734
"1997","WV","amb",1.00868785659653
"1997","WV","fbp",0.141973951458898
"1997","WV","rec",0.0436683708675764
"1997","WV","con",1.206843984196
"1997","WV","agr",0.0278924969668996
"1997","WV","eec",0.0610146796534827
"1997","WV","fnd",0.548427609462016
"1997","WV","pub",0.0830517095580095
"1997","WV","hou",0.0779234949983929
"1997","WV","fbt",0.298958914547052
"1997","WV","ins",0.389070425440458
"1997","WV","tex",0.0182711609129812
"1997","WV","leg",0.18003477266462
"1997","WV","fen",0.261141905716775
"1997","WV","uti",0.481314519263184
"1997","WV","nmp",0.201839864607516
"1997","WV","brd",0.324667170022898
"1997","WV","bnk",0.36058286109886
"1997","WV","ore",0.0174865633867199
"1997","WV","edu",0.174775856369512
"1997","WV","ote",0.104685887581029
"1997","WV","man",0.202179967493716
"1997","WV","mch",0.116706394142069
"1997","WV","dat",0.0249623342995807
"1997","WV","amd",0.207914805648781
"1997","WV","oil",0.104394825558338
"1997","WV","hos",1.04186359063068
"1997","WV","rnt",0.0560071733247989
"1997","WV","pla",0.0953357451409316
"1997","WV","fof",0.0374284945986742
"1997","WV","fin",0.000630870566827525
"1997","WV","tsv",0.4476953286437
"1997","WV","nrs",0.364030835877517
"1997","WV","sec",0.0692354858142701
"1997","WV","art",0.0551519206604962
"1997","WV","mov",0.0083594543372444
"1997","WV","fpd",0.0404105438231895
"1997","WV","slg",0.810769297665584
"1997","WV","pri",0.0350963851553685
"1997","WV","grd",0.0143172331582195
"1997","WV","pip",0.170850203556582
"1997","WV","sle",0.0923555485479778
"1997","WV","osv",0.813647696484357
"1997","WV","trn",0.219008738043186
"1997","WV","smn",0.0843383120280246
"1997","WV","fmt",0.328106688561846
"1997","WV","pet",0.061377751317588
"1997","WV","mvt",0.365919787963633
"1997","WV","cep",0.034235135793455
"1997","WV","wst",0.0615610776222517
"1997","WV","mot",0.0675202377730458
"1997","WV","adm",0.402751438084312
"1997","WV","soc",0.194451679197342
"1997","WV","alt",0.0382407243716425
"1997","WV","pmt",0.652285152611952
"1997","WV","trk",0.30961239089798
"1997","WV","fdd",1.07524614378263
"1997","WV","gmt",0.216244538363141
"1997","WV","wtt",0.0340292432192708
"1997","WV","wpd",0.198071435807197
"1997","WV","wht",1.03119912153656
"1997","WV","wrh",0.0605198523646327
"1997","WV","ott",0.910774580775481
"1997","WV","che",1.0771886749165
"1997","WV","air",0.0105936611745879
"1997","WV","mmf",0.0595600583880407
"1997","WV","otr",0.115696375062109
"1997","WV","min",1.30456662426333
"1997","AZ","ppd",0.151621143238908
"1997","AZ","res",2.05375767920956
"1997","AZ","com",0.562906739401175
"1997","AZ","amb",3.1870531062376
"1997","AZ","fbp",0.347649894369303
"1997","AZ","rec",0.323478278929409
"1997","AZ","con",5.00370437502907
"1997","AZ","agr",0.327036035191868
"1997","AZ","eec",0.10640396934975
"1997","AZ","fnd",1.51118085317085
"1997","AZ","pub",0.518534682112174
"1997","AZ","hou",0.600319825482877
"1997","AZ","fbt",1.00433019063163
"1997","AZ","ins",1.38244784366111
"1997","AZ","tex",0.0573484962535962
"1997","AZ","leg",0.778105992306815
"1997","AZ","fen",0.719571081162114
"1997","AZ","uti",0.711043229434236
"1997","AZ","nmp",0.297062215031738
"1997","AZ","brd",1.00780504133698
"1997","AZ","bnk",2.21406204635975
"1997","AZ","ore",0.134715860483766
"1997","AZ","edu",0.512857043850783
"1997","AZ","ote",1.66944540496891
"1997","AZ","man",0.912019432624724
"1997","AZ","mch",0.414392009995326
"1997","AZ","dat",0.216981590814907
"1997","AZ","amd",0.855343200843357
"1997","AZ","oil",0.00144902167863048
"1997","AZ","hos",1.8846767358441
"1997","AZ","rnt",0.413081016835698
"1997","AZ","pla",0.253383443854703
"1997","AZ","fof",0.193654624921163
"1997","AZ","fin",0.0230725746229933
"1997","AZ","tsv",2.84828789426819
"1997","AZ","nrs",0.658512739746409
"1997","AZ","sec",0.508045644021274
"1997","AZ","art",0.283999554057481
"1997","AZ","mov",0.0858516891589386
"1997","AZ","fpd",0.224410158871161
"1997","AZ","slg",6.53397698233058
"1997","AZ","pri",0.330149333053852
"1997","AZ","grd",0.128912658057592
"1997","AZ","pip",0.0123359308857617
"1997","AZ","sle",0.744291909104708
"1997","AZ","osv",2.98093988480606
"1997","AZ","trn",0.192746942401217
"1997","AZ","smn",0.019952621249432
"1997","AZ","fmt",0.753521218446655
"1997","AZ","pet",0.0117031179627735
"1997","AZ","mvt",1.22928025397136
"1997","AZ","cep",3.72967624365468
"1997","AZ","wst",0.105306341751768
"1997","AZ","mot",0.27998682179854
"1997","AZ","adm",3.30325927815801
"1997","AZ","soc",0.446450508693684
"1997","AZ","alt",0.0359024389677289
"1997","AZ","pmt",0.298452767972405
"1997","AZ","trk",0.624623457572162
"1997","AZ","fdd",2.24538586831448
"1997","AZ","gmt",0.726457408926407
"1997","AZ","wtt",0.000445666785361418
"1997","AZ","wpd",0.20999733045229
"1997","AZ","wht",3.90247297557587
"1997","AZ","wrh",0.163455481965959
"1997","AZ","ott",3.05967931987765
"1997","AZ","che",0.265109873897292
"1997","AZ","air",0.823048887951948
"1997","AZ","mmf",0.358106942020902
"1997","AZ","otr",0.501869812199802
"1997","AZ","min",0.682599436398802
"1997","NH","ppd",0.195616948556698
"1997","NH","res",0.424844285386179
"1997","NH","com",0.298746562218874
"1997","NH","amb",0.933849938042965
"1997","NH","fbp",0.140132628998959
"1997","NH","rec",0.0493310653842727
"1997","NH","con",0.827177072409725
"1997","NH","agr",0.0394571455678007
"1997","NH","eec",0.270502629712721
"1997","NH","fnd",0.32574247595223
"1997","NH","pub",0.308147331390925
"1997","NH","hou",0.138737475610823
"1997","NH","fbt",0.270791198602132
"1997","NH","ins",0.69134961660343
"1997","NH","tex",0.116779120645341
"1997","NH","leg",0.248221278360157
"1997","NH","fen",0.155107090663271
"1997","NH","uti",0.231012983522096
"1997","NH","nmp",0.0952622670305209
"1997","NH","brd",0.156665156898549
"1997","NH","bnk",0.311912057301215
"1997","NH","ore",0.0311336351306136
"1997","NH","edu",0.466122906925143
"1997","NH","ote",0.0336261592122314
"1997","NH","man",0.413404699515269
"1997","NH","mch",0.428928349128292
"1997","NH","dat",0.0448063640748476
"1997","NH","amd",0.199786272245138
"1997","NH","hos",0.692633238936823
"1997","NH","rnt",0.0597679143017461
"1997","NH","pla",0.264039025290834
"1997","NH","fof",0.0214312259718876
"1997","NH","fin",0.00712546217938192
"1997","NH","tsv",0.68982879434398
"1997","NH","nrs",0.242008511665231
"1997","NH","sec",0.191935234963644
"1997","NH","art",0.0723415608168581
"1997","NH","mov",0.0234816532434328
"1997","NH","fpd",0.0500088495856727
"1997","NH","slg",0.371068672867464
"1997","NH","pri",0.202219777902382
"1997","NH","grd",0.0384570421040543
"1997","NH","pip",0.000929262804980315
"1997","NH","sle",0.0422688068360726
"1997","NH","osv",0.735579671381877
"1997","NH","trn",0.0267736222782069
"1997","NH","smn",0.00195324459142048
"1997","NH","fmt",0.548996564261081
