"state","hh","tl","tp","tl_avg","tlp"
"ks","hh4",0.222887554271819,0.1374637998009,0.0975336465246488,0.36035135407272
"ky","hh4",0.236114594022926,0.139930579192447,0.109678013553497,0.376045173215373
"la","hh4",0.21682149064663,0.138196654259374,0.0959506091445599,0.355018144906004
"me","hh4",0.240292283477185,0.138008439007612,0.105382550934884,0.378300722484796
"md","hh4",0.241031478533748,0.133000250013626,0.108330895618761,0.374031728547375
"ma","hh4",0.233698752017136,0.135358070709645,0.110147100579897,0.36905682272678
"mi","hh4",0.225584011589488,0.137484983876551,0.0997313265341034,0.363068995466039
"mn","hh4",0.244557891200543,0.140359926219108,0.104600917309816,0.384917817419652
"ms","hh4",0.224516543935694,0.138026713457443,0.100346530869366,0.362543257393138
"mo","hh4",0.228093071763803,0.138926436488362,0.0994142708063955,0.367019508252165
"mt","hh4",0.241792789708381,0.137110638452899,0.109118559861868,0.37890342816128
"ne","hh4",0.238852968847681,0.138118845266096,0.0987971518304698,0.376971814113777
"nv","hh4",0.186770442832059,0.137737392677141,0.0695172704749333,0.324507835509199
"nh","hh4",0.199229462659578,0.136052235489766,0.0826990519037753,0.335281698149344
"nj","hh4",0.22812138041693,0.138489916220242,0.0928059241717656,0.366611296637172
"nm","hh4",0.229716750250092,0.135659523240471,0.101752696563083,0.365376273490563
"ny","hh4",0.248264957837875,0.135370035965479,0.116141697938618,0.383634993803354
"nc","hh4",0.22947025101608,0.138596391430317,0.111780517075694,0.368066642446397
"nd","hh4",0.209376479867513,0.137958024324149,0.0884363332284443,0.347334504191662
"oh","hh4",0.219625344426434,0.139161978382093,0.0960051407935851,0.358787322808527
"ok","hh4",0.22545999538109,0.139665629875564,0.101090185213364,0.365125625256654
"or","hh4",0.247387838455039,0.138986203163278,0.119977937894942,0.386374041618316
"pa","hh4",0.214933754822086,0.137721736173129,0.100210459129434,0.352655490995214
"ri","hh4",0.22377643111508,0.138796441840128,0.0990924400701879,0.362572872955208
"sc","hh4",0.233532854368338,0.138981218888803,0.106017382115707,0.372514073257141
"sd","hh4",0.188594552644541,0.138916358416857,0.0714454327020266,0.327510911061398
"tn","hh4",0.182410937447559,0.138000690452218,0.0745061979644906,0.320411627899777
"tx","hh4",0.187549999444848,0.136287878637741,0.0733696253873805,0.323837878082589
"ut","hh4",0.229466369988416,0.135614372953604,0.101089529736297,0.36508074294202
"vt","hh4",0.240104399379039,0.139963016998084,0.104778666925818,0.380067416377123
"va","hh4",0.238201411006135,0.134184807261333,0.110284309059633,0.372386218267468
"wa","hh4",0.197796821557885,0.133099555381484,0.0846741269767601,0.330896376939369
"wv","hh4",0.233487148072602,0.138235188672741,0.110674105461581,0.371722336745343
"wi","hh4",0.240597416779029,0.138456997880478,0.105017343816693,0.379054414659506
"wy","hh4",0.191933770092661,0.13385044653727,0.0817144058820547,0.325784216629931
"al","hh5",0.318828280611154,0.0731008703871742,0.200889401755678,0.391929150998328
"ak","hh5",0.28307830119008,0.089828050570427,0.161863618284957,0.372906351760507
"az","hh5",0.333025550186974,0.069888918373954,0.205753379768552,0.402914468560928
"ar","hh5",0.364531003199659,0.0663551679087875,0.245743898867048,0.430886171108446
"ca","hh5",0.368714182903698,0.0721425900339394,0.224799145894266,0.440856772937638
"co","hh5",0.325461664763944,0.0713381681991621,0.209938062794733,0.396799832963106
"ct","hh5",0.343114086076952,0.077985786175257,0.212978711612213,0.421099872252209
"de","hh5",0.326531123933086,0.0838350547335386,0.198900469476183,0.410366178666625
"dc","hh5",0.371794733849624,0.0690400682656259,0.241598946461729,0.44083480211525
"fl","hh5",0.291540794057032,0.0708627727293699,0.175067123938057,0.362403566786401
"ga","hh5",0.339473143097208,0.0709863372526556,0.221633827197418,0.410459480349864
"hi","hh5",0.33371967007486,0.0880684990091931,0.18826770030111,0.421788169084053
"id","hh5",0.350638878161537,0.0760891891892557,0.225886969216459,0.426728067350792
"il","hh5",0.321399238293802,0.0756360314002896,0.200393320300147,0.397035269694092
"in","hh5",0.328511195520861,0.0725855178194315,0.215596536982822,0.401096713340292
"ia","hh5",0.343704869719758,0.0662814678703548,0.223620153320854,0.409986337590113
"ks","hh5",0.32010926283081,0.0787320930736878,0.204538712612611,0.398841355904498
"ky","hh5",0.326038754876106,0.0755630550575909,0.196116309585648,0.401601809933697
"la","hh5",0.328396164437042,0.0738577240718815,0.190973807353197,0.402253888508923
"me","hh5",0.343187078944604,0.0745437801545589,0.221055495810936,0.417730859099163
"md","hh5",0.335825797700565,0.0785951244365174,0.209121329137568,0.414420922137083
"ma","hh5",0.321206609791333,0.0823412234665396,0.196331420559011,0.403547833257873
"mi","hh5",0.309460968170731,0.0796145764197737,0.188367522936088,0.389075544590504
"mn","hh5",0.342706739099225,0.0804962796243206,0.204718341201406,0.423203018723545
"ms","hh5",0.315997862825996,0.0785063316406557,0.187087020707522,0.394504194466652
"mo","hh5",0.337501781441153,0.0757544154284187,0.215520449544751,0.413256196869572
"mt","hh5",0.32782035161971,0.0778556027207844,0.199622910376924,0.405675954340495
"ne","hh5",0.3286010055511,0.0867354254448943,0.198132789279045,0.415336430995994
"nv","hh5",0.284980227245325,0.0771251643061016,0.171049838989809,0.362105391551427
"nh","hh5",0.270776464360665,0.0913688809789763,0.144895603248033,0.362145345339642
"nj","hh5",0.34028381132639,0.0774611981435009,0.205426824424976,0.417745009469891
"nm","hh5",0.361134542515548,0.0610946230576045,0.266000737568782,0.422229165573153
"ny","hh5",0.35448431104004,0.0713055422411674,0.226062999510523,0.425789853281207
"nc","hh5",0.343675550566576,0.0704876587842108,0.22548339326588,0.414163209350787
"nd","hh5",0.310374130299412,0.0707447835663054,0.1942647578007,0.381118913865717
"oh","hh5",0.319817812465929,0.082654215755743,0.197036866796973,0.402472028221672
"ok","hh5",0.337221606854543,0.0682505290229082,0.217458550691501,0.405472135877451
"or","hh5",0.371346386595094,0.0738058445253238,0.235736546354567,0.445152231120418
"pa","hh5",0.311012136725802,0.0794781979806741,0.190197716731231,0.390490334706476
"ri","hh5",0.320312138351615,0.0859729185724101,0.190595787839184,0.406285056924025
"sc","hh5",0.369479406050026,0.0591861191869967,0.267238782918465,0.428665525237023
"sd","hh5",0.295403033422723,0.0854765821066498,0.180320929446402,0.380879615529373
"tn","hh5",0.291721191723508,0.0745597733935749,0.181510512425454,0.366280965117083
"tx","hh5",0.295814323320319,0.0696442793494662,0.173494981786911,0.365458602669785
"ut","hh5",0.345534490146998,0.0680030349192194,0.177131288773429,0.413537525066217
"vt","hh5",0.358227180056408,0.0783015781086015,0.226667246025384,0.436528758165009
"va","hh5",0.341209657188883,0.0726707182055212,0.214565045764522,0.413880375394404
"wa","hh5",0.297236666298091,0.0697343853744629,0.17637313550223,0.366971051672554
"wv","hh5",0.326591340718513,0.0806395980306394,0.205647006273553,0.407230938749153
"wi","hh5",0.33930042633487,0.0773160640117821,0.220059610050732,0.416616490346653
"wy","hh5",0.277305051800505,0.0795827750298749,0.156457736175148,0.35688782683038
