"year","r","hh","n"
2004,"MI","hh1",573
2004,"MN","hh1",274
2004,"MS","hh1",279
2004,"MO","hh1",353
2004,"MT","hh1",277
2004,"NE","hh1",310
2004,"NV","hh1",281
2004,"NH","hh1",222
2004,"NJ","hh1",367
2004,"NM","hh1",312
2004,"NY","hh1",1044
2004,"NC","hh1",523
2004,"ND","hh1",265
2004,"OH","hh1",612
2004,"OK","hh1",280
2004,"OR","hh1",304
2004,"PA","hh1",675
2004,"RI","hh1",357
2004,"SC","hh1",336
2004,"SD","hh1",344
2004,"TN","hh1",315
2004,"TX","hh1",1169
2004,"UT","hh1",170
2004,"VT","hh1",248
2004,"VA","hh1",352
2004,"WA","hh1",327
2004,"WV","hh1",353
2004,"WI","hh1",359
2004,"WY","hh1",216
2004,"AL","hh2",266
2004,"AK","hh2",260
2004,"AZ","hh2",327
2004,"AR","hh2",250
2004,"CA","hh2",1512
2004,"CO","hh2",414
2004,"CT","hh2",289
2004,"DE","hh2",315
2004,"DC","hh2",266
2004,"FL","hh2",947
2004,"GA","hh2",408
2004,"HI","hh2",272
2004,"ID","hh2",281
2004,"IL","hh2",653
2004,"IN","hh2",397
2004,"IA","hh2",347
2004,"KS","hh2",320
2004,"KY","hh2",308
2004,"LA","hh2",227
2004,"ME","hh2",355
2004,"MD","hh2",323
2004,"MA","hh2",251
2004,"MI","hh2",552
2004,"MN","hh2",373
2004,"MS","hh2",201
2004,"MO","hh2",328
2004,"MT","hh2",229
2004,"NE","hh2",305
2004,"NV","hh2",362
2004,"NH","hh2",278
2004,"NJ","hh2",368
2004,"NM","hh2",261
2004,"NY","hh2",822
2004,"NC","hh2",463
2004,"ND","hh2",281
2004,"OH","hh2",608
2004,"OK","hh2",274
2004,"OR","hh2",300
2004,"PA","hh2",610
2004,"RI","hh2",301
2004,"SC","hh2",280
2004,"SD","hh2",341
2004,"TN","hh2",321
2004,"TX","hh2",1051
2004,"UT","hh2",291
2004,"VT","hh2",258
2004,"VA","hh2",374
2004,"WA","hh2",330
2004,"WV","hh2",268
2004,"WI","hh2",379
2004,"WY","hh2",267
2004,"AL","hh3",177
2004,"AK","hh3",197
2004,"AZ","hh3",169
2004,"AR","hh3",137
2004,"CA","hh3",1091
2004,"CO","hh3",284
2004,"CT","hh3",258
2004,"DE","hh3",204
2004,"DC","hh3",166
2004,"FL","hh3",570
2004,"GA","hh3",255
2004,"HI","hh3",231
2004,"ID","hh3",182
2004,"IL","hh3",487
2004,"IN","hh3",264
2004,"IA","hh3",267
2004,"KS","hh3",232
2004,"KY","hh3",198
2004,"LA","hh3",119
2004,"ME","hh3",266
2004,"MD","hh3",258
2004,"MA","hh3",206
2004,"MI","hh3",368
2004,"MN","hh3",336
2004,"MS","hh3",126
2004,"MO","hh3",241
2004,"MT","hh3",154
2004,"NE","hh3",224
2004,"NV","hh3",248
2004,"NH","hh3",251
2004,"NJ","hh3",265
2004,"NM","hh3",179
2004,"NY","hh3",619
2004,"NC","hh3",294
2004,"ND","hh3",194
2004,"OH","hh3",438
2004,"OK","hh3",163
2004,"OR","hh3",199
2004,"PA","hh3",491
2004,"RI","hh3",243
2004,"SC","hh3",179
2004,"SD","hh3",253
2004,"TN","hh3",194
2004,"TX","hh3",693
2004,"UT","hh3",240
2004,"VT","hh3",221
2004,"VA","hh3",262
2004,"WA","hh3",288
2004,"WV","hh3",167
2004,"WI","hh3",315
2004,"WY","hh3",211
2004,"AL","hh4",184
2004,"AK","hh4",297
2004,"AZ","hh4",210
2004,"AR","hh4",148
2004,"CA","hh4",1317
2004,"CO","hh4",408
2004,"CT","hh4",448
2004,"DE","hh4",277
2004,"DC","hh4",196
2004,"FL","hh4",658
2004,"GA","hh4",270
2004,"HI","hh4",320
2004,"ID","hh4",160
2004,"IL","hh4",608
2004,"IN","hh4",293
2004,"IA","hh4",268
2004,"KS","hh4",269
2004,"KY","hh4",199
2004,"LA","hh4",139
2004,"ME","hh4",281
2004,"MD","hh4",425
2004,"MA","hh4",364
2004,"MI","hh4",467
2004,"MN","hh4",450
2004,"MS","hh4",116
2004,"MO","hh4",273
2004,"MT","hh4",107
2004,"NE","hh4",255
2004,"NV","hh4",267
2004,"NH","hh4",396
2004,"NJ","hh4",494
2004,"NM","hh4",144
2004,"NY","hh4",742
2004,"NC","hh4",311
2004,"ND","hh4",167
2004,"OH","hh4",521
2004,"OK","hh4",146
2004,"OR","hh4",244
2004,"PA","hh4",548
2004,"RI","hh4",330
2004,"SC","hh4",169
2004,"SD","hh4",199
2004,"TN","hh4",170
2004,"TX","hh4",659
2004,"UT","hh4",233
2004,"VT","hh4",249
2004,"VA","hh4",369
2004,"WA","hh4",337
2004,"WV","hh4",156
2004,"WI","hh4",340
2004,"WY","hh4",213
2004,"AL","hh5",35
2004,"AK","hh5",77
2004,"AZ","hh5",58
2004,"AR","hh5",29
2004,"CA","hh5",434
2004,"CO","hh5",123
2004,"CT","hh5",155
2004,"DE","hh5",38
2004,"DC","hh5",90
2004,"FL","hh5",182
2004,"GA","hh5",61
2004,"HI","hh5",96
2004,"ID","hh5",41
2004,"IL","hh5",149
2004,"IN","hh5",71
2004,"IA","hh5",53
2004,"KS","hh5",61
2004,"KY","hh5",37
2004,"LA","hh5",20
2004,"ME","hh5",52
2004,"MD","hh5",166
2004,"MA","hh5",133
2004,"MI","hh5",128
2004,"MN","hh5",113
2004,"MS","hh5",33
2004,"MO","hh5",59
2004,"MT","hh5",20
2004,"NE","hh5",54
2004,"NV","hh5",64
2004,"NH","hh5",98
2004,"NJ","hh5",189
2004,"NM","hh5",33
2004,"NY","hh5",246
2004,"NC","hh5",78
2004,"ND","hh5",37
2004,"OH","hh5",100
2004,"OK","hh5",41
2004,"OR","hh5",64
2004,"PA","hh5",148
2004,"RI","hh5",87
2004,"SC","hh5",34
2004,"SD","hh5",41
2004,"TN","hh5",47
2004,"TX","hh5",199
2004,"UT","hh5",55
2004,"VT","hh5",62
2004,"VA","hh5",130
2004,"WA","hh5",85
2004,"WV","hh5",21
2004,"WI","hh5",59
2004,"WY","hh5",24
2005,"US","hh1",19785
2005,"US","hh2",19620
2005,"US","hh3",14050
2005,"US","hh4",17348
2005,"US","hh5",5136
2005,"AL","hh1",331
2005,"AK","hh1",213
2005,"AZ","hh1",268
2005,"AR","hh1",281
2005,"CA","hh1",1530
2005,"CO","hh1",373
2005,"CT","hh1",366
2005,"DE","hh1",237
2005,"DC","hh1",409
2005,"FL","hh1",940
2005,"GA","hh1",456
2005,"HI","hh1",230
2005,"ID","hh1",198
2005,"IL","hh1",567
2005,"IN","hh1",329
2005,"IA","hh1",336
2005,"KS","hh1",288
2005,"KY","hh1",346
2005,"LA","hh1",234
2005,"ME","hh1",353
2005,"MD","hh1",344
2005,"MA","hh1",276
2005,"MI","hh1",460
2005,"MN","hh1",335
2005,"MS","hh1",278
2005,"MO","hh1",365
2005,"MT","hh1",241
2005,"NE","hh1",283
2005,"NV","hh1",286
2005,"NH","hh1",261
2005,"NJ","hh1",272
2005,"NM","hh1",304
2005,"NY","hh1",942
2005,"NC","hh1",473
2005,"ND","hh1",280
2005,"OH","hh1",541
2005,"OK","hh1",340
2005,"OR","hh1",291
2005,"PA","hh1",580
2005,"RI","hh1",308
2005,"SC","hh1",343
2005,"SD","hh1",293
2005,"TN","hh1",332
2005,"TX","hh1",1240
2005,"UT","hh1",156
2005,"VT","hh1",220
2005,"VA","hh1",329
2005,"WA","hh1",262
2005,"WV","hh1",295
2005,"WI","hh1",357
2005,"WY","hh1",213
2005,"AL","hh2",227
2005,"AK","hh2",229
2005,"AZ","hh2",317
2005,"AR","hh2",259
2005,"CA","hh2",1633
2005,"CO","hh2",410
2005,"CT","hh2",336
2005,"DE","hh2",316
2005,"DC","hh2",271
2005,"FL","hh2",970
2005,"GA","hh2",455
2005,"HI","hh2",272
2005,"ID","hh2",256
2005,"IL","hh2",577
2005,"IN","hh2",315
2005,"IA","hh2",346
2005,"KS","hh2",311
2005,"KY","hh2",298
2005,"LA","hh2",199
2005,"ME","hh2",351
2005,"MD","hh2",350
2005,"MA","hh2",198
2005,"MI","hh2",495
2005,"MN","hh2",401
2005,"MS","hh2",199
2005,"MO","hh2",366
2005,"MT","hh2",238
2005,"NE","hh2",266
2005,"NV","hh2",333
2005,"NH","hh2",343
2005,"NJ","hh2",316
2005,"NM","hh2",229
2005,"NY","hh2",762
2005,"NC","hh2",407
2005,"ND","hh2",252
2005,"OH","hh2",573
2005,"OK","hh2",269
2005,"OR","hh2",253
2005,"PA","hh2",580
2005,"RI","hh2",298
2005,"SC","hh2",287
2005,"SD","hh2",306
2005,"TN","hh2",284
2005,"TX","hh2",1091
2005,"UT","hh2",220
2005,"VT","hh2",271
2005,"VA","hh2",422
2005,"WA","hh2",360
2005,"WV","hh2",257
2005,"WI","hh2",367
2005,"WY","hh2",279
2005,"AL","hh3",152
2005,"AK","hh3",217
2005,"AZ","hh3",198
2005,"AR","hh3",158
2005,"CA","hh3",1175
2005,"CO","hh3",277
2005,"CT","hh3",299
2005,"DE","hh3",232
2005,"DC","hh3",148
2005,"FL","hh3",603
2005,"GA","hh3",316
2005,"HI","hh3",249
2005,"ID","hh3",170
2005,"IL","hh3",437
2005,"IN","hh3",219
2005,"IA","hh3",286
2005,"KS","hh3",202
2005,"KY","hh3",167
2005,"LA","hh3",110
2005,"ME","hh3",256
2005,"MD","hh3",283
2005,"MA","hh3",180
2005,"MI","hh3",345
2005,"MN","hh3",348
2005,"MS","hh3",100
2005,"MO","hh3",247
2005,"MT","hh3",145
2005,"NE","hh3",239
2005,"NV","hh3",248
2005,"NH","hh3",287
2005,"NJ","hh3",256
2005,"NM","hh3",146
2005,"NY","hh3",612
2005,"NC","hh3",282
2005,"ND","hh3",191
2005,"OH","hh3",401
2005,"OK","hh3",163
2005,"OR","hh3",189
2005,"PA","hh3",424
2005,"RI","hh3",225
2005,"SC","hh3",201
2005,"SD","hh3",220
2005,"TN","hh3",202
2005,"TX","hh3",665
2005,"UT","hh3",216
2005,"VT","hh3",232
2005,"VA","hh3",259
2005,"WA","hh3",246
2005,"WV","hh3",162
2005,"WI","hh3",279
2005,"WY","hh3",186
2005,"AL","hh4",152
2005,"AK","hh4",273
2005,"AZ","hh4",234
2005,"AR","hh4",131
2005,"CA","hh4",1573
2005,"CO","hh4",410
2005,"CT","hh4",466
2005,"DE","hh4",297
2005,"DC","hh4",239
2005,"FL","hh4",718
2005,"GA","hh4",329
2005,"HI","hh4",372
2005,"ID","hh4",185
2005,"IL","hh4",550
2005,"IN","hh4",254
2005,"IA","hh4",303
2005,"KS","hh4",226
2005,"KY","hh4",194
2005,"LA","hh4",109
2005,"ME","hh4",288
2005,"MD","hh4",511
2005,"MA","hh4",316
2005,"MI","hh4",431
2005,"MN","hh4",487
2005,"MS","hh4",115
2005,"MO","hh4",278
2005,"MT","hh4",110
2005,"NE","hh4",249
2005,"NV","hh4",267
2005,"NH","hh4",472
2005,"NJ","hh4",468
2005,"NM","hh4",145
2005,"NY","hh4",730
2005,"NC","hh4",297
2005,"ND","hh4",189
2005,"OH","hh4",471
2005,"OK","hh4",164
2005,"OR","hh4",223
2005,"PA","hh4",500
2005,"RI","hh4",299
2005,"SC","hh4",194
2005,"SD","hh4",238
2005,"TN","hh4",188
2005,"TX","hh4",732
2005,"UT","hh4",234
2005,"VT","hh4",271
2005,"VA","hh4",437
2005,"WA","hh4",338
2005,"WV","hh4",129
2005,"WI","hh4",354
2005,"WY","hh4",208
2005,"AL","hh5",40
2005,"AK","hh5",81
2005,"AZ","hh5",43
2005,"AR","hh5",29
2005,"CA","hh5",608
2005,"CO","hh5",119
2005,"CT","hh5",189
2005,"DE","hh5",82
2005,"DC","hh5",119
2005,"FL","hh5",222
2005,"GA","hh5",86
2005,"HI","hh5",108
2005,"ID","hh5",40
2005,"IL","hh5",155
2005,"IN","hh5",51
2005,"IA","hh5",67
2005,"KS","hh5",64
2005,"KY","hh5",54
2005,"LA","hh5",32
2005,"ME","hh5",63
2005,"MD","hh5",197
2005,"MA","hh5",130
2005,"MI","hh5",129
2005,"MN","hh5",121
2005,"MS","hh5",30
2005,"MO","hh5",62
2005,"MT","hh5",27
2005,"NE","hh5",53
2005,"NV","hh5",61
2005,"NH","hh5",126
2005,"NJ","hh5",206
2005,"NM","hh5",31
2005,"NY","hh5",263
2005,"NC","hh5",75
2005,"ND","hh5",46
2005,"OH","hh5",89
2005,"OK","hh5",47
2005,"OR","hh5",64
2005,"PA","hh5",147
2005,"RI","hh5",103
2005,"SC","hh5",37
2005,"SD","hh5",52
2005,"TN","hh5",48
2005,"TX","hh5",231
2005,"UT","hh5",49
2005,"VT","hh5",58
2005,"VA","hh5",158
2005,"WA","hh5",104
2005,"WV","hh5",22
2005,"WI","hh5",72
2005,"WY","hh5",46
2006,"US","hh1",18385
2006,"US","hh2",19338
2006,"US","hh3",13858
2006,"US","hh4",18093
2006,"US","hh5",5803
2006,"AL","hh1",268
2006,"AK","hh1",204
2006,"AZ","hh1",260
2006,"AR","hh1",280
2006,"CA","hh1",1453
2006,"CO","hh1",339
2006,"CT","hh1",315
2006,"DE","hh1",210
2006,"DC","hh1",342
2006,"FL","hh1",858
2006,"GA","hh1",400
2006,"HI","hh1",203
2006,"ID","hh1",176
2006,"IL","hh1",521
2006,"IN","hh1",289
2006,"IA","hh1",310
2006,"KS","hh1",287
2006,"KY","hh1",339
2006,"LA","hh1",236
2006,"ME","hh1",327
2006,"MD","hh1",265
2006,"MA","hh1",266
2006,"MI","hh1",465
2006,"MN","hh1",334
2006,"MS","hh1",282
2006,"MO","hh1",317
2006,"MT","hh1",227
2006,"NE","hh1",246
2006,"NV","hh1",243
2006,"NH","hh1",249
2006,"NJ","hh1",279
2006,"NM","hh1",275
2006,"NY","hh1",865
2006,"NC","hh1",449
2006,"ND","hh1",260
2006,"OH","hh1",553
2006,"OK","hh1",316
2006,"OR","hh1",242
2006,"PA","hh1",547
2006,"RI","hh1",282
2006,"SC","hh1",301
2006,"SD","hh1",266
2006,"TN","hh1",298
2006,"TX","hh1",1206
2006,"UT","hh1",157
2006,"VT","hh1",216
2006,"VA","hh1",309
2006,"WA","hh1",245
2006,"WV","hh1",280
2006,"WI","hh1",308
2006,"WY","hh1",220
2006,"AL","hh2",232
2006,"AK","hh2",247
2006,"AZ","hh2",304
2006,"AR","hh2",255
2006,"CA","hh2",1508
2006,"CO","hh2",373
2006,"CT","hh2",348
2006,"DE","hh2",324
2006,"DC","hh2",325
2006,"FL","hh2",963
2006,"GA","hh2",451
2006,"HI","hh2",259
2006,"ID","hh2",247
2006,"IL","hh2",589
2006,"IN","hh2",312
2006,"IA","hh2",364
2006,"KS","hh2",282
2006,"KY","hh2",300
2006,"LA","hh2",179
2006,"ME","hh2",347
2006,"MD","hh2",360
2006,"MA","hh2",218
2006,"MI","hh2",470
2006,"MN","hh2",368
2006,"MS","hh2",190
2006,"MO","hh2",348
2006,"MT","hh2",241
2006,"NE","hh2",305
2006,"NV","hh2",331
2006,"NH","hh2",285
2006,"NJ","hh2",297
2006,"NM","hh2",258
2006,"NY","hh2",784
2006,"NC","hh2",416
2006,"ND","hh2",243
2006,"OH","hh2",574
2006,"OK","hh2",281
2006,"OR","hh2",271
2006,"PA","hh2",554
2006,"RI","hh2",260
2006,"SC","hh2",324
2006,"SD","hh2",318
2006,"TN","hh2",298
2006,"TX","hh2",1120
2006,"UT","hh2",218
2006,"VT","hh2",257
2006,"VA","hh2",395
2006,"WA","hh2",314
2006,"WV","hh2",265
2006,"WI","hh2",323
2006,"WY","hh2",243
2006,"AL","hh3",134
2006,"AK","hh3",197
2006,"AZ","hh3",175
2006,"AR","hh3",158
2006,"CA","hh3",1168
2006,"CO","hh3",287
2006,"CT","hh3",250
2006,"DE","hh3",221
2006,"DC","hh3",170
2006,"FL","hh3",606
2006,"GA","hh3",305
2006,"HI","hh3",219
2006,"ID","hh3",176
2006,"IL","hh3",414
2006,"IN","hh3",212
2006,"IA","hh3",300
2006,"KS","hh3",214
2006,"KY","hh3",167
2006,"LA","hh3",82
2006,"ME","hh3",280
2006,"MD","hh3",347
2006,"MA","hh3",153
2006,"MI","hh3",360
2006,"MN","hh3",363
2006,"MS","hh3",109
2006,"MO","hh3",222
2006,"MT","hh3",159
2006,"NE","hh3",209
2006,"NV","hh3",266
2006,"NH","hh3",316
2006,"NJ","hh3",253
2006,"NM","hh3",135
2006,"NY","hh3",533
2006,"NC","hh3",267
2006,"ND","hh3",188
2006,"OH","hh3",393
2006,"OK","hh3",181
2006,"OR","hh3",188
2006,"PA","hh3",418
2006,"RI","hh3",209
2006,"SC","hh3",181
2006,"SD","hh3",236
2006,"TN","hh3",183
2006,"TX","hh3",662
2006,"UT","hh3",201
2006,"VT","hh3",226
2006,"VA","hh3",269
2006,"WA","hh3",268
2006,"WV","hh3",154
2006,"WI","hh3",280
2006,"WY","hh3",194
2006,"AL","hh4",144
2006,"AK","hh4",294
2006,"AZ","hh4",235
2006,"AR","hh4",137
2006,"CA","hh4",1669
2006,"CO","hh4",436
2006,"CT","hh4",453
2006,"DE","hh4",335
2006,"DC","hh4",239
2006,"FL","hh4",720
2006,"GA","hh4",411
2006,"HI","hh4",369
2006,"ID","hh4",193
2006,"IL","hh4",539
2006,"IN","hh4",259
2006,"IA","hh4",320
2006,"KS","hh4",225
2006,"KY","hh4",204
2006,"LA","hh4",133
2006,"ME","hh4",314
2006,"MD","hh4",545
2006,"MA","hh4",304
2006,"MI","hh4",448
2006,"MN","hh4",477
2006,"MS","hh4",117
2006,"MO","hh4",276
2006,"MT","hh4",141
2006,"NE","hh4",277
2006,"NV","hh4",292
2006,"NH","hh4",471
2006,"NJ","hh4",480
2006,"NM","hh4",160
2006,"NY","hh4",750
2006,"NC","hh4",277
2006,"ND","hh4",198
2006,"OH","hh4",479
2006,"OK","hh4",156
2006,"OR","hh4",240
2006,"PA","hh4",518
2006,"RI","hh4",321
2006,"SC","hh4",188
2006,"SD","hh4",248
2006,"TN","hh4",201
2006,"TX","hh4",797
2006,"UT","hh4",223
2006,"VT","hh4",277
2006,"VA","hh4",442
2006,"WA","hh4",373
2006,"WV","hh4",153
2006,"WI","hh4",381
2006,"WY","hh4",254
2006,"AL","hh5",39
2006,"AK","hh5",88
2006,"AZ","hh5",73
2006,"AR","hh5",31
2006,"CA","hh5",663
2006,"CO","hh5",156
2006,"CT","hh5",244
2006,"DE","hh5",67
2006,"DC","hh5",138
2006,"FL","hh5",221
2006,"GA","hh5",92
2006,"HI","hh5",109
2006,"ID","hh5",47
2006,"IL","hh5",181
2006,"IN","hh5",67
2006,"IA","hh5",75
2006,"KS","hh5",80
2006,"KY","hh5",56
2006,"LA","hh5",34
2006,"ME","hh5",81
2006,"MD","hh5",214
2006,"MA","hh5",154
2006,"MI","hh5",118
2006,"MN","hh5",164
2006,"MS","hh5",26
2006,"MO","hh5",78
2006,"MT","hh5",21
2006,"NE","hh5",62
2006,"NV","hh5",80
2006,"NH","hh5",144
2006,"NJ","hh5",258
2006,"NM","hh5",52
2006,"NY","hh5",289
2006,"NC","hh5",89
2006,"ND","hh5",44
2006,"OH","hh5",107
2006,"OK","hh5",48
2006,"OR","hh5",66
2006,"PA","hh5",147
2006,"RI","hh5",115
2006,"SC","hh5",43
2006,"SD","hh5",43
2006,"TN","hh5",46
2006,"TX","hh5",257
2006,"UT","hh5",66
2006,"VT","hh5",73
2006,"VA","hh5",184
2006,"WA","hh5",104
2006,"WV","hh5",33
2006,"WI","hh5",97
2006,"WY","hh5",39
2007,"US","hh1",18073
2007,"US","hh2",18511
2007,"US","hh3",13807
2007,"US","hh4",19277
2007,"US","hh5",6204
2007,"AL","hh1",254
2007,"AK","hh1",170
2007,"AZ","hh1",264
2007,"AR","hh1",241
2007,"CA","hh1",1479
2007,"CO","hh1",315
2007,"CT","hh1",321
2007,"DE","hh1",215
2007,"DC","hh1",371
2007,"FL","hh1",867
2007,"GA","hh1",414
2007,"HI","hh1",203
2007,"ID","hh1",164
2007,"IL","hh1",501
2007,"IN","hh1",303
2007,"IA","hh1",282
2007,"KS","hh1",274
2007,"KY","hh1",352
2007,"LA","hh1",223
2007,"ME","hh1",316
2007,"MD","hh1",307
2007,"MA","hh1",261
2007,"MI","hh1",414
2007,"MN","hh1",311
2007,"MS","hh1",289
2007,"MO","hh1",307
2007,"MT","hh1",202
2007,"NE","hh1",234
2007,"NV","hh1",221
2007,"NH","hh1",201
2007,"NJ","hh1",321
2007,"NM","hh1",247
2007,"NY","hh1",914
2007,"NC","hh1",476
2007,"ND","hh1",227
2007,"OH","hh1",514
2007,"OK","hh1",278
2007,"OR","hh1",249
2007,"PA","hh1",552
2007,"RI","hh1",268
2007,"SC","hh1",301
2007,"SD","hh1",252
2007,"TN","hh1",296
2007,"TX","hh1",1156
2007,"UT","hh1",137
2007,"VT","hh1",259
2007,"VA","hh1",300
2007,"WA","hh1",260
2007,"WV","hh1",248
2007,"WI","hh1",315
2007,"WY","hh1",227
2007,"AL","hh2",238
2007,"AK","hh2",210
2007,"AZ","hh2",266
2007,"AR","hh2",234
2007,"CA","hh2",1565
2007,"CO","hh2",323
2007,"CT","hh2",309
2007,"DE","hh2",287
2007,"DC","hh2",287
2007,"FL","hh2",871
2007,"GA","hh2",439
2007,"HI","hh2",276
2007,"ID","hh2",229
2007,"IL","hh2",552
2007,"IN","hh2",278
2007,"IA","hh2",368
2007,"KS","hh2",269
2007,"KY","hh2",279
2007,"LA","hh2",167
2007,"ME","hh2",339
2007,"MD","hh2",373
2007,"MA","hh2",211
2007,"MI","hh2",453
2007,"MN","hh2",385
2007,"MS","hh2",192
2007,"MO","hh2",344
2007,"MT","hh2",201
2007,"NE","hh2",288
2007,"NV","hh2",328
2007,"NH","hh2",299
2007,"NJ","hh2",342
2007,"NM","hh2",205
2007,"NY","hh2",743
2007,"NC","hh2",413
2007,"ND","hh2",229
2007,"OH","hh2",497
2007,"OK","hh2",250
2007,"OR","hh2",251
2007,"PA","hh2",565
2007,"RI","hh2",261
2007,"SC","hh2",293
2007,"SD","hh2",327
2007,"TN","hh2",265
2007,"TX","hh2",1078
2007,"UT","hh2",214
2007,"VT","hh2",259
2007,"VA","hh2",375
2007,"WA","hh2",296
2007,"WV","hh2",236
2007,"WI","hh2",324
2007,"WY","hh2",228
2007,"AL","hh3",136
2007,"AK","hh3",182
2007,"AZ","hh3",185
2007,"AR","hh3",158
2007,"CA","hh3",1108
2007,"CO","hh3",285
2007,"CT","hh3",270
2007,"DE","hh3",215
2007,"DC","hh3",202
2007,"FL","hh3",612
2007,"GA","hh3",267
2007,"HI","hh3",242
2007,"ID","hh3",169
2007,"IL","hh3",431
2007,"IN","hh3",222
2007,"IA","hh3",266
2007,"KS","hh3",211
2007,"KY","hh3",188
2007,"LA","hh3",113
2007,"ME","hh3",276
2007,"MD","hh3",305
2007,"MA","hh3",168
2007,"MI","hh3",341
2007,"MN","hh3",324
2007,"MS","hh3",98
2007,"MO","hh3",221
2007,"MT","hh3",151
2007,"NE","hh3",219
2007,"NV","hh3",265
2007,"NH","hh3",312
2007,"NJ","hh3",238
2007,"NM","hh3",148
2007,"NY","hh3",537
2007,"NC","hh3",327
2007,"ND","hh3",193
2007,"OH","hh3",384
2007,"OK","hh3",194
2007,"OR","hh3",206
2007,"PA","hh3",413
2007,"RI","hh3",201
2007,"SC","hh3",206
2007,"SD","hh3",203
2007,"TN","hh3",196
2007,"TX","hh3",709
2007,"UT","hh3",187
2007,"VT","hh3",173
2007,"VA","hh3",272
2007,"WA","hh3",232
2007,"WV","hh3",171
2007,"WI","hh3",292
2007,"WY","hh3",183
2007,"AL","hh4",162
2007,"AK","hh4",363
2007,"AZ","hh4",236
2007,"AR","hh4",162
2007,"CA","hh4",1739
2007,"CO","hh4",487
2007,"CT","hh4",473
2007,"DE","hh4",301
2007,"DC","hh4",267
2007,"FL","hh4",732
2007,"GA","hh4",428
2007,"HI","hh4",396
2007,"ID","hh4",193
2007,"IL","hh4",613
2007,"IN","hh4",284
2007,"IA","hh4",358
2007,"KS","hh4",286
2007,"KY","hh4",221
2007,"LA","hh4",137
2007,"ME","hh4",331
2007,"MD","hh4",577
2007,"MA","hh4",318
2007,"MI","hh4",434
2007,"MN","hh4",514
2007,"MS","hh4",130
2007,"MO","hh4",291
2007,"MT","hh4",169
2007,"NE","hh4",276
2007,"NV","hh4",309
2007,"NH","hh4",519
2007,"NJ","hh4",476
2007,"NM","hh4",164
2007,"NY","hh4",797
2007,"NC","hh4",300
2007,"ND","hh4",220
2007,"OH","hh4",511
2007,"OK","hh4",180
2007,"OR","hh4",251
2007,"PA","hh4",570
2007,"RI","hh4",328
2007,"SC","hh4",221
2007,"SD","hh4",254
2007,"TN","hh4",218
2007,"TX","hh4",922
2007,"UT","hh4",219
2007,"VT","hh4",256
2007,"VA","hh4",458
2007,"WA","hh4",416
2007,"WV","hh4",166
2007,"WI","hh4",378
2007,"WY","hh4",266
2007,"AL","hh5",45
2007,"AK","hh5",90
2007,"AZ","hh5",66
2007,"AR","hh5",29
2007,"CA","hh5",709
2007,"CO","hh5",164
2007,"CT","hh5",250
2007,"DE","hh5",98
2007,"DC","hh5",147
2007,"FL","hh5",219
2007,"GA","hh5",125
2007,"HI","hh5",135
2007,"ID","hh5",60
2007,"IL","hh5",216
2007,"IN","hh5",62
2007,"IA","hh5",87
2007,"KS","hh5",57
2007,"KY","hh5",56
2007,"LA","hh5",40
2007,"ME","hh5",76
2007,"MD","hh5",229
2007,"MA","hh5",161
2007,"MI","hh5",118
2007,"MN","hh5",163
2007,"MS","hh5",39
2007,"MO","hh5",73
2007,"MT","hh5",31
2007,"NE","hh5",73
2007,"NV","hh5",83
2007,"NH","hh5",180
2007,"NJ","hh5",237
2007,"NM","hh5",56
2007,"NY","hh5",304
2007,"NC","hh5",91
2007,"ND","hh5",44
2007,"OH","hh5",119
2007,"OK","hh5",50
2007,"OR","hh5",69
2007,"PA","hh5",172
2007,"RI","hh5",127
2007,"SC","hh5",40
2007,"SD","hh5",84
2007,"TN","hh5",56
2007,"TX","hh5",261
2007,"UT","hh5",78
2007,"VT","hh5",73
2007,"VA","hh5",183
2007,"WA","hh5",108
2007,"WV","hh5",30
2007,"WI","hh5",90
2007,"WY","hh5",51
2008,"US","hh1",18017
2008,"US","hh2",18464
2008,"US","hh3",13748
2008,"US","hh4",19443
2008,"US","hh5",6513
2008,"AL","hh1",239
2008,"AK","hh1",172
2008,"AZ","hh1",255
2008,"AR","hh1",241
2008,"CA","hh1",1478
2008,"CO","hh1",322
2008,"CT","hh1",334
2008,"DE","hh1",269
2008,"DC","hh1",334
2008,"FL","hh1",825
2008,"GA","hh1",453
2008,"HI","hh1",214
2008,"ID","hh1",176
2008,"IL","hh1",504
2008,"IN","hh1",304
2008,"IA","hh1",291
2008,"KS","hh1",270
2008,"KY","hh1",337
2008,"LA","hh1",250
2008,"ME","hh1",312
2008,"MD","hh1",312
2008,"MA","hh1",270
2008,"MI","hh1",430
2008,"MN","hh1",330
2008,"MS","hh1",271
2008,"MO","hh1",323
2008,"MT","hh1",184
2008,"NE","hh1",225
2008,"NV","hh1",205
2008,"NH","hh1",217
2008,"NJ","hh1",296
2008,"NM","hh1",261
2008,"NY","hh1",885
2008,"NC","hh1",447
2008,"ND","hh1",208
2008,"OH","hh1",521
2008,"OK","hh1",259
2008,"OR","hh1",218
2008,"PA","hh1",525
2008,"RI","hh1",292
2008,"SC","hh1",326
2008,"SD","hh1",256
2008,"TN","hh1",314
2008,"TX","hh1",1170
2008,"UT","hh1",108
2008,"VT","hh1",239
2008,"VA","hh1",305
2008,"WA","hh1",239
2008,"WV","hh1",257
2008,"WI","hh1",336
2008,"WY","hh1",208
2008,"AL","hh2",233
