"year","r","hh","n"
2008,"AK","hh2",198
2008,"AZ","hh2",265
2008,"AR","hh2",241
2008,"CA","hh2",1500
2008,"CO","hh2",360
2008,"CT","hh2",320
2008,"DE","hh2",280
2008,"DC","hh2",285
2008,"FL","hh2",829
2008,"GA","hh2",446
2008,"HI","hh2",270
2008,"ID","hh2",230
2008,"IL","hh2",566
2008,"IN","hh2",315
2008,"IA","hh2",356
2008,"KS","hh2",280
2008,"KY","hh2",280
2008,"LA","hh2",195
2008,"ME","hh2",360
2008,"MD","hh2",370
2008,"MA","hh2",202
2008,"MI","hh2",437
2008,"MN","hh2",400
2008,"MS","hh2",210
2008,"MO","hh2",315
2008,"MT","hh2",187
2008,"NE","hh2",287
2008,"NV","hh2",309
2008,"NH","hh2",303
2008,"NJ","hh2",322
2008,"NM","hh2",215
2008,"NY","hh2",785
2008,"NC","hh2",425
2008,"ND","hh2",233
2008,"OH","hh2",518
2008,"OK","hh2",263
2008,"OR","hh2",291
2008,"PA","hh2",540
2008,"RI","hh2",270
2008,"SC","hh2",304
2008,"SD","hh2",256
2008,"TN","hh2",270
2008,"TX","hh2",1110
2008,"UT","hh2",190
2008,"VT","hh2",262
2008,"VA","hh2",324
2008,"WA","hh2",310
2008,"WV","hh2",219
2008,"WI","hh2",331
2008,"WY","hh2",197
2008,"AL","hh3",145
2008,"AK","hh3",180
2008,"AZ","hh3",168
2008,"AR","hh3",164
2008,"CA","hh3",1124
2008,"CO","hh3",293
2008,"CT","hh3",245
2008,"DE","hh3",188
2008,"DC","hh3",221
2008,"FL","hh3",562
2008,"GA","hh3",274
2008,"HI","hh3",231
2008,"ID","hh3",174
2008,"IL","hh3",445
2008,"IN","hh3",232
2008,"IA","hh3",306
2008,"KS","hh3",200
2008,"KY","hh3",173
2008,"LA","hh3",115
2008,"ME","hh3",235
2008,"MD","hh3",304
2008,"MA","hh3",187
2008,"MI","hh3",338
2008,"MN","hh3",338
2008,"MS","hh3",104
2008,"MO","hh3",209
2008,"MT","hh3",136
2008,"NE","hh3",245
2008,"NV","hh3",245
2008,"NH","hh3",265
2008,"NJ","hh3",231
2008,"NM","hh3",124
2008,"NY","hh3",567
2008,"NC","hh3",263
2008,"ND","hh3",184
2008,"OH","hh3",385
2008,"OK","hh3",192
2008,"OR","hh3",206
2008,"PA","hh3",451
2008,"RI","hh3",193
2008,"SC","hh3",180
2008,"SD","hh3",244
2008,"TN","hh3",173
2008,"TX","hh3",746
2008,"UT","hh3",182
2008,"VT","hh3",226
2008,"VA","hh3",275
2008,"WA","hh3",231
2008,"WV","hh3",158
2008,"WI","hh3",301
2008,"WY","hh3",190
2008,"AL","hh4",181
2008,"AK","hh4",342
2008,"AZ","hh4",205
2008,"AR","hh4",138
2008,"CA","hh4",1723
2008,"CO","hh4",460
2008,"CT","hh4",491
2008,"DE","hh4",331
2008,"DC","hh4",286
2008,"FL","hh4",702
2008,"GA","hh4",372
2008,"HI","hh4",373
2008,"ID","hh4",201
2008,"IL","hh4",615
2008,"IN","hh4",248
2008,"IA","hh4",365
2008,"KS","hh4",276
2008,"KY","hh4",235
2008,"LA","hh4",144
2008,"ME","hh4",348
2008,"MD","hh4",556
2008,"MA","hh4",330
2008,"MI","hh4",452
2008,"MN","hh4",521
2008,"MS","hh4",124
2008,"MO","hh4",314
2008,"MT","hh4",149
2008,"NE","hh4",263
2008,"NV","hh4",304
2008,"NH","hh4",518
2008,"NJ","hh4",470
2008,"NM","hh4",178
2008,"NY","hh4",830
2008,"NC","hh4",340
2008,"ND","hh4",237
2008,"OH","hh4",489
2008,"OK","hh4",189
2008,"OR","hh4",285
2008,"PA","hh4",575
2008,"RI","hh4",339
2008,"SC","hh4",213
2008,"SD","hh4",290
2008,"TN","hh4",211
2008,"TX","hh4",928
2008,"UT","hh4",276
2008,"VT","hh4",275
2008,"VA","hh4",487
2008,"WA","hh4",387
2008,"WV","hh4",171
2008,"WI","hh4",409
2008,"WY","hh4",297
2008,"AL","hh5",34
2008,"AK","hh5",90
2008,"AZ","hh5",69
2008,"AR","hh5",25
2008,"CA","hh5",795
2008,"CO","hh5",187
2008,"CT","hh5",257
2008,"DE","hh5",95
2008,"DC","hh5",168
2008,"FL","hh5",215
2008,"GA","hh5",127
2008,"HI","hh5",133
2008,"ID","hh5",35
2008,"IL","hh5",217
2008,"IN","hh5",78
2008,"IA","hh5",73
2008,"KS","hh5",74
2008,"KY","hh5",56
2008,"LA","hh5",52
2008,"ME","hh5",87
2008,"MD","hh5",257
2008,"MA","hh5",168
2008,"MI","hh5",117
2008,"MN","hh5",156
2008,"MS","hh5",28
2008,"MO","hh5",75
2008,"MT","hh5",31
2008,"NE","hh5",71
2008,"NV","hh5",91
2008,"NH","hh5",184
2008,"NJ","hh5",268
2008,"NM","hh5",52
2008,"NY","hh5",329
2008,"NC","hh5",92
2008,"ND","hh5",42
2008,"OH","hh5",122
2008,"OK","hh5",56
2008,"OR","hh5",74
2008,"PA","hh5",202
2008,"RI","hh5",119
2008,"SC","hh5",48
2008,"SD","hh5",60
2008,"TN","hh5",56
2008,"TX","hh5",305
2008,"UT","hh5",60
2008,"VT","hh5",70
2008,"VA","hh5",200
2008,"WA","hh5",134
2008,"WV","hh5",25
2008,"WI","hh5",93
2008,"WY","hh5",61
2009,"US","hh1",18499
2009,"US","hh2",18747
2009,"US","hh3",13753
2009,"US","hh4",18814
2009,"US","hh5",6447
2009,"AL","hh1",283
2009,"AK","hh1",188
2009,"AZ","hh1",295
2009,"AR","hh1",290
2009,"CA","hh1",1471
2009,"CO","hh1",345
2009,"CT","hh1",295
2009,"DE","hh1",256
2009,"DC","hh1",343
2009,"FL","hh1",845
2009,"GA","hh1",515
2009,"HI","hh1",248
2009,"ID","hh1",183
2009,"IL","hh1",539
2009,"IN","hh1",314
2009,"IA","hh1",276
2009,"KS","hh1",275
2009,"KY","hh1",323
2009,"LA","hh1",213
2009,"ME","hh1",322
2009,"MD","hh1",329
2009,"MA","hh1",256
2009,"MI","hh1",442
2009,"MN","hh1",360
2009,"MS","hh1",280
2009,"MO","hh1",321
2009,"MT","hh1",214
2009,"NE","hh1",256
2009,"NV","hh1",261
2009,"NH","hh1",248
2009,"NJ","hh1",273
2009,"NM","hh1",230
2009,"NY","hh1",893
2009,"NC","hh1",461
2009,"ND","hh1",220
2009,"OH","hh1",535
2009,"OK","hh1",238
2009,"OR","hh1",248
2009,"PA","hh1",545
2009,"RI","hh1",326
2009,"SC","hh1",325
2009,"SD","hh1",303
2009,"TN","hh1",308
2009,"TX","hh1",1145
2009,"UT","hh1",118
2009,"VT","hh1",212
2009,"VA","hh1",304
2009,"WA","hh1",252
2009,"WV","hh1",259
2009,"WI","hh1",311
2009,"WY","hh1",207
2009,"AL","hh2",258
2009,"AK","hh2",217
2009,"AZ","hh2",246
2009,"AR","hh2",218
2009,"CA","hh2",1528
2009,"CO","hh2",397
2009,"CT","hh2",315
2009,"DE","hh2",298
2009,"DC","hh2",291
2009,"FL","hh2",881
2009,"GA","hh2",433
2009,"HI","hh2",306
2009,"ID","hh2",236
2009,"IL","hh2",557
2009,"IN","hh2",295
2009,"IA","hh2",354
2009,"KS","hh2",306
2009,"KY","hh2",288
2009,"LA","hh2",199
2009,"ME","hh2",353
2009,"MD","hh2",339
2009,"MA","hh2",235
2009,"MI","hh2",451
2009,"MN","hh2",374
2009,"MS","hh2",213
2009,"MO","hh2",301
2009,"MT","hh2",202
2009,"NE","hh2",291
2009,"NV","hh2",310
2009,"NH","hh2",301
2009,"NJ","hh2",328
2009,"NM","hh2",207
2009,"NY","hh2",796
2009,"NC","hh2",430
2009,"ND","hh2",218
2009,"OH","hh2",539
2009,"OK","hh2",276
2009,"OR","hh2",285
2009,"PA","hh2",555
2009,"RI","hh2",267
2009,"SC","hh2",313
2009,"SD","hh2",315
2009,"TN","hh2",270
2009,"TX","hh2",1096
2009,"UT","hh2",197
2009,"VT","hh2",257
2009,"VA","hh2",368
2009,"WA","hh2",269
2009,"WV","hh2",185
2009,"WI","hh2",349
2009,"WY","hh2",234
2009,"AL","hh3",142
2009,"AK","hh3",189
2009,"AZ","hh3",169
2009,"AR","hh3",135
2009,"CA","hh3",1135
2009,"CO","hh3",296
2009,"CT","hh3",295
2009,"DE","hh3",206
2009,"DC","hh3",181
2009,"FL","hh3",578
2009,"GA","hh3",268
2009,"HI","hh3",195
2009,"ID","hh3",168
2009,"IL","hh3",463
2009,"IN","hh3",204
2009,"IA","hh3",282
2009,"KS","hh3",215
2009,"KY","hh3",185
2009,"LA","hh3",121
2009,"ME","hh3",261
2009,"MD","hh3",328
2009,"MA","hh3",165
2009,"MI","hh3",305
2009,"MN","hh3",358
2009,"MS","hh3",109
2009,"MO","hh3",241
2009,"MT","hh3",127
2009,"NE","hh3",221
2009,"NV","hh3",239
2009,"NH","hh3",239
2009,"NJ","hh3",252
2009,"NM","hh3",139
2009,"NY","hh3",530
2009,"NC","hh3",273
2009,"ND","hh3",196
2009,"OH","hh3",390
2009,"OK","hh3",193
2009,"OR","hh3",204
2009,"PA","hh3",414
2009,"RI","hh3",196
2009,"SC","hh3",194
2009,"SD","hh3",230
2009,"TN","hh3",177
2009,"TX","hh3",775
2009,"UT","hh3",181
2009,"VT","hh3",220
2009,"VA","hh3",273
2009,"WA","hh3",246
2009,"WV","hh3",163
2009,"WI","hh3",291
2009,"WY","hh3",196
2009,"AL","hh4",164
2009,"AK","hh4",307
2009,"AZ","hh4",200
2009,"AR","hh4",130
2009,"CA","hh4",1713
2009,"CO","hh4",433
2009,"CT","hh4",483
2009,"DE","hh4",323
2009,"DC","hh4",302
2009,"FL","hh4",726
2009,"GA","hh4",371
2009,"HI","hh4",338
2009,"ID","hh4",169
2009,"IL","hh4",562
2009,"IN","hh4",247
2009,"IA","hh4",373
2009,"KS","hh4",231
2009,"KY","hh4",229
2009,"LA","hh4",171
2009,"ME","hh4",323
2009,"MD","hh4",568
2009,"MA","hh4",314
2009,"MI","hh4",444
2009,"MN","hh4",487
2009,"MS","hh4",120
2009,"MO","hh4",317
2009,"MT","hh4",150
2009,"NE","hh4",290
2009,"NV","hh4",273
2009,"NH","hh4",511
2009,"NJ","hh4",460
2009,"NM","hh4",142
2009,"NY","hh4",812
2009,"NC","hh4",314
2009,"ND","hh4",253
2009,"OH","hh4",476
2009,"OK","hh4",183
2009,"OR","hh4",256
2009,"PA","hh4",510
2009,"RI","hh4",338
2009,"SC","hh4",204
2009,"SD","hh4",266
2009,"TN","hh4",210
2009,"TX","hh4",934
2009,"UT","hh4",239
2009,"VT","hh4",290
2009,"VA","hh4",449
2009,"WA","hh4",383
2009,"WV","hh4",165
2009,"WI","hh4",380
2009,"WY","hh4",281
2009,"AL","hh5",38
2009,"AK","hh5",116
2009,"AZ","hh5",71
2009,"AR","hh5",22
2009,"CA","hh5",767
2009,"CO","hh5",186
2009,"CT","hh5",264
2009,"DE","hh5",96
2009,"DC","hh5",163
2009,"FL","hh5",211
2009,"GA","hh5",117
2009,"HI","hh5",129
2009,"ID","hh5",52
2009,"IL","hh5",194
2009,"IN","hh5",60
2009,"IA","hh5",69
2009,"KS","hh5",74
2009,"KY","hh5",59
2009,"LA","hh5",48
2009,"ME","hh5",103
2009,"MD","hh5",246
2009,"MA","hh5",170
2009,"MI","hh5",114
2009,"MN","hh5",163
2009,"MS","hh5",30
2009,"MO","hh5",90
2009,"MT","hh5",23
2009,"NE","hh5",75
2009,"NV","hh5",86
2009,"NH","hh5",168
2009,"NJ","hh5",240
2009,"NM","hh5",54
2009,"NY","hh5",318
2009,"NC","hh5",91
2009,"ND","hh5",47
2009,"OH","hh5",118
2009,"OK","hh5",74
2009,"OR","hh5",79
2009,"PA","hh5",200
2009,"RI","hh5",107
2009,"SC","hh5",40
2009,"SD","hh5",62
2009,"TN","hh5",54
2009,"TX","hh5",289
2009,"UT","hh5",59
2009,"VT","hh5",62
2009,"VA","hh5",218
2009,"WA","hh5",129
2009,"WV","hh5",26
2009,"WI","hh5",103
2009,"WY","hh5",73
2010,"US","hh1",18619
2010,"US","hh2",18223
2010,"US","hh3",13357
2010,"US","hh4",18555
2010,"US","hh5",6434
2010,"AL","hh1",281
2010,"AK","hh1",212
2010,"AZ","hh1",294
2010,"AR","hh1",244
2010,"CA","hh1",1498
2010,"CO","hh1",345
2010,"CT","hh1",306
2010,"DE","hh1",259
2010,"DC","hh1",367
2010,"FL","hh1",883
2010,"GA","hh1",526
2010,"HI","hh1",216
2010,"ID","hh1",186
2010,"IL","hh1",579
2010,"IN","hh1",299
2010,"IA","hh1",302
2010,"KS","hh1",276
2010,"KY","hh1",343
2010,"LA","hh1",268
2010,"ME","hh1",315
2010,"MD","hh1",327
2010,"MA","hh1",231
2010,"MI","hh1",436
2010,"MN","hh1",402
2010,"MS","hh1",295
2010,"MO","hh1",300
2010,"MT","hh1",192
2010,"NE","hh1",237
2010,"NV","hh1",275
2010,"NH","hh1",210
2010,"NJ","hh1",288
2010,"NM","hh1",217
2010,"NY","hh1",907
2010,"NC","hh1",438
2010,"ND","hh1",215
2010,"OH","hh1",547
2010,"OK","hh1",276
2010,"OR","hh1",235
2010,"PA","hh1",579
2010,"RI","hh1",324
2010,"SC","hh1",314
2010,"SD","hh1",272
2010,"TN","hh1",300
2010,"TX","hh1",1140
2010,"UT","hh1",132
2010,"VT","hh1",218
2010,"VA","hh1",331
2010,"WA","hh1",234
2010,"WV","hh1",243
2010,"WI","hh1",303
2010,"WY","hh1",202
2010,"AL","hh2",209
2010,"AK","hh2",207
2010,"AZ","hh2",223
2010,"AR","hh2",206
2010,"CA","hh2",1553
2010,"CO","hh2",346
2010,"CT","hh2",322
2010,"DE","hh2",283
2010,"DC","hh2",288
2010,"FL","hh2",860
2010,"GA","hh2",417
2010,"HI","hh2",269
2010,"ID","hh2",225
2010,"IL","hh2",549
2010,"IN","hh2",292
2010,"IA","hh2",346
2010,"KS","hh2",308
2010,"KY","hh2",244
2010,"LA","hh2",169
2010,"ME","hh2",306
2010,"MD","hh2",357
2010,"MA","hh2",222
2010,"MI","hh2",449
2010,"MN","hh2",374
2010,"MS","hh2",185
2010,"MO","hh2",330
2010,"MT","hh2",199
2010,"NE","hh2",269
2010,"NV","hh2",305
2010,"NH","hh2",261
2010,"NJ","hh2",297
2010,"NM","hh2",184
2010,"NY","hh2",781
2010,"NC","hh2",384
2010,"ND","hh2",212
2010,"OH","hh2",513
2010,"OK","hh2",262
2010,"OR","hh2",258
2010,"PA","hh2",564
2010,"RI","hh2",249
2010,"SC","hh2",264
2010,"SD","hh2",330
2010,"TN","hh2",286
2010,"TX","hh2",1128
2010,"UT","hh2",211
2010,"VT","hh2",221
2010,"VA","hh2",329
2010,"WA","hh2",331
2010,"WV","hh2",198
2010,"WI","hh2",383
2010,"WY","hh2",265
2010,"AL","hh3",127
2010,"AK","hh3",170
2010,"AZ","hh3",171
2010,"AR","hh3",134
2010,"CA","hh3",1164
2010,"CO","hh3",294
2010,"CT","hh3",255
2010,"DE","hh3",217
2010,"DC","hh3",196
2010,"FL","hh3",533
2010,"GA","hh3",260
2010,"HI","hh3",219
2010,"ID","hh3",165
2010,"IL","hh3",419
2010,"IN","hh3",223
2010,"IA","hh3",256
2010,"KS","hh3",200
2010,"KY","hh3",185
2010,"LA","hh3",123
2010,"ME","hh3",261
2010,"MD","hh3",306
2010,"MA","hh3",170
2010,"MI","hh3",289
2010,"MN","hh3",302
2010,"MS","hh3",117
2010,"MO","hh3",219
2010,"MT","hh3",117
2010,"NE","hh3",223
2010,"NV","hh3",208
2010,"NH","hh3",250
2010,"NJ","hh3",247
2010,"NM","hh3",134
2010,"NY","hh3",573
2010,"NC","hh3",263
2010,"ND","hh3",189
2010,"OH","hh3",369
2010,"OK","hh3",193
2010,"OR","hh3",188
2010,"PA","hh3",414
2010,"RI","hh3",203
2010,"SC","hh3",169
2010,"SD","hh3",218
2010,"TN","hh3",157
2010,"TX","hh3",725
2010,"UT","hh3",180
2010,"VT","hh3",214
2010,"VA","hh3",289
2010,"WA","hh3",232
2010,"WV","hh3",135
2010,"WI","hh3",284
2010,"WY","hh3",208
2010,"AL","hh4",171
2010,"AK","hh4",295
2010,"AZ","hh4",216
2010,"AR","hh4",131
2010,"CA","hh4",1633
2010,"CO","hh4",460
2010,"CT","hh4",488
2010,"DE","hh4",338
2010,"DC","hh4",286
2010,"FL","hh4",671
2010,"GA","hh4",348
2010,"HI","hh4",344
2010,"ID","hh4",151
2010,"IL","hh4",547
2010,"IN","hh4",242
2010,"IA","hh4",375
2010,"KS","hh4",244
2010,"KY","hh4",248
2010,"LA","hh4",137
2010,"ME","hh4",309
2010,"MD","hh4",525
2010,"MA","hh4",300
2010,"MI","hh4",386
2010,"MN","hh4",497
2010,"MS","hh4",134
2010,"MO","hh4",306
2010,"MT","hh4",139
2010,"NE","hh4",309
2010,"NV","hh4",312
2010,"NH","hh4",492
2010,"NJ","hh4",441
2010,"NM","hh4",143
2010,"NY","hh4",774
2010,"NC","hh4",315
2010,"ND","hh4",253
2010,"OH","hh4",472
2010,"OK","hh4",198
2010,"OR","hh4",271
2010,"PA","hh4",499
2010,"RI","hh4",331
2010,"SC","hh4",189
2010,"SD","hh4",285
2010,"TN","hh4",204
2010,"TX","hh4",963
2010,"UT","hh4",215
2010,"VT","hh4",289
2010,"VA","hh4",468
2010,"WA","hh4",375
2010,"WV","hh4",173
2010,"WI","hh4",370
2010,"WY","hh4",293
2010,"AL","hh5",56
2010,"AK","hh5",98
2010,"AZ","hh5",73
2010,"AR","hh5",39
2010,"CA","hh5",707
2010,"CO","hh5",198
2010,"CT","hh5",259
2010,"DE","hh5",87
2010,"DC","hh5",196
2010,"FL","hh5",214
2010,"GA","hh5",123
2010,"HI","hh5",132
2010,"ID","hh5",39
2010,"IL","hh5",201
2010,"IN","hh5",64
2010,"IA","hh5",59
2010,"KS","hh5",77
2010,"KY","hh5",38
2010,"LA","hh5",46
2010,"ME","hh5",78
2010,"MD","hh5",284
2010,"MA","hh5",185
2010,"MI","hh5",137
2010,"MN","hh5",153
2010,"MS","hh5",34
2010,"MO","hh5",88
2010,"MT","hh5",37
2010,"NE","hh5",78
2010,"NV","hh5",72
2010,"NH","hh5",176
2010,"NJ","hh5",238
2010,"NM","hh5",60
2010,"NY","hh5",325
2010,"NC","hh5",99
2010,"ND","hh5",62
2010,"OH","hh5",118
2010,"OK","hh5",52
2010,"OR","hh5",74
2010,"PA","hh5",175
2010,"RI","hh5",114
2010,"SC","hh5",55
2010,"SD","hh5",66
2010,"TN","hh5",45
2010,"TX","hh5",282
2010,"UT","hh5",60
2010,"VT","hh5",74
2010,"VA","hh5",197
2010,"WA","hh5",113
2010,"WV","hh5",38
2010,"WI","hh5",96
2010,"WY","hh5",63
2011,"US","hh1",17927
2011,"US","hh2",18022
2011,"US","hh3",13181
2011,"US","hh4",18355
2011,"US","hh5",6898
2011,"AL","hh1",260
2011,"AK","hh1",161
2011,"AZ","hh1",263
2011,"AR","hh1",224
2011,"CA","hh1",1521
2011,"CO","hh1",348
2011,"CT","hh1",310
2011,"DE","hh1",251
2011,"DC","hh1",380
2011,"FL","hh1",862
2011,"GA","hh1",477
2011,"HI","hh1",227
2011,"ID","hh1",183
2011,"IL","hh1",554
2011,"IN","hh1",303
2011,"IA","hh1",282
2011,"KS","hh1",261
2011,"KY","hh1",300
2011,"LA","hh1",257
2011,"ME","hh1",298
2011,"MD","hh1",290
2011,"MA","hh1",217
2011,"MI","hh1",436
2011,"MN","hh1",373
2011,"MS","hh1",245
2011,"MO","hh1",326
2011,"MT","hh1",212
2011,"NE","hh1",220
2011,"NV","hh1",282
2011,"NH","hh1",218
2011,"NJ","hh1",269
2011,"NM","hh1",229
2011,"NY","hh1",879
2011,"NC","hh1",415
2011,"ND","hh1",183
2011,"OH","hh1",491
2011,"OK","hh1",230
2011,"OR","hh1",215
2011,"PA","hh1",560
2011,"RI","hh1",330
2011,"SC","hh1",313
2011,"SD","hh1",282
2011,"TN","hh1",282
2011,"TX","hh1",1096
2011,"UT","hh1",120
2011,"VT","hh1",223
2011,"VA","hh1",309
2011,"WA","hh1",220
2011,"WV","hh1",239
2011,"WI","hh1",298
2011,"WY","hh1",203
2011,"AL","hh2",232
2011,"AK","hh2",178
2011,"AZ","hh2",249
2011,"AR","hh2",205
2011,"CA","hh2",1600
2011,"CO","hh2",357
2011,"CT","hh2",314
2011,"DE","hh2",256
2011,"DC","hh2",257
2011,"FL","hh2",871
2011,"GA","hh2",376
2011,"HI","hh2",282
2011,"ID","hh2",224
2011,"IL","hh2",588
2011,"IN","hh2",285
2011,"IA","hh2",370
2011,"KS","hh2",298
2011,"KY","hh2",315
2011,"LA","hh2",185
2011,"ME","hh2",303
2011,"MD","hh2",335
2011,"MA","hh2",226
2011,"MI","hh2",398
2011,"MN","hh2",336
2011,"MS","hh2",193
2011,"MO","hh2",284
2011,"MT","hh2",215
2011,"NE","hh2",290
2011,"NV","hh2",307
2011,"NH","hh2",250
2011,"NJ","hh2",307
2011,"NM","hh2",195
2011,"NY","hh2",730
2011,"NC","hh2",421
2011,"ND","hh2",221
2011,"OH","hh2",497
2011,"OK","hh2",255
2011,"OR","hh2",259
2011,"PA","hh2",537
2011,"RI","hh2",289
2011,"SC","hh2",265
2011,"SD","hh2",288
2011,"TN","hh2",282
2011,"TX","hh2",1049
2011,"UT","hh2",217
2011,"VT","hh2",261
2011,"VA","hh2",322
2011,"WA","hh2",287
2011,"WV","hh2",213
2011,"WI","hh2",344
2011,"WY","hh2",204
2011,"AL","hh3",149
2011,"AK","hh3",144
2011,"AZ","hh3",164
2011,"AR","hh3",135
2011,"CA","hh3",1125
2011,"CO","hh3",301
2011,"CT","hh3",252
2011,"DE","hh3",222
2011,"DC","hh3",175
2011,"FL","hh3",558
2011,"GA","hh3",275
2011,"HI","hh3",210
2011,"ID","hh3",154
2011,"IL","hh3",408
2011,"IN","hh3",185
2011,"IA","hh3",299
2011,"KS","hh3",182
2011,"KY","hh3",190
2011,"LA","hh3",121
2011,"ME","hh3",279
2011,"MD","hh3",311
2011,"MA","hh3",162
2011,"MI","hh3",291
2011,"MN","hh3",347
2011,"MS","hh3",117
2011,"MO","hh3",200
2011,"MT","hh3",131
2011,"NE","hh3",221
2011,"NV","hh3",205
2011,"NH","hh3",275
2011,"NJ","hh3",204
2011,"NM","hh3",112
2011,"NY","hh3",565
2011,"NC","hh3",248
2011,"ND","hh3",176
2011,"OH","hh3",334
2011,"OK","hh3",167
2011,"OR","hh3",190
2011,"PA","hh3",391
2011,"RI","hh3",185
2011,"SC","hh3",189
2011,"SD","hh3",224
2011,"TN","hh3",196
2011,"TX","hh3",733
2011,"UT","hh3",183
2011,"VT","hh3",209
2011,"VA","hh3",287
2011,"WA","hh3",188
2011,"WV","hh3",130
2011,"WI","hh3",269
2011,"WY","hh3",213
2011,"AL","hh4",169
2011,"AK","hh4",243
2011,"AZ","hh4",207
2011,"AR","hh4",149
2011,"CA","hh4",1570
2011,"CO","hh4",485
2011,"CT","hh4",484
2011,"DE","hh4",311
2011,"DC","hh4",267
2011,"FL","hh4",658
2011,"GA","hh4",336
2011,"HI","hh4",351
2011,"ID","hh4",180
2011,"IL","hh4",569
2011,"IN","hh4",270
2011,"IA","hh4",345
2011,"KS","hh4",263
2011,"KY","hh4",227
2011,"LA","hh4",147
2011,"ME","hh4",286
2011,"MD","hh4",568
2011,"MA","hh4",303
2011,"MI","hh4",408
2011,"MN","hh4",519
2011,"MS","hh4",138
2011,"MO","hh4",273
2011,"MT","hh4",140
2011,"NE","hh4",350
2011,"NV","hh4",258
2011,"NH","hh4",467
2011,"NJ","hh4",424
2011,"NM","hh4",151
2011,"NY","hh4",741
2011,"NC","hh4",339
2011,"ND","hh4",274
2011,"OH","hh4",434
2011,"OK","hh4",212
2011,"OR","hh4",258
2011,"PA","hh4",558
2011,"RI","hh4",325
2011,"SC","hh4",155
2011,"SD","hh4",268
2011,"TN","hh4",201
2011,"TX","hh4",934
2011,"UT","hh4",204
2011,"VT","hh4",297
2011,"VA","hh4",457
2011,"WA","hh4",368
2011,"WV","hh4",170
2011,"WI","hh4",367
2011,"WY","hh4",277
2011,"AL","hh5",58
2011,"AK","hh5",86
2011,"AZ","hh5",85
2011,"AR","hh5",31
2011,"CA","hh5",788
2011,"CO","hh5",179
2011,"CT","hh5",267
2011,"DE","hh5",92
2011,"DC","hh5",218
2011,"FL","hh5",228
2011,"GA","hh5",149
2011,"HI","hh5",158
2011,"ID","hh5",46
2011,"IL","hh5",234
2011,"IN","hh5",70
2011,"IA","hh5",94
2011,"KS","hh5",81
2011,"KY","hh5",56
2011,"LA","hh5",37
2011,"ME","hh5",90
2011,"MD","hh5",279
2011,"MA","hh5",168
2011,"MI","hh5",151
2011,"MN","hh5",174
2011,"MS","hh5",29
2011,"MO","hh5",86
2011,"MT","hh5",29
2011,"NE","hh5",99
2011,"NV","hh5",78
2011,"NH","hh5",163
2011,"NJ","hh5",241
2011,"NM","hh5",57
2011,"NY","hh5",336
2011,"NC","hh5",112
2011,"ND","hh5",81
2011,"OH","hh5",111
2011,"OK","hh5",63
2011,"OR","hh5",76
2011,"PA","hh5",198
2011,"RI","hh5",122
2011,"SC","hh5",39
2011,"SD","hh5",65
2011,"TN","hh5",58
2011,"TX","hh5",334
2011,"UT","hh5",79
2011,"VT","hh5",68
2011,"VA","hh5",212
2011,"WA","hh5",117
2011,"WV","hh5",38
2011,"WI","hh5",113
2011,"WY","hh5",75
2012,"US","hh1",17706
2012,"US","hh2",17805
2012,"US","hh3",12999
2012,"US","hh4",18972
2012,"US","hh5",7339
2012,"AL","hh1",261
2012,"AK","hh1",141
2012,"AZ","hh1",298
2012,"AR","hh1",282
2012,"CA","hh1",1587
2012,"CO","hh1",329
2012,"CT","hh1",293
2012,"DE","hh1",275
2012,"DC","hh1",346
2012,"FL","hh1",838
2012,"GA","hh1",444
2012,"HI","hh1",268
2012,"ID","hh1",187
2012,"IL","hh1",500
2012,"IN","hh1",274
2012,"IA","hh1",276
2012,"KS","hh1",249
2012,"KY","hh1",309
2012,"LA","hh1",261
2012,"ME","hh1",256
2012,"MD","hh1",277
2012,"MA","hh1",236
2012,"MI","hh1",386
2012,"MN","hh1",302
2012,"MS","hh1",276
2012,"MO","hh1",281
2012,"MT","hh1",180
2012,"NE","hh1",224
2012,"NV","hh1",276
2012,"NH","hh1",201
2012,"NJ","hh1",287
2012,"NM","hh1",222
2012,"NY","hh1",906
2012,"NC","hh1",451
2012,"ND","hh1",186
2012,"OH","hh1",540
2012,"OK","hh1",221
2012,"OR","hh1",214
2012,"PA","hh1",571
2012,"RI","hh1",296
2012,"SC","hh1",326
2012,"SD","hh1",240
2012,"TN","hh1",291
2012,"TX","hh1",1075
2012,"UT","hh1",159
2012,"VT","hh1",176
2012,"VA","hh1",308
2012,"WA","hh1",240
2012,"WV","hh1",225
2012,"WI","hh1",289
2012,"WY","hh1",170
2012,"AL","hh2",216
2012,"AK","hh2",186
2012,"AZ","hh2",220
2012,"AR","hh2",231
2012,"CA","hh2",1509
2012,"CO","hh2",376
2012,"CT","hh2",320
2012,"DE","hh2",305
2012,"DC","hh2",239
2012,"FL","hh2",880
2012,"GA","hh2",413
2012,"HI","hh2",260
2012,"ID","hh2",202
2012,"IL","hh2",581
2012,"IN","hh2",312
2012,"IA","hh2",335
2012,"KS","hh2",274
2012,"KY","hh2",278
2012,"LA","hh2",191
2012,"ME","hh2",315
2012,"MD","hh2",330
2012,"MA","hh2",212
2012,"MI","hh2",410
2012,"MN","hh2",349
2012,"MS","hh2",187
2012,"MO","hh2",286
2012,"MT","hh2",201
2012,"NE","hh2",287
2012,"NV","hh2",326
2012,"NH","hh2",281
2012,"NJ","hh2",265
