"year","r","hh","numhh"
2021,"IN","hh1",0.44070126
2021,"IN","hh2",0.4972192
2021,"IN","hh3",0.54251398
2021,"IN","hh4",0.82852664
2021,"IN","hh5",0.4124771
2021,"IA","hh1",0.19871279
2021,"IA","hh2",0.27517747
2021,"IA","hh3",0.2186233
2021,"IA","hh4",0.40825764
2021,"IA","hh5",0.23740134
2021,"KS","hh1",0.1785912
2021,"KS","hh2",0.22330895
2021,"KS","hh3",0.1886224
2021,"KS","hh4",0.37890663
2021,"KS","hh5",0.22122889
2021,"KY","hh1",0.44404725
2021,"KY","hh2",0.40128013
2021,"KY","hh3",0.26246114
2021,"KY","hh4",0.47804036
2021,"KY","hh5",0.23223584
2021,"LA","hh1",0.44459463
2021,"LA","hh2",0.36787071
2021,"LA","hh3",0.3051229
2021,"LA","hh4",0.47040263
2021,"LA","hh5",0.24137857
2021,"ME","hh1",0.08381443
2021,"ME","hh2",0.12241216
2021,"ME","hh3",0.09990747
2021,"ME","hh4",0.16721235
2021,"ME","hh5",0.10174483
2021,"MD","hh1",0.225443
2021,"MD","hh2",0.32346551
2021,"MD","hh3",0.31302891
2021,"MD","hh4",0.67415126
2021,"MD","hh5",0.68816251
2021,"MA","hh1",0.42631038
2021,"MA","hh2",0.43471774
2021,"MA","hh3",0.38495327
2021,"MA","hh4",0.71202093
2021,"MA","hh5",0.85241205
2021,"MI","hh1",0.79816735
2021,"MI","hh2",0.81912245
2021,"MI","hh3",0.7120155
2021,"MI","hh4",1.10874854
2021,"MI","hh5",0.69049846
2021,"MN","hh1",0.30344041
2021,"MN","hh2",0.34298019
2021,"MN","hh3",0.39083647
2021,"MN","hh4",0.62488565
2021,"MN","hh5",0.55476809
2021,"MS","hh1",0.3504988
2021,"MS","hh2",0.30753624
2021,"MS","hh3",0.17048714
2021,"MS","hh4",0.2831304
2021,"MS","hh5",0.10963895
2021,"MO","hh1",0.45788411
2021,"MO","hh2",0.55551974
2021,"MO","hh3",0.39473724
2021,"MO","hh4",0.7574419
2021,"MO","hh5",0.36227001
2021,"MT","hh1",0.08539255
2021,"MT","hh2",0.11143515
2021,"MT","hh3",0.07719025
2021,"MT","hh4",0.1347201
2021,"MT","hh5",0.0769918
2021,"NE","hh1",0.10020772
2021,"NE","hh2",0.14482277
2021,"NE","hh3",0.13247922
2021,"NE","hh4",0.23711647
2021,"NE","hh5",0.17368949
2021,"NV","hh1",0.22093155
2021,"NV","hh2",0.26480583
2021,"NV","hh3",0.22095013
2021,"NV","hh4",0.34707144
2021,"NV","hh5",0.18842495
2021,"NH","hh1",0.07598182
2021,"NH","hh2",0.09428827
2021,"NH","hh3",0.08783819
2021,"NH","hh4",0.17851461
2021,"NH","hh5",0.15107557
2021,"NJ","hh1",0.53108849
2021,"NJ","hh2",0.60177835
2021,"NJ","hh3",0.45452576
2021,"NJ","hh4",0.91989667
2021,"NJ","hh5",1.02250712
2021,"NM","hh1",0.2048475
2021,"NM","hh2",0.20836018
2021,"NM","hh3",0.14395286
2021,"NM","hh4",0.19746355
2021,"NM","hh5",0.1080935
2021,"NY","hh1",1.5207012
2021,"NY","hh2",1.4060983
2021,"NY","hh3",1.02152274
2021,"NY","hh4",1.99069998
2021,"NY","hh5",1.79414532
2021,"NC","hh1",0.93008425
2021,"NC","hh2",0.89673985
2021,"NC","hh3",0.7316242
2021,"NC","hh4",1.13270425
2021,"NC","hh5",0.75761455
2021,"ND","hh1",0.04956607
2021,"ND","hh2",0.06661038
2021,"ND","hh3",0.06210046
2021,"ND","hh4",0.10070283
2021,"ND","hh5",0.05090226
2021,"OH","hh1",1.04817187
2021,"OH","hh2",1.01678834
2021,"OH","hh3",0.68604927
2021,"OH","hh4",1.39090185
2021,"OH","hh5",0.73885281
2021,"OK","hh1",0.32747145
2021,"OK","hh2",0.35527933
2021,"OK","hh3",0.28906732
2021,"OK","hh4",0.42425989
2021,"OK","hh5",0.20605816
2021,"OR","hh1",0.21550467
2021,"OR","hh2",0.30668203
2021,"OR","hh3",0.26529661
2021,"OR","hh4",0.59022114
2021,"OR","hh5",0.38868002
2021,"PA","hh1",0.87543217
2021,"PA","hh2",0.92429975
2021,"PA","hh3",0.88143706
2021,"PA","hh4",1.39071293
2021,"PA","hh5",1.11164648
2021,"RI","hh1",0.07328292
2021,"RI","hh2",0.07804597
2021,"RI","hh3",0.07635954
2021,"RI","hh4",0.11652845
2021,"RI","hh5",0.10949317
2021,"SC","hh1",0.38559278
2021,"SC","hh2",0.40547301
2021,"SC","hh3",0.42263488
2021,"SC","hh4",0.58274345
2021,"SC","hh5",0.28483987
2021,"SD","hh1",0.04686714
2021,"SD","hh2",0.07301172
2021,"SD","hh3",0.07239669
2021,"SD","hh4",0.13277731
2021,"SD","hh5",0.0514731
2021,"TN","hh1",0.55252919
2021,"TN","hh2",0.65264937
2021,"TN","hh3",0.52150937
2021,"TN","hh4",0.82082809
2021,"TN","hh5",0.37612563
2021,"TX","hh1",2.01223444
2021,"TX","hh2",2.23591546
2021,"TX","hh3",1.78329836
2021,"TX","hh4",2.94096257
2021,"TX","hh5",2.11425638
2021,"UT","hh1",0.12156676
2021,"UT","hh2",0.17475499
2021,"UT","hh3",0.17756743
2021,"UT","hh4",0.34580852
2021,"UT","hh5",0.28536628
2021,"VT","hh1",0.0531828
2021,"VT","hh2",0.04946991
2021,"VT","hh3",0.03987433
2021,"VT","hh4",0.09246212
2021,"VT","hh5",0.05177072
2021,"VA","hh1",0.50198076
2021,"VA","hh2",0.56526385
2021,"VA","hh3",0.51773973
2021,"VA","hh4",0.92434014
2021,"VA","hh5",0.87647228
2021,"WA","hh1",0.44377477
2021,"WA","hh2",0.44380504
2021,"WA","hh3",0.45533948
2021,"WA","hh4",0.97567441
2021,"WA","hh5",0.7847541
2021,"WV","hh1",0.20358024
2021,"WV","hh2",0.19208103
2021,"WV","hh3",0.10013522
2021,"WV","hh4",0.17051476
2021,"WV","hh5",0.0837948
2021,"WI","hh1",0.43125944
2021,"WI","hh2",0.5170802
2021,"WI","hh3",0.42753576
2021,"WI","hh4",0.71540794
2021,"WI","hh5",0.47026021
2021,"WY","hh1",0.03957801
2021,"WY","hh2",0.04885253
2021,"WY","hh3",0.03720385
2021,"WY","hh4",0.07793589
2021,"WY","hh5",0.03632904
