"year","r","hh","numhh"
2000,"AL","hh1",0.68438359
2000,"AL","hh2",0.47721286
2000,"AL","hh3",0.28759132
2000,"AL","hh4",0.26795306
2000,"AL","hh5",0.03984104
2000,"AK","hh1",0.04309386
2000,"AK","hh2",0.06744758
2000,"AK","hh3",0.05045103
2000,"AK","hh4",0.05257895
2000,"AK","hh5",0.01083004
2000,"AZ","hh1",0.56087554
2000,"AZ","hh2",0.52388702
2000,"AZ","hh3",0.37655524
2000,"AZ","hh4",0.29572173
2000,"AZ","hh5",0.091442
2000,"AR","hh1",0.43051927
2000,"AR","hh2",0.33578614
2000,"AR","hh3",0.15837925
2000,"AR","hh4",0.10720427
2000,"AR","hh5",0.01675964
2000,"CA","hh1",3.24967375
2000,"CA","hh2",3.21616699
2000,"CA","hh3",2.25949129
2000,"CA","hh4",2.73037959
2000,"CA","hh5",0.82905195
2000,"CO","hh1",0.38741176
2000,"CO","hh2",0.4605203
2000,"CO","hh3",0.34002824
2000,"CO","hh4",0.36656625
2000,"CO","hh5",0.10513583
2000,"CT","hh1",0.30275684
2000,"CT","hh2",0.34564455
2000,"CT","hh3",0.24943134
2000,"CT","hh4",0.32351469
2000,"CT","hh5",0.08257936
2000,"DE","hh1",0.0717742
2000,"DE","hh2",0.07601365
2000,"DE","hh3",0.06539383
2000,"DE","hh4",0.06980741
2000,"DE","hh5",0.01054882
2000,"DC","hh1",0.08002404
2000,"DC","hh2",0.06135721
2000,"DC","hh3",0.03524896
2000,"DC","hh4",0.04241148
2000,"DC","hh5",0.01964241
2000,"FL","hh1",1.97955909
2000,"FL","hh2",1.94725277
2000,"FL","hh3",1.11663329
2000,"FL","hh4",1.00863773
2000,"FL","hh5",0.21240583
2000,"GA","hh1",0.91680727
2000,"GA","hh2",0.95087069
2000,"GA","hh3",0.61652411
2000,"GA","hh4",0.49666219
2000,"GA","hh5",0.13932394
2000,"HI","hh1",0.09351845
2000,"HI","hh2",0.11731602
2000,"HI","hh3",0.0832597
2000,"HI","hh4",0.09317759
2000,"HI","hh5",0.02245099
2000,"ID","hh1",0.16169363
2000,"ID","hh2",0.14908249
2000,"ID","hh3",0.09976873
2000,"ID","hh4",0.07519624
2000,"ID","hh5",0.00982449
2000,"IL","hh1",1.20784537
2000,"IL","hh2",1.20119609
2000,"IL","hh3",0.86851327
2000,"IL","hh4",1.03810352
2000,"IL","hh5",0.20690404
2000,"IN","hh1",0.75139542
2000,"IN","hh2",0.67954601
2000,"IN","hh3",0.43959941
2000,"IN","hh4",0.42467287
2000,"IN","hh5",0.06459364
2000,"IA","hh1",0.3309904
2000,"IA","hh2",0.3475805
2000,"IA","hh3",0.23832127
2000,"IA","hh4",0.16422843
2000,"IA","hh5",0.05106582
2000,"KS","hh1",0.35241793
2000,"KS","hh2",0.32573023
2000,"KS","hh3",0.18174548
2000,"KS","hh4",0.19702372
2000,"KS","hh5",0.02536188
2000,"KY","hh1",0.53342984
2000,"KY","hh2",0.46958279
2000,"KY","hh3",0.30345813
2000,"KY","hh4",0.23270361
2000,"KY","hh5",0.05861691
2000,"LA","hh1",0.71793993
2000,"LA","hh2",0.50843925
2000,"LA","hh3",0.21366169
2000,"LA","hh4",0.22808824
2000,"LA","hh5",0.02796379
2000,"ME","hh1",0.14906378
2000,"ME","hh2",0.15318916
2000,"ME","hh3",0.10217128
2000,"ME","hh4",0.08346514
2000,"ME","hh5",0.02121016
2000,"MD","hh1",0.50582672
2000,"MD","hh2",0.50091187
2000,"MD","hh3",0.42656605
2000,"MD","hh4",0.47507525
2000,"MD","hh5",0.15702722
2000,"MA","hh1",0.70389388
2000,"MA","hh2",0.57527354
2000,"MA","hh3",0.46354364
2000,"MA","hh4",0.51763128
2000,"MA","hh5",0.1726763
2000,"MI","hh1",1.01528948
2000,"MI","hh2",1.02386099
2000,"MI","hh3",0.73044032
2000,"MI","hh4",0.84284433
2000,"MI","hh5",0.17702005
2000,"MN","hh1",0.42677415
2000,"MN","hh2",0.48657025
2000,"MN","hh3",0.39998144
2000,"MN","hh4",0.4383833
2000,"MN","hh5",0.11535946
2000,"MS","hh1",0.43571934
2000,"MS","hh2",0.34498505
2000,"MS","hh3",0.17405704
2000,"MS","hh4",0.12654114
2000,"MS","hh5",0.02014617
2000,"MO","hh1",0.52622901
2000,"MO","hh2",0.61219231
2000,"MO","hh3",0.52403912
2000,"MO","hh4",0.42663457
2000,"MO","hh5",0.06292844
2000,"MT","hh1",0.14218858
2000,"MT","hh2",0.11454817
2000,"MT","hh3",0.05388757
2000,"MT","hh4",0.04337149
2000,"MT","hh5",0.00928669
2000,"NE","hh1",0.20389141
2000,"NE","hh2",0.20353087
2000,"NE","hh3",0.10903679
2000,"NE","hh4",0.11560877
2000,"NE","hh5",0.02334094
2000,"NV","hh1",0.18069947
2000,"NV","hh2",0.227617
2000,"NV","hh3",0.14762856
2000,"NV","hh4",0.11932573
2000,"NV","hh5",0.03964265
2000,"NH","hh1",0.11764293
2000,"NH","hh2",0.13228386
2000,"NH","hh3",0.10025757
2000,"NH","hh4",0.11529566
2000,"NH","hh5",0.02689021
2000,"NJ","hh1",0.75743301
2000,"NJ","hh2",0.74895259
2000,"NJ","hh3",0.57441734
2000,"NJ","hh4",0.74635559
2000,"NJ","hh5",0.24042167
2000,"NM","hh1",0.24655134
2000,"NM","hh2",0.19441647
2000,"NM","hh3",0.11979006
2000,"NM","hh4",0.09627147
2000,"NM","hh5",0.01344979
2000,"NY","hh1",2.30830565
2000,"NY","hh2",1.7088421
2000,"NY","hh3",1.19398749
2000,"NY","hh4",1.3840629
2000,"NY","hh5",0.47432733
2000,"NC","hh1",0.96418542
2000,"NC","hh2",0.90291226
2000,"NC","hh3",0.54000391
2000,"NC","hh4",0.51558144
2000,"NC","hh5",0.07286349
2000,"ND","hh1",0.09615521
2000,"ND","hh2",0.07759192
2000,"ND","hh3",0.04914107
2000,"ND","hh4",0.02700756
2000,"ND","hh5",0.00405193
2000,"OH","hh1",1.27234585
2000,"OH","hh2",1.21218415
2000,"OH","hh3",0.93823955
2000,"OH","hh4",0.82110175
2000,"OH","hh5",0.16866461
2000,"OK","hh1",0.50378149
2000,"OK","hh2",0.45217238
2000,"OK","hh3",0.18271284
2000,"OK","hh4",0.17255211
2000,"OK","hh5",0.03869047
2000,"OR","hh1",0.35287379
2000,"OR","hh2",0.43642258
2000,"OR","hh3",0.24651702
2000,"OR","hh4",0.26367753
2000,"OR","hh5",0.06315928
2000,"PA","hh1",1.33593464
2000,"PA","hh2",1.29642133
2000,"PA","hh3",0.93423928
2000,"PA","hh4",0.92364142
2000,"PA","hh5",0.19443883
2000,"RI","hh1",0.12912762
2000,"RI","hh2",0.0952028
2000,"RI","hh3",0.07164089
2000,"RI","hh4",0.08514048
2000,"RI","hh5",0.01820712
2000,"SC","hh1",0.53723464
2000,"SC","hh2",0.48537081
2000,"SC","hh3",0.2349091
2000,"SC","hh4",0.29677986
2000,"SC","hh5",0.03572369
2000,"SD","hh1",0.09946037
2000,"SD","hh2",0.08910831
2000,"SD","hh3",0.06088297
2000,"SD","hh4",0.03771304
2000,"SD","hh5",0.00592589
2000,"TN","hh1",0.84234851
2000,"TN","hh2",0.68833639
2000,"TN","hh3",0.35744284
2000,"TN","hh4",0.28989573
2000,"TN","hh5",0.09604894
2000,"TX","hh1",2.44633772
2000,"TX","hh2",2.11294521
2000,"TX","hh3",1.34528033
2000,"TX","hh4",1.33181884
2000,"TX","hh5",0.37842109
2000,"UT","hh1",0.17099822
2000,"UT","hh2",0.23754244
2000,"UT","hh3",0.15284667
2000,"UT","hh4",0.12656554
2000,"UT","hh5",0.03014431
2000,"VT","hh1",0.08443918
2000,"VT","hh2",0.07296106
2000,"VT","hh3",0.04669654
2000,"VT","hh4",0.03793821
2000,"VT","hh5",0.01259366
2000,"VA","hh1",0.69642891
2000,"VA","hh2",0.69528902
2000,"VA","hh3",0.556861
2000,"VA","hh4",0.63062899
2000,"VA","hh5",0.19516691
2000,"WA","hh1",0.63533903
2000,"WA","hh2",0.64095253
2000,"WA","hh3",0.3692075
2000,"WA","hh4",0.4693279
2000,"WA","hh5",0.13410029
2000,"WV","hh1",0.32019594
2000,"WV","hh2",0.213954
2000,"WV","hh3",0.13394787
2000,"WV","hh4",0.08173611
2000,"WV","hh5",0.00514993
2000,"WI","hh1",0.59748519
2000,"WI","hh2",0.50931295
2000,"WI","hh3",0.41793834
2000,"WI","hh4",0.42615143
2000,"WI","hh5",0.07880275
2000,"WY","hh1",0.05930239
2000,"WY","hh2",0.06165651
2000,"WY","hh3",0.03852134
2000,"WY","hh4",0.02739349
2000,"WY","hh5",0.00498223
2001,"AL","hh1",0.64495461
2001,"AL","hh2",0.46608539
2001,"AL","hh3",0.28923948
2001,"AL","hh4",0.30399723
2001,"AL","hh5",0.04774177
2001,"AK","hh1",0.04210568
2001,"AK","hh2",0.05475571
2001,"AK","hh3",0.04690506
2001,"AK","hh4",0.06740536
2001,"AK","hh5",0.01332746
2001,"AZ","hh1",0.54811474
2001,"AZ","hh2",0.52790876
2001,"AZ","hh3",0.39080344
2001,"AZ","hh4",0.38302345
2001,"AZ","hh5",0.08962264
2001,"AR","hh1",0.4163153
2001,"AR","hh2",0.3047203
2001,"AR","hh3",0.18565628
2001,"AR","hh4",0.13000198
2001,"AR","hh5",0.02235501
2001,"CA","hh1",3.12369133
2001,"CA","hh2",3.12472702
2001,"CA","hh3",2.13805863
2001,"CA","hh4",2.71510859
2001,"CA","hh5",0.83437423
2001,"CO","hh1",0.39667399
2001,"CO","hh2",0.45699113
2001,"CO","hh3",0.31196265
2001,"CO","hh4",0.40801066
2001,"CO","hh5",0.11688773
2001,"CT","hh1",0.31944649
2001,"CT","hh2",0.33161997
2001,"CT","hh3",0.2753338
2001,"CT","hh4",0.3436674
2001,"CT","hh5",0.11184782
2001,"DE","hh1",0.06892577
2001,"DE","hh2",0.08852869
2001,"DE","hh3",0.06117248
2001,"DE","hh4",0.0730176
2001,"DE","hh5",0.01932359
2001,"DC","hh1",0.08504813
2001,"DC","hh2",0.07011037
2001,"DC","hh3",0.04714068
2001,"DC","hh4",0.04623825
2001,"DC","hh5",0.02081904
2001,"FL","hh1",2.35360414
2001,"FL","hh2",1.94837163
2001,"FL","hh3",1.03117993
2001,"FL","hh4",1.07880688
2001,"FL","hh5",0.27165565
2001,"GA","hh1",0.94397802
2001,"GA","hh2",0.9238954
2001,"GA","hh3",0.63842792
2001,"GA","hh4",0.53741833
2001,"GA","hh5",0.12849346
2001,"HI","hh1",0.10748178
2001,"HI","hh2",0.11406273
2001,"HI","hh3",0.08007664
2001,"HI","hh4",0.09286542
2001,"HI","hh5",0.02259944
2001,"ID","hh1",0.15378771
2001,"ID","hh2",0.16469977
2001,"ID","hh3",0.08894907
2001,"ID","hh4",0.07109243
2001,"ID","hh5",0.01686757
2001,"IL","hh1",1.31352093
2001,"IL","hh2",1.30345929
2001,"IL","hh3",0.98664702
2001,"IL","hh4",0.99627589
2001,"IL","hh5",0.23697737
2001,"IN","hh1",0.79761179
2001,"IN","hh2",0.69773555
2001,"IN","hh3",0.45842891
2001,"IN","hh4",0.44073624
2001,"IN","hh5",0.10681249
2001,"IA","hh1",0.3433745
2001,"IA","hh2",0.33598476
2001,"IA","hh3",0.26880788
2001,"IA","hh4",0.17552688
2001,"IA","hh5",0.03943378
2001,"KS","hh1",0.34513097
2001,"KS","hh2",0.28682423
2001,"KS","hh3",0.20411044
2001,"KS","hh4",0.20366516
2001,"KS","hh5",0.04902156
2001,"KY","hh1",0.54918511
2001,"KY","hh2",0.45780528
2001,"KY","hh3",0.2427414
2001,"KY","hh4",0.27299916
2001,"KY","hh5",0.06063962
2001,"LA","hh1",0.65897834
2001,"LA","hh2",0.45144886
2001,"LA","hh3",0.24482846
2001,"LA","hh4",0.26697092
2001,"LA","hh5",0.04673753
2001,"ME","hh1",0.20144826
2001,"ME","hh2",0.16586296
2001,"ME","hh3",0.09894276
2001,"ME","hh4",0.09352065
2001,"ME","hh5",0.0115024
2001,"MD","hh1",0.49810285
2001,"MD","hh2",0.49074647
2001,"MD","hh3",0.36844728
2001,"MD","hh4",0.52761669
2001,"MD","hh5",0.19534605
2001,"MA","hh1",0.69798122
2001,"MA","hh2",0.5466821
2001,"MA","hh3",0.46964648
2001,"MA","hh4",0.66677974
2001,"MA","hh5",0.20353602
2001,"MI","hh1",1.09962141
2001,"MI","hh2",1.08827328
2001,"MI","hh3",0.72870892
2001,"MI","hh4",0.82647024
2001,"MI","hh5",0.20401048
2001,"MN","hh1",0.41989228
2001,"MN","hh2",0.51879996
2001,"MN","hh3",0.45680509
2001,"MN","hh4",0.4902188
2001,"MN","hh5",0.10796446
2001,"MS","hh1",0.47481672
2001,"MS","hh2",0.29428886
2001,"MS","hh3",0.17123408
2001,"MS","hh4",0.13324777
2001,"MS","hh5",0.02400433
2001,"MO","hh1",0.6210414
2001,"MO","hh2",0.65404318
2001,"MO","hh3",0.43664793
2001,"MO","hh4",0.42359393
2001,"MO","hh5",0.08267009
2001,"MT","hh1",0.1483484
2001,"MT","hh2",0.12198749
2001,"MT","hh3",0.06089702
2001,"MT","hh4",0.04317579
2001,"MT","hh5",0.0048196
2001,"NE","hh1",0.18073586
2001,"NE","hh2",0.20453406
2001,"NE","hh3",0.14329414
2001,"NE","hh4",0.13178607
2001,"NE","hh5",0.01838564
2001,"NV","hh1",0.18294051
2001,"NV","hh2",0.27291398
2001,"NV","hh3",0.15701365
2001,"NV","hh4",0.16113973
2001,"NV","hh5",0.03540289
2001,"NH","hh1",0.12677552
2001,"NH","hh2",0.12472252
2001,"NH","hh3",0.11065989
2001,"NH","hh4",0.12964346
2001,"NH","hh5",0.03216649
2001,"NJ","hh1",0.81557973
2001,"NJ","hh2",0.76116906
2001,"NJ","hh3",0.57440883
2001,"NJ","hh4",0.80324405
2001,"NJ","hh5",0.30815977
2001,"NM","hh1",0.26362753
2001,"NM","hh2",0.21855238
2001,"NM","hh3",0.11066638
2001,"NM","hh4",0.09008765
2001,"NM","hh5",0.015348
2001,"NY","hh1",2.36015221
2001,"NY","hh2",1.81579836
2001,"NY","hh3",1.22330901
2001,"NY","hh4",1.44124402
2001,"NY","hh5",0.45208402
2001,"NC","hh1",1.02713456
2001,"NC","hh2",1.04128482
2001,"NC","hh3",0.54557094
2001,"NC","hh4",0.5063067
2001,"NC","hh5",0.09738075
2001,"ND","hh1",0.10019072
2001,"ND","hh2",0.08166624
2001,"ND","hh3",0.05420004
2001,"ND","hh4",0.03490371
2001,"ND","hh5",0.0047642
2001,"OH","hh1",1.34961136
2001,"OH","hh2",1.35150482
2001,"OH","hh3",0.80558914
2001,"OH","hh4",0.90152433
2001,"OH","hh5",0.1874441
2001,"OK","hh1",0.47686899
2001,"OK","hh2",0.43099113
2001,"OK","hh3",0.23193987
2001,"OK","hh4",0.20176016
2001,"OK","hh5",0.02471356
2001,"OR","hh1",0.39926123
2001,"OR","hh2",0.40374948
2001,"OR","hh3",0.24719321
2001,"OR","hh4",0.26302385
2001,"OR","hh5",0.0535914
2001,"PA","hh1",1.41507612
2001,"PA","hh2",1.32997784
2001,"PA","hh3",0.90645239
2001,"PA","hh4",0.9604769
2001,"PA","hh5",0.25201325
2001,"RI","hh1",0.13146726
2001,"RI","hh2",0.10137446
2001,"RI","hh3",0.06951415
2001,"RI","hh4",0.10119812
2001,"RI","hh5",0.02511827
2001,"SC","hh1",0.52307705
2001,"SC","hh2",0.48229559
2001,"SC","hh3",0.28495408
2001,"SC","hh4",0.2410646
2001,"SC","hh5",0.04306528
2001,"SD","hh1",0.09387982
2001,"SD","hh2",0.09942264
2001,"SD","hh3",0.06572307
2001,"SD","hh4",0.0451453
2001,"SD","hh5",0.00385559
2001,"TN","hh1",0.81095966
2001,"TN","hh2",0.70329175
2001,"TN","hh3",0.35768516
2001,"TN","hh4",0.34685274
2001,"TN","hh5",0.0887588
2001,"TX","hh1",2.29715452
2001,"TX","hh2",2.12297815
2001,"TX","hh3",1.22703639
2001,"TX","hh4",1.40756432
2001,"TX","hh5",0.43850867
2001,"UT","hh1",0.16444736
2001,"UT","hh2",0.21045898
2001,"UT","hh3",0.15926609
2001,"UT","hh4",0.15824399
2001,"UT","hh5",0.02380787
2001,"VT","hh1",0.07581109
2001,"VT","hh2",0.07954614
2001,"VT","hh3",0.04716124
2001,"VT","hh4",0.04869404
2001,"VT","hh5",0.00855266
2001,"VA","hh1",0.66876015
2001,"VA","hh2",0.71522036
2001,"VA","hh3",0.51632087
2001,"VA","hh4",0.67585237
2001,"VA","hh5",0.18352292
2001,"WA","hh1",0.68156508
2001,"WA","hh2",0.67438311
2001,"WA","hh3",0.47075793
2001,"WA","hh4",0.42681081
2001,"WA","hh5",0.14398048
2001,"WV","hh1",0.32841305
2001,"WV","hh2",0.21334177
2001,"WV","hh3",0.11460034
2001,"WV","hh4",0.08786767
2001,"WV","hh5",0.01510966
2001,"WI","hh1",0.54045236
2001,"WI","hh2",0.64952674
2001,"WI","hh3",0.43095174
2001,"WI","hh4",0.45285641
2001,"WI","hh5",0.10786208
2001,"WY","hh1",0.0595607
2001,"WY","hh2",0.06330645
2001,"WY","hh3",0.04231006
2001,"WY","hh4",0.02932494
2001,"WY","hh5",0.00247052
2002,"AL","hh1",0.63963075
2002,"AL","hh2",0.47824714
2002,"AL","hh3",0.33925117
2002,"AL","hh4",0.30117027
2002,"AL","hh5",0.05546648
2002,"AK","hh1",0.04454757
2002,"AK","hh2",0.06135861
2002,"AK","hh3",0.04889419
2002,"AK","hh4",0.05953906
2002,"AK","hh5",0.01194572
2002,"AZ","hh1",0.61780419
2002,"AZ","hh2",0.64014952
2002,"AZ","hh3",0.34036976
2002,"AZ","hh4",0.38262904
2002,"AZ","hh5",0.09852471
2002,"AR","hh1",0.43216933
2002,"AR","hh2",0.33052477
2002,"AR","hh3",0.18885997
2002,"AR","hh4",0.12605556
2002,"AR","hh5",0.03213726
2002,"CA","hh1",3.3645273
2002,"CA","hh2",3.24418718
2002,"CA","hh3",2.2135691
2002,"CA","hh4",2.99645288
2002,"CA","hh5",0.84595596
2002,"CO","hh1",0.43279982
2002,"CO","hh2",0.4844232
2002,"CO","hh3",0.36078592
2002,"CO","hh4",0.40407021
2002,"CO","hh5",0.09185018
2002,"CT","hh1",0.33333916
2002,"CT","hh2",0.29141831
2002,"CT","hh3",0.25228799
2002,"CT","hh4",0.32541736
2002,"CT","hh5",0.11142624
2002,"DE","hh1",0.06859235
2002,"DE","hh2",0.09190848
2002,"DE","hh3",0.06614187
2002,"DE","hh4",0.07518141
2002,"DE","hh5",0.01500929
2002,"DC","hh1",0.09184109
2002,"DC","hh2",0.07608411
2002,"DC","hh3",0.04383209
2002,"DC","hh4",0.04891551
2002,"DC","hh5",0.02351301
2002,"FL","hh1",2.28473972
2002,"FL","hh2",1.93874522
2002,"FL","hh3",1.1567012
2002,"FL","hh4",1.11838209
2002,"FL","hh5",0.29786687
2002,"GA","hh1",0.9294841
2002,"GA","hh2",0.9628524
2002,"GA","hh3",0.70449803
2002,"GA","hh4",0.60631639
2002,"GA","hh5",0.09476988
2002,"HI","hh1",0.11492673
2002,"HI","hh2",0.10833982
2002,"HI","hh3",0.07641505
2002,"HI","hh4",0.09454212
2002,"HI","hh5",0.02724608
2002,"ID","hh1",0.14159899
2002,"ID","hh2",0.16354892
2002,"ID","hh3",0.09449561
2002,"ID","hh4",0.07700046
2002,"ID","hh5",0.01226377
2002,"IL","hh1",1.44794909
2002,"IL","hh2",1.31542515
2002,"IL","hh3",0.88738919
2002,"IL","hh4",1.02538654
2002,"IL","hh5",0.20222264
2002,"IN","hh1",0.73330238
2002,"IN","hh2",0.69420458
2002,"IN","hh3",0.46256565
2002,"IN","hh4",0.40613998
2002,"IN","hh5",0.10502513
2002,"IA","hh1",0.34424646
2002,"IA","hh2",0.36084264
2002,"IA","hh3",0.25271891
2002,"IA","hh4",0.20258512
2002,"IA","hh5",0.03848024
2002,"KS","hh1",0.30889588
2002,"KS","hh2",0.30121216
2002,"KS","hh3",0.2052991
2002,"KS","hh4",0.20965261
2002,"KS","hh5",0.04019116
2002,"KY","hh1",0.5644863
2002,"KY","hh2",0.49968283
2002,"KY","hh3",0.27510987
2002,"KY","hh4",0.24359558
2002,"KY","hh5",0.05756289
2002,"LA","hh1",0.66992214
2002,"LA","hh2",0.47446246
2002,"LA","hh3",0.26323416
2002,"LA","hh4",0.25528851
2002,"LA","hh5",0.05551854
2002,"ME","hh1",0.19232051
2002,"ME","hh2",0.15528365
2002,"ME","hh3",0.09708289
2002,"ME","hh4",0.08642229
2002,"ME","hh5",0.01458806
2002,"MD","hh1",0.44139864
2002,"MD","hh2",0.50760521
2002,"MD","hh3",0.38186442
2002,"MD","hh4",0.54287533
2002,"MD","hh5",0.21042824
2002,"MA","hh1",0.72291891
2002,"MA","hh2",0.60561902
2002,"MA","hh3",0.44275122
2002,"MA","hh4",0.69106921
2002,"MA","hh5",0.17090322
2002,"MI","hh1",1.22118357
2002,"MI","hh2",1.01062135
2002,"MI","hh3",0.72879451
2002,"MI","hh4",0.80230193
2002,"MI","hh5",0.18444425
2002,"MN","hh1",0.43210581
2002,"MN","hh2",0.47766324
2002,"MN","hh3",0.40976833
2002,"MN","hh4",0.54541121
2002,"MN","hh5",0.13644824
2002,"MS","hh1",0.45602222
2002,"MS","hh2",0.29762663
2002,"MS","hh3",0.16143769
2002,"MS","hh4",0.13987989
2002,"MS","hh5",0.02693076
2002,"MO","hh1",0.6216763
2002,"MO","hh2",0.62818869
2002,"MO","hh3",0.41098416
2002,"MO","hh4",0.46303787
2002,"MO","hh5",0.09750069
2002,"MT","hh1",0.14380593
2002,"MT","hh2",0.11619579
2002,"MT","hh3",0.07233785
2002,"MT","hh4",0.0456949
2002,"MT","hh5",0.00676451
2002,"NE","hh1",0.19582131
2002,"NE","hh2",0.19183025
2002,"NE","hh3",0.13740256
2002,"NE","hh4",0.13565018
2002,"NE","hh5",0.02626303
2002,"NV","hh1",0.19755666
2002,"NV","hh2",0.25204617
2002,"NV","hh3",0.15490135
2002,"NV","hh4",0.16178895
2002,"NV","hh5",0.0321852
2002,"NH","hh1",0.11408234
2002,"NH","hh2",0.11274041
2002,"NH","hh3",0.10176609
2002,"NH","hh4",0.13224888
2002,"NH","hh5",0.03923955
2002,"NJ","hh1",0.79571564
2002,"NJ","hh2",0.71603778
2002,"NJ","hh3",0.57101827
2002,"NJ","hh4",0.87845851
2002,"NJ","hh5",0.26705381
2002,"NM","hh1",0.25479329
2002,"NM","hh2",0.20414849
2002,"NM","hh3",0.12771513
2002,"NM","hh4",0.09832294
2002,"NM","hh5",0.02086004
2002,"NY","hh1",2.37994753
2002,"NY","hh2",1.89922822
2002,"NY","hh3",1.20758984
2002,"NY","hh4",1.54999967
2002,"NY","hh5",0.45286001
2002,"NC","hh1",1.15418208
2002,"NC","hh2",0.92241095
2002,"NC","hh3",0.5658113
2002,"NC","hh4",0.53614567
2002,"NC","hh5",0.12643815
2002,"ND","hh1",0.09252385
2002,"ND","hh2",0.08039429
2002,"ND","hh3",0.05395349
2002,"ND","hh4",0.03592506
2002,"ND","hh5",0.00656694
2002,"OH","hh1",1.27381818
2002,"OH","hh2",1.29053908
2002,"OH","hh3",0.8924025
2002,"OH","hh4",0.83450992
2002,"OH","hh5",0.19613886
2002,"OK","hh1",0.45903256
2002,"OK","hh2",0.4697348
2002,"OK","hh3",0.23164051
2002,"OK","hh4",0.2201107
2002,"OK","hh5",0.03408095
2002,"OR","hh1",0.42755091
2002,"OR","hh2",0.40129515
2002,"OR","hh3",0.26544847
2002,"OR","hh4",0.27330776
2002,"OR","hh5",0.05022142
2002,"PA","hh1",1.41915239
2002,"PA","hh2",1.34140868
2002,"PA","hh3",0.89459765
2002,"PA","hh4",0.93872079
2002,"PA","hh5",0.27584922
2002,"RI","hh1",0.1246856
2002,"RI","hh2",0.12273568
2002,"RI","hh3",0.07469032
2002,"RI","hh4",0.0891346
2002,"RI","hh5",0.02024326
2002,"SC","hh1",0.52005162
2002,"SC","hh2",0.47796569
2002,"SC","hh3",0.25364717
2002,"SC","hh4",0.26346036
2002,"SC","hh5",0.04442045
2002,"SD","hh1",0.10048112
2002,"SD","hh2",0.08776432
2002,"SD","hh3",0.05918429
2002,"SD","hh4",0.04579747
2002,"SD","hh5",0.00570739
2002,"TN","hh1",0.81969922
2002,"TN","hh2",0.64329211
2002,"TN","hh3",0.39755619
2002,"TN","hh4",0.35674827
2002,"TN","hh5",0.10139663
2002,"TX","hh1",2.47890174
2002,"TX","hh2",2.16692439
2002,"TX","hh3",1.37792528
2002,"TX","hh4",1.4006813
2002,"TX","hh5",0.41777981
2002,"UT","hh1",0.1709066
2002,"UT","hh2",0.2131522
2002,"UT","hh3",0.16173442
2002,"UT","hh4",0.15261217
2002,"UT","hh5",0.02808623
2002,"VT","hh1",0.07946264
2002,"VT","hh2",0.07228845
2002,"VT","hh3",0.05305558
2002,"VT","hh4",0.04874774
2002,"VT","hh5",0.01031003
2002,"VA","hh1",0.68256736
2002,"VA","hh2",0.74819461
2002,"VA","hh3",0.51746294
2002,"VA","hh4",0.6524963
2002,"VA","hh5",0.20349981
2002,"WA","hh1",0.66152135
2002,"WA","hh2",0.71414982
2002,"WA","hh3",0.37331966
2002,"WA","hh4",0.55331188
2002,"WA","hh5",0.12526301
2002,"WV","hh1",0.31538996
2002,"WV","hh2",0.20518215
2002,"WV","hh3",0.10769104
2002,"WV","hh4",0.08229151
2002,"WV","hh5",0.01679858
2002,"WI","hh1",0.55815389
2002,"WI","hh2",0.64946261
2002,"WI","hh3",0.48266647
2002,"WI","hh4",0.42473393
2002,"WI","hh5",0.09233517
2002,"WY","hh1",0.06312954
2002,"WY","hh2",0.0639079
2002,"WY","hh3",0.04040912
2002,"WY","hh4",0.03210459
2002,"WY","hh5",0.00422615
2003,"AL","hh1",0.65912196
2003,"AL","hh2",0.4796823
2003,"AL","hh3",0.28276792
2003,"AL","hh4",0.31294034
2003,"AL","hh5",0.06302751
2003,"AK","hh1",0.04735366
2003,"AK","hh2",0.06229576
2003,"AK","hh3",0.04846609
2003,"AK","hh4",0.05909479
2003,"AK","hh5",0.01205939
2003,"AZ","hh1",0.6253276
2003,"AZ","hh2",0.59272403
2003,"AZ","hh3",0.37741549
2003,"AZ","hh4",0.39354759
2003,"AZ","hh5",0.12336658
2003,"AR","hh1",0.42898569
2003,"AR","hh2",0.36181667
2003,"AR","hh3",0.15310446
2003,"AR","hh4",0.13075089
2003,"AR","hh5",0.04304037
2003,"CA","hh1",3.35360629
2003,"CA","hh2",3.10155166
2003,"CA","hh3",2.20073838
2003,"CA","hh4",3.05120618
2003,"CA","hh5",0.99295943
2003,"CO","hh1",0.39504608
2003,"CO","hh2",0.49041041
2003,"CO","hh3",0.32207889
2003,"CO","hh4",0.42604763
2003,"CO","hh5",0.11188398
2003,"CT","hh1",0.35316022
2003,"CT","hh2",0.2829227
2003,"CT","hh3",0.222425
2003,"CT","hh4",0.36833373
2003,"CT","hh5",0.12841918
2003,"DE","hh1",0.0692002
2003,"DE","hh2",0.09164702
2003,"DE","hh3",0.0625806
2003,"DE","hh4",0.07599974
2003,"DE","hh5",0.0179046
2003,"DC","hh1",0.08042681
2003,"DC","hh2",0.06407941
2003,"DC","hh3",0.0406917
2003,"DC","hh4",0.05694772
2003,"DC","hh5",0.02720982
2003,"FL","hh1",2.21332793
2003,"FL","hh2",2.07037879
2003,"FL","hh3",1.13480997
2003,"FL","hh4",1.18076623
2003,"FL","hh5",0.35917437
2003,"GA","hh1",0.91232941
2003,"GA","hh2",0.99718747
2003,"GA","hh3",0.68011991
2003,"GA","hh4",0.56949783
2003,"GA","hh5",0.14648867
2003,"HI","hh1",0.09907576
